grupos2,grupos,sin_agua,capacidad,densidad,grado_con,frecuencia,volumen,frec_cat,prec_cat,vol_cat,is50,precip,id
6,3,33,0.0,0.0,0,20,77.9294,2,2,4,0.02283,597.625,986
5,2,53,0.0,0.0,0,9,6.0111,2,1,1,0.00642,565.25,987
5,2,48,0.0,0.0,0,9,6.0111,2,1,1,0.00642,562.3542,988
6,3,7,0.0,0.0,0,20,77.9294,2,2,4,0.02283,591.5893,989
10,3,3,0.0,0.0,0,39,106.7103,3,2,4,0.03981,586.9792,990
12,5,103,13740886.0,32.608,8,47,45.5566,3,4,3,0.03823,849.957,991
4,3,31,2016151.898,7.753,5,3,0.0125,1,4,1,0.00143,990.3083,992
12,5,151,21083510.0,24.622,0,47,45.5566,3,4,3,0.03823,903.2696,993
12,5,90,34546260.0,130.851,4,47,45.5566,3,4,3,0.03823,870.8583,994
4,3,101,1047110.0,3.746,0,3,0.0125,1,4,1,0.00143,1013.3611,995
4,3,59,2602896.0,11.545,7,2,0.0125,1,4,1,0.00071,977.8214,996
8,4,108,2490953.0,18.028,0,10,0.0125,2,4,1,0.00642,954.5,997
12,5,91,21560880.0,47.545,0,47,45.5566,3,4,3,0.03823,942.8333,998
12,5,69,4181020.0,19.53,0,47,45.5566,3,4,3,0.03823,900.25,999
8,4,57,20046660.0,116.926,0,11,19.917,2,4,2,0.0095,906.475,1000
8,4,67,19316209.0,58.7,4,11,19.917,2,4,2,0.0095,881.3125,1001
4,3,9,3842000.0,16.912,3,4,0.0125,1,4,1,0.00214,1006.0714,1002
4,3,75,11018469.29,26.1,4,2,42.0063,1,4,3,0.00571,976.3194,1003
4,3,56,2933398.0,15.787,4,1,0.0125,1,4,1,0.0,1044.2679,1004
4,3,91,15823806.0,49.233,0,2,27.0063,1,4,3,0.00393,1030.5313,1005
4,3,11,13968521.0,65.029,2,2,42.0063,1,4,3,0.00571,1005.7768,1006
4,3,131,16712330.0,48.64,0,3,0.0125,1,4,1,0.00143,980.7,1007
4,3,76,18146201.0,41.073,1,3,0.0125,1,4,1,0.00143,939.9554,1008
4,3,284,2682939.0,6.375,1,3,266.675,1,4,4,0.03317,890.7933,1009
4,3,4,290043.602,2.726,3,1,0.0125,1,4,1,0.0,1061.9167,1010
4,3,50,3604578.0,7.165,4,2,27.0063,1,4,3,0.00393,1041.2692,1011
4,3,56,2045840.0,7.337,0,2,0.0125,1,4,1,0.00071,988.8359,1012
8,4,138,9572072.0,10.774,3,17,5.639,2,4,1,0.01208,1036.8636,1013
8,4,78,10141099.0,23.08,3,6,6.0104,2,4,1,0.00428,993.3952,1014
8,4,93,0.0,0.0,0,7,0.0125,2,4,1,0.00428,1083.5076,1015
4,3,116,0.0,0.0,0,1,0.0125,1,4,1,0.0,1113.6367,1016
4,3,67,0.0,0.0,0,3,0.0125,1,4,1,0.00143,1105.8672,1017
4,3,74,0.0,0.0,0,1,0.0125,1,4,1,0.0,1131.1106,1018
8,4,824,127280.0,0.138,1,17,5.639,2,4,1,0.01208,1083.75,1019
8,4,4157,0.0,0.0,0,17,5.639,2,4,1,0.01208,1123.3397,1020
8,4,63,1152340.0,4.034,3,10,112.8063,2,4,4,0.01985,929.1184,1021
4,3,51,0.0,0.0,0,2,0.0125,1,4,1,0.00071,1045.4375,1022
4,3,85,0.0,0.0,4,2,0.0125,1,4,1,0.00071,1026.9764,1023
4,3,42,170184.699,1.279,0,2,0.0125,1,4,1,0.00071,1055.1389,1024
8,4,61,806961.0,1.611,1,7,0.0125,2,4,1,0.00428,1079.7009,1025
4,3,44,0.0,0.0,0,3,0.0125,1,4,1,0.00143,1096.8264,1026
4,3,3052,0.0,0.0,0,1,0.0125,1,4,1,0.0,1133.8824,1027
4,3,47,0.0,0.0,0,1,0.0125,1,4,1,0.0,1145.3333,1028
8,4,1303,22049.6,0.09,0,17,5.639,2,4,1,0.01208,1102.1875,1029
1,1,312,116722.0,0.107,1,2,60.0,1,1,3,0.00785,499.1904,1030
1,1,68,16245540.0,18.768,2,2,157.5,1,1,4,0.01946,511.2736,1031
1,1,332,8030929.703,9.481,2,2,0.0125,1,1,1,0.00071,504.8015,1032
1,1,244,3989230.0,4.564,0,3,31.3375,1,1,3,0.00516,516.2567,1033
1,1,235,0.0,0.0,0,2,60.0,1,1,3,0.00785,493.875,1034
2,2,221,92742.602,0.071,3,2,0.0125,1,2,1,0.00071,591.683,1035
1,1,182,6717966.0,6.422,1,1,480.0,1,1,4,0.05714,512.6855,1036
1,1,9,0.0,0.0,0,1,480.0,1,1,4,0.05714,522.375,1037
2,2,416,0.0,0.0,0,2,0.0125,1,2,1,0.00071,616.0184,1038
2,2,20,0.0,0.0,0,2,0.0125,1,2,1,0.00071,593.1875,1039
3,2,94,0.0,0.0,0,1,2250.0,1,3,4,0.26786,653.0625,1040
1,1,206,3458560.0,7.152,0,2,0.0125,1,1,1,0.00071,546.7321,1041
1,1,80,5133468.0,9.658,3,1,0.0125,1,1,1,0.0,535.2007,1042
1,1,79,0.0,0.0,0,2,0.0125,1,1,1,0.00071,563.5625,1043
3,2,1098,1051865.0,0.962,2,1,2250.0,1,3,4,0.26786,656.7726,1044
3,2,1896,218650.898,0.14,4,1,2250.0,1,3,4,0.26786,676.5581,1045
3,2,1328,0.0,0.0,0,1,2250.0,1,3,4,0.26786,670.0887,1046
1,1,27,0.0,0.0,0,1,120.0,1,1,4,0.01428,546.3088,1047
8,4,57,0.0,0.0,0,14,51.4643,2,4,3,0.0154,818.8906,1048
8,4,193,64987182.0,270.539,7,14,51.4643,2,4,3,0.0154,806.9018,1049
4,3,145,2079089.0,6.565,0,4,13.1313,1,4,2,0.0037,839.7721,1050
8,4,653,29778840.0,103.311,0,14,80.5054,2,4,4,0.01885,828.892,1051
8,4,66,16949981.0,106.908,3,14,51.4643,2,4,3,0.0154,810.3295,1052
8,4,370,53314238.0,254.375,6,11,5.8295,2,4,1,0.00783,798.3417,1053
8,4,86,0.0,0.0,0,8,0.0672,2,4,1,0.005,839.0179,1054
8,4,225,11620517.0,59.996,7,8,0.0672,2,4,1,0.005,838.3,1055
8,4,81,9450497.0,29.748,4,11,62.7318,2,4,3,0.0146,815.9891,1056
4,3,1108,149162060.8,190.023,7,1,27.0,1,4,3,0.00321,797.07,1057
4,3,108,0.0,0.0,0,2,0.0125,1,4,1,0.00071,843.8438,1058
4,3,42,0.0,0.0,0,1,0.0125,1,4,1,0.0,850.8125,1059
4,3,194,663582.0,2.469,2,4,1.5094,1,4,1,0.00232,819.8393,1060
8,4,38,18657400.0,97.421,0,7,157.4321,2,4,4,0.02302,920.8611,1061
8,4,58,12907800.0,72.809,0,16,108.7148,2,4,4,0.02364,907.6458,1062
4,3,203,16083999.0,67.097,3,2,0.0125,1,4,1,0.00071,923.0938,1063
4,3,49,54542.199,0.422,0,1,18.0,1,4,2,0.00214,887.4375,1064
8,4,44,0.0,0.0,0,8,0.0125,2,4,1,0.00499,856.75,1065
8,4,44,501024.0,7.537,0,8,0.0125,2,4,1,0.00499,849.075,1066
4,3,35,67855358.0,121.951,16,4,27.0094,1,4,3,0.00535,804.0203,1067
4,3,41,2893388.203,17.634,1,1,0.0125,1,4,1,0.0,885.8,1068
8,4,28,75353.203,0.427,0,7,0.0125,2,4,1,0.00428,880.6705,1069
8,4,199,13945270.0,68.813,0,6,3.0104,2,4,1,0.00392,822.7361,1070
4,3,59,7436250.0,60.528,0,3,14.0083,1,4,2,0.00309,830.4875,1071
8,4,29,0.0,0.0,0,7,0.0125,2,4,1,0.00428,815.375,1072
8,4,10,0.0,0.0,0,7,0.0125,2,4,1,0.00428,811.6042,1073
12,5,38,3360180.0,19.31,0,42,51.0995,3,4,3,0.03533,797.5714,1074
12,5,64,1369220.902,9.108,0,42,51.0995,3,4,3,0.03533,788.5208,1075
8,4,56,0.0,0.0,0,7,0.0125,2,4,1,0.00428,886.4,1076
4,3,52,3738780.0,22.251,1,2,25.0063,1,4,3,0.00369,873.0729,1077
8,4,34,2534286.0,15.752,1,10,5.6075,2,4,1,0.00709,854.1458,1078
8,4,104,11658800.0,37.748,4,7,1.725,2,4,1,0.00448,841.1842,1079
8,4,70,132004.0,0.426,0,7,1.725,2,4,1,0.00448,833.2063,1080
8,4,32,0.0,0.0,0,7,0.0125,2,4,1,0.00428,820.7813,1081
12,5,7,6294380.0,53.164,0,25,16.928,3,4,2,0.01913,802.3875,1082
12,5,31,1251040.0,8.678,1,25,16.928,3,4,2,0.01913,795.6563,1083
12,5,11,7611753.0,97.396,1,25,16.928,3,4,2,0.01913,791.4375,1084
8,4,6,6791720.0,102.149,1,7,25.5768,2,4,3,0.00732,784.9464,1085
8,4,62,8128718.0,29.466,0,10,5.6075,2,4,1,0.00709,857.1563,1086
8,4,34,2910741.0,12.476,2,10,5.6075,2,4,1,0.00709,858.8882,1087
4,3,58,0.0,0.0,0,4,0.0125,1,4,1,0.00214,805.6548,1088
4,3,69,21511.1,0.329,0,4,0.0125,1,4,1,0.00214,815.2857,1089
12,5,7,139083.0,5.893,0,39,35.2003,3,4,3,0.03129,810.4375,1090
12,5,38,2333386.0,18.104,1,39,35.2003,3,4,3,0.03129,806.0278,1091
12,5,4,0.0,0.0,0,39,35.2003,3,4,3,0.03129,802.25,1092
12,5,41,30917510.0,231.365,3,39,35.2003,3,4,3,0.03129,798.6429,1093
12,5,5,0.0,0.0,0,39,35.2003,3,4,3,0.03129,798.625,1094
12,5,16,0.0,0.0,0,39,35.2003,3,4,3,0.03129,796.4375,1095
12,5,12,658993.0,29.529,1,39,35.2003,3,4,3,0.03129,789.6875,1096
12,5,32,0.0,0.0,0,39,35.2003,3,4,3,0.03129,790.125,1097
12,5,17,0.0,0.0,0,39,35.2003,3,4,3,0.03129,785.0833,1098
12,5,53,0.0,0.0,0,39,35.2003,3,4,3,0.03129,792.1875,1099
12,5,12,58484132.0,985.485,4,33,26.3988,3,4,3,0.02597,781.1,1100
12,5,13,39591729.0,316.827,1,33,26.3988,3,4,3,0.02597,778.2708,1101
8,4,109,1181757.0,5.175,0,5,0.0125,2,4,1,0.00285,935.5441,1102
4,3,39,0.0,0.0,0,3,0.0125,1,4,1,0.00143,872.5208,1103
4,3,73,0.0,0.0,0,1,0.0125,1,4,1,0.0,861.7292,1104
4,3,258,63430.398,0.198,3,4,0.0125,1,4,1,0.00214,826.3,1105
12,5,73,39477640.0,76.148,3,33,26.3988,3,4,3,0.02597,795.433,1106
4,3,4,1585707.0,12.451,1,3,20.0083,1,4,2,0.00381,805.4286,1107
8,4,48,7522421.203,28.328,3,15,43.81,2,4,3,0.0152,796.9338,1108
8,4,91,5377930.0,11.373,0,15,43.81,2,4,3,0.0152,788.1667,1109
8,4,15,66186885.0,181.995,6,21,13.972,2,4,2,0.01593,778.865,1110
8,4,33,28793972.0,63.1,6,16,101.3992,2,4,4,0.02277,768.226,1111
8,4,96,11019467.6,21.213,8,9,30.0639,2,4,3,0.00928,756.4766,1112
4,3,104,62198361.24,132.016,9,2,1.0063,1,4,1,0.00083,748.4545,1113
4,3,61,8421040.0,31.659,2,3,20.0083,1,4,2,0.00381,795.275,1114
8,4,191,29640316.0,78.241,4,10,43.3525,2,4,3,0.01158,786.3,1115
4,3,264,136459896.0,197.969,5,3,0.0125,1,4,1,0.00143,772.122,1116
8,4,63,33938130.0,71.911,3,16,101.3992,2,4,4,0.02277,761.78,1117
8,4,30,53314660.0,124.281,3,9,30.0639,2,4,3,0.00928,748.26,1118
4,3,408,15227808.0,37.724,0,2,0.0125,1,4,1,0.00071,873.2344,1119
4,3,171,31454270.0,49.908,6,3,58.8667,1,4,3,0.00843,780.0032,1120
8,4,8,82964857.0,273.156,12,13,9.3529,2,4,2,0.00967,768.4213,1121
12,5,84,58209170.0,114.833,1,68,61.0864,3,4,3,0.05506,764.9063,1122
8,4,41,129418471.0,219.75,5,8,11.0703,2,4,2,0.00631,750.0375,1123
4,3,294,6230595.301,4.581,6,1,0.0125,1,4,1,0.0,979.0662,1124
8,4,35,0.0,0.0,0,8,0.5734,2,4,1,0.00506,797.9583,1125
12,5,106,48599380.0,106.923,3,68,61.0864,3,4,3,0.05506,767.8831,1126
12,5,0,43693976.7,139.808,11,68,61.0864,3,4,3,0.05506,756.2895,1127
8,4,12,1385470.0,4.807,0,8,0.5734,2,4,1,0.00506,812.9783,1128
12,5,258,14639360.0,52.828,1,31,201.9419,3,4,4,0.04544,785.6333,1129
8,4,107,100857720.2,223.066,4,8,8.1344,2,4,2,0.00596,781.2833,1130
4,3,151,125521536.0,231.478,8,1,0.0125,1,4,1,0.0,762.2214,1131
16,5,298,5276993.0,3.804,2,403,127.6202,4,4,4,0.30192,795.1081,1132
16,5,157,0.0,0.0,0,403,127.6202,4,4,4,0.30192,769.5519,1133
16,5,173,8296595.0,7.649,7,403,127.6202,4,4,4,0.30192,840.7729,1134
16,5,279,0.0,0.0,0,403,127.6202,4,4,4,0.30192,790.6892,1135
16,5,142,4067870.0,3.819,0,403,127.6202,4,4,4,0.30192,834.0858,1136
4,3,972,0.0,0.0,0,2,22.5063,1,4,3,0.00339,1116.4469,1137
4,3,46,0.0,0.0,0,2,15.0063,1,4,2,0.0025,1094.4732,1138
4,3,118,32178000.0,173.985,0,4,0.0125,1,4,1,0.00214,848.2,1139
8,4,187,2455600.0,4.724,1,14,126.5732,2,4,4,0.02434,932.9395,1140
4,3,28,778748.0,5.366,0,4,0.0125,1,4,1,0.00214,875.6389,1141
4,3,85,198834.0,0.913,0,1,0.0125,1,4,1,0.0,842.2639,1142
4,3,67,495266.0,4.05,1,3,0.0125,1,4,1,0.00143,834.2188,1143
8,4,278,11344619.0,11.894,5,14,126.5732,2,4,4,0.02434,967.4513,1144
4,3,128,226526.0,0.83,0,1,0.0125,1,4,1,0.0,871.9412,1145
4,3,192,20166200.0,52.518,0,2,0.0125,1,4,1,0.00071,854.975,1146
4,3,55,479072.0,1.087,0,2,0.0125,1,4,1,0.00071,909.0403,1147
4,3,132,1371327.0,5.171,4,1,0.0125,1,4,1,0.0,906.1471,1148
4,3,45,1664831.602,11.697,1,2,0.0125,1,4,1,0.00071,889.375,1149
4,3,36,1450606.0,6.543,0,4,0.0125,1,4,1,0.00214,909.3214,1150
4,3,37,0.0,0.0,0,2,15.0063,1,4,2,0.0025,1060.9632,1151
4,3,2072,0.0,0.0,0,2,22.5063,1,4,3,0.00339,1135.0843,1152
4,3,1074,0.0,0.0,0,3,0.0125,1,4,1,0.00143,1090.0852,1153
4,3,228,0.0,0.0,0,3,20.6708,1,4,2,0.00389,1106.4952,1154
4,3,1131,6342505.102,2.814,2,1,250.0,1,4,4,0.02976,1061.2905,1155
8,4,220,13909385.0,42.568,2,5,62.4075,2,4,3,0.01028,805.4196,1156
4,3,52,0.0,0.0,0,2,0.0125,1,4,1,0.00071,834.025,1157
8,4,222,0.0,0.0,0,6,3.0104,2,4,1,0.00392,827.2054,1158
4,3,140,10345361.0,12.064,10,1,0.0125,1,4,1,0.0,895.6611,1159
8,4,116,4315600.0,2.758,0,8,0.5734,2,4,1,0.00506,873.3624,1160
4,3,74,3343962.5,6.786,3,1,250.0,1,4,4,0.02976,947.6,1161
4,3,57,550360.0,5.987,0,1,0.0125,1,4,1,0.0,866.4167,1162
4,3,74,0.0,0.0,0,1,0.0125,1,4,1,0.0,861.8393,1163
4,3,25,641589.102,3.93,6,3,7.4708,1,4,2,0.00231,857.2375,1164
4,3,40,0.0,0.0,0,1,0.0125,1,4,1,0.0,850.4583,1165
8,4,22,0.0,0.0,0,9,91.5653,2,4,4,0.01661,1018.6625,1166
8,4,126,44048.0,0.188,1,9,91.5653,2,4,4,0.01661,985.1667,1167
4,3,55,0.0,0.0,3,1,0.0125,1,4,1,0.0,825.5104,1168
4,3,108,18248618.0,62.452,6,1,0.0125,1,4,1,0.0,824.5588,1169
8,4,11,0.0,0.0,0,13,581.0077,2,4,4,0.07773,794.5625,1170
12,5,13,78649648.8,356.154,0,42,51.0995,3,4,3,0.03533,790.6406,1171
8,4,78,5321880.0,36.166,0,7,0.0125,2,4,1,0.00428,825.0313,1172
8,4,105,52122635.0,112.685,3,5,0.0125,2,4,1,0.00285,826.7629,1173
8,4,149,18027600.0,77.323,0,6,3.0104,2,4,1,0.00392,824.5147,1174
4,3,55,1703328.0,9.982,0,1,0.0125,1,4,1,0.0,919.75,1175
4,3,46,0.0,0.0,0,2,0.0125,1,4,1,0.00071,913.6875,1176
4,3,430,9544343.0,27.232,2,3,0.0125,1,4,1,0.00143,829.9076,1177
8,4,223,7765640.0,9.802,2,5,0.0125,2,4,1,0.00285,850.0975,1178
4,3,240,43827610.0,73.213,0,1,0.0125,1,4,1,0.0,821.7664,1179
8,4,53,1190370.0,7.104,0,9,13.3444,2,4,2,0.00729,946.0521,1180
8,4,94,2076690.0,14.38,0,9,13.3444,2,4,2,0.00729,967.625,1181
4,3,22,0.0,0.0,0,1,0.0125,1,4,1,0.0,958.0625,1182
8,4,9,14432774.0,19.452,5,14,126.5732,2,4,4,0.02434,954.5452,1183
5,2,325,0.0,0.0,0,17,186.414,2,1,4,0.0336,541.9342,1184
1,1,228,0.0,0.0,3,1,1000.0,1,1,4,0.11905,495.1341,1185
1,1,140,568065.0,1.437,0,3,0.0125,1,1,1,0.00143,550.5521,1186
9,2,60,1663020.0,7.456,0,47,143.1117,3,1,4,0.04985,535.15,1187
5,2,76,637734.0,2.213,4,21,38.506,2,1,3,0.01885,523.5,1188
1,1,54,6197161.0,12.13,1,4,13.5094,1,1,2,0.00375,480.9052,1189
5,2,34,8409280.0,26.213,0,9,23.5083,2,1,3,0.0085,479.4625,1190
5,2,25,77477.299,0.408,1,8,131.3797,2,1,4,0.02063,475.3,1191
5,2,79,4360770.699,19.485,4,8,131.3797,2,1,4,0.02063,474.7083,1192
5,2,155,4436603.0,10.855,3,12,43.3417,2,1,3,0.013,473.2102,1193
5,2,26,7529543.0,30.946,1,21,38.506,2,1,3,0.01885,519.8906,1194
5,2,75,14247666.0,43.548,0,21,38.506,2,1,3,0.01885,510.7375,1195
1,1,33,16732572.1,47.741,1,3,62.0083,1,1,3,0.00881,474.6576,1196
9,2,38,6856922.0,35.789,2,66,279.4617,3,1,4,0.07963,545.1083,1197
9,2,72,26615223.1,104.471,13,66,279.4617,3,1,4,0.07963,548.6964,1198
1,1,27,20270533.4,102.017,1,4,14.2563,1,1,2,0.00384,472.3839,1199
1,1,37,13289650.3,64.859,2,4,14.2563,1,1,2,0.00384,472.1979,1200
1,1,43,21654030.0,117.679,2,4,14.2563,1,1,2,0.00384,472.6058,1201
13,3,122,13741730.4,59.352,0,82,673.2265,4,1,4,0.13792,474.2321,1202
13,3,33,4513428.63,21.709,7,82,673.2265,4,1,4,0.13792,474.8462,1203
13,3,24,2818130.0,19.047,1,82,673.2265,4,1,4,0.13792,477.0938,1204
13,3,24,1246150.0,8.092,0,82,673.2265,4,1,4,0.13792,477.8125,1205
13,3,10,489287.0,3.148,0,82,673.2265,4,1,4,0.13792,477.8295,1206
5,2,39,0.0,0.0,0,8,31.0063,2,1,3,0.00868,472.9583,1207
5,2,5,13154600.0,89.619,1,8,31.0063,2,1,3,0.00868,473.05,1208
1,1,107,19800692.6,24.996,6,3,53.3375,1,1,3,0.00777,476.7143,1209
5,2,81,17454808.0,34.583,5,5,32.01,2,1,3,0.00666,475.4449,1210
9,2,190,0.0,0.0,0,53,84.142,3,1,4,0.04711,521.0688,1211
9,2,89,0.0,0.0,0,35,78.5068,3,1,4,0.0336,514.9327,1212
9,2,90,665169.0,2.889,6,47,143.1117,3,1,4,0.04985,531.125,1213
9,2,45,1904480.0,10.306,0,66,279.4617,3,1,4,0.07963,538.8839,1214
5,2,77,7311887.0,35.204,7,11,10.5557,2,1,2,0.00839,527.4063,1215
9,2,105,3366120.0,12.524,1,55,189.9434,3,1,4,0.06113,494.1518,1216
5,2,68,2959425.35,12.572,3,11,10.5557,2,1,2,0.00839,530.8047,1217
5,2,631,0.0,0.0,0,9,23.5083,2,1,3,0.0085,482.826,1218
5,2,103,10009000.0,12.042,0,7,50.2911,2,1,3,0.01027,479.4632,1219
5,2,0,0.0,0.0,0,12,43.3417,2,1,3,0.013,474.0,1220
5,2,56,0.0,0.0,0,7,140.5786,2,1,4,0.02101,483.1905,1221
1,1,35,0.0,0.0,0,2,0.0813,1,1,1,0.00072,483.75,1222
9,2,61,8580062.0,30.376,2,55,189.9434,3,1,4,0.06113,502.5688,1223
1,1,145,1405700.0,4.719,2,2,0.0125,1,1,1,0.00071,475.8625,1224
5,2,83,1337870.0,3.045,3,16,91.8156,2,1,4,0.02163,475.7917,1225
1,1,44,10626498.3,19.078,1,4,42.5031,1,1,3,0.0072,485.2,1226
5,2,7,29982881.6,150.921,5,7,34.8661,2,1,3,0.00843,487.1042,1227
5,2,73,6080172.5,39.078,0,5,21.365,2,1,2,0.0054,528.4028,1228
5,2,14,7792060.0,84.08,0,5,21.365,2,1,2,0.0054,538.5357,1229
5,2,14,0.0,0.0,0,5,21.365,2,1,2,0.0054,533.0,1230
9,2,6,7192270.0,16.003,0,66,279.4617,3,1,4,0.07963,550.35,1231
9,2,76,0.0,0.0,0,35,78.5068,3,1,4,0.0336,510.0333,1232
9,2,23,0.0,0.0,0,35,78.5068,3,1,4,0.0336,516.0417,1233
9,2,28,0.0,0.0,0,31,74.0222,3,1,4,0.03021,510.475,1234
9,2,88,0.0,0.0,0,48,141.432,3,1,4,0.05036,544.3542,1235
1,1,32,0.0,0.0,0,2,36.0,1,1,3,0.005,541.875,1236
5,2,37,0.0,0.0,0,6,83.6708,2,1,4,0.01353,517.0677,1237
5,2,22,3052820.0,31.29,0,21,38.506,2,1,3,0.01885,511.7031,1238
9,2,70,75404.398,1.162,2,66,279.4617,3,1,4,0.07963,547.375,1239
9,2,56,2215708.0,12.723,8,66,279.4617,3,1,4,0.07963,539.2292,1240
5,2,28,5464640.0,42.358,0,5,21.365,2,1,2,0.0054,532.45,1241
5,2,35,0.0,0.0,0,5,21.365,2,1,2,0.0054,527.25,1242
5,2,3,0.0,0.0,0,5,21.365,2,1,2,0.0054,525.2813,1243
5,2,56,1110710.0,3.567,0,6,83.6708,2,1,4,0.01353,524.6016,1244
5,2,318,0.0,0.0,0,17,186.414,2,1,4,0.0336,533.0403,1245
5,2,159,0.0,0.0,0,6,83.6708,2,1,4,0.01353,531.6635,1246
5,2,278,75540419.4,49.995,5,21,38.506,2,1,3,0.01885,512.5449,1247
1,1,1123,0.0,0.0,0,1,0.0125,1,1,1,0.0,496.5474,1248
1,1,694,4938510.0,17.332,0,1,0.0125,1,1,1,0.0,485.381,1249
5,2,126,0.0,0.0,0,5,18.6075,2,1,2,0.00507,474.2935,1250
1,1,264,10361800.0,10.189,0,1,600.0,1,1,4,0.07143,477.1926,1251
1,1,798,4220520.0,14.586,0,1,0.0125,1,1,1,0.0,492.7721,1252
5,2,66,311185.0,2.336,2,6,83.6708,2,1,4,0.01353,526.4844,1253
5,2,129,0.0,0.0,0,6,83.6708,2,1,4,0.01353,523.4861,1254
13,3,64,11486600.0,27.547,0,89,209.5,4,1,4,0.08771,477.2824,1255
1,1,91,0.0,0.0,0,1,0.0125,1,1,1,0.0,485.0682,1256
5,2,80,0.0,0.0,0,17,186.414,2,1,4,0.0336,528.125,1257
5,2,173,3944695.5,4.197,4,8,182.7516,2,1,4,0.02675,554.8168,1258
1,1,3,6943656.0,76.109,0,1,90.0,1,1,4,0.01071,494.625,1259
5,2,538,160218.0,0.124,0,17,199.4728,2,1,4,0.03516,487.4594,1260
5,2,41,18276750.0,49.657,0,12,96.8802,2,1,4,0.01938,491.837,1261
1,1,1639,7251507.0,9.841,2,2,55.5,1,1,3,0.00732,494.6198,1262
1,1,41,0.0,0.0,0,2,55.5,1,1,3,0.00732,492.4375,1263
8,4,161,2949816.0,13.279,0,18,93.0611,2,4,4,0.0232,912.0625,1264
8,4,35,1002680.0,5.364,0,18,93.0611,2,4,4,0.0232,894.625,1265
8,4,121,4269997.0,19.067,3,18,93.0611,2,4,4,0.0232,955.0521,1266
8,4,48,3728060.0,7.073,0,9,49.7833,2,4,3,0.01163,759.3924,1267
8,4,0,0.0,0.0,0,9,49.7833,2,4,3,0.01163,741.4792,1268
8,4,110,4297895.9,26.23,6,17,88.3971,2,4,4,0.02193,739.2917,1269
11,4,64,2489420.0,16.791,0,46,43.3593,3,3,3,0.03726,703.8611,1270
11,4,147,1270460.0,8.87,0,46,43.3593,3,3,3,0.03726,693.9231,1271
11,4,60,0.0,0.0,0,46,43.3593,3,3,3,0.03726,687.3125,1272
11,4,63,366287.0,2.137,0,46,43.3593,3,3,3,0.03726,678.7955,1273
3,2,241,4541945.0,28.63,3,1,3.0,1,3,1,0.00036,680.6667,1274
3,2,123,12809670.0,27.909,0,2,60.0063,1,3,3,0.00786,662.2328,1275
2,2,106,13232290.0,67.134,4,1,0.0125,1,2,1,0.0,618.0114,1276
2,2,67,1803128.0,4.335,6,3,1.0083,1,2,1,0.00155,624.4167,1277
6,3,172,2949560.0,11.587,2,6,35.3396,2,2,3,0.00777,619.7171,1278
2,2,292,29964794.0,68.262,1,1,0.0125,1,2,1,0.0,616.351,1279
2,2,30,15946402.3,208.457,1,2,25.0063,1,2,3,0.00369,614.7,1280
10,3,124,0.0,0.0,0,30,16.4654,3,2,2,0.02264,609.5,1281
16,5,200,7474989.0,24.592,2,94,104.7676,4,4,4,0.0788,991.1131,1282
12,5,205,503695.0,1.887,0,65,82.0691,3,4,4,0.05542,971.5461,1283
12,5,86,0.0,0.0,0,65,82.0691,3,4,4,0.05542,951.1719,1284
12,5,351,358561.0,1.407,0,65,82.0691,3,4,4,0.05542,934.3365,1285
12,5,119,1094057.0,2.88,0,65,82.0691,3,4,4,0.05542,902.0625,1286
7,3,182,5736960.0,18.394,3,21,8.3226,2,3,2,0.01525,720.2784,1287
11,4,163,12846190.0,53.091,0,43,128.1128,3,3,4,0.04521,703.0461,1288
11,4,729,43541583.0,90.449,6,43,128.1128,3,3,4,0.04521,677.0167,1289
11,4,100,7379650.0,30.557,0,31,89.9738,3,3,4,0.03211,672.375,1290
11,4,182,8882810.0,39.115,0,31,89.9738,3,3,4,0.03211,662.0,1291
11,4,97,12050772.0,47.098,6,31,89.9738,3,3,4,0.03211,653.3594,1292
11,4,117,33284810.0,61.747,7,42,91.7307,3,3,4,0.04016,648.35,1293
7,3,215,4949595.699,12.485,5,21,87.0077,2,3,4,0.02462,639.81,1294
6,3,68,2106530.0,5.731,5,21,87.0077,2,2,4,0.02462,634.8182,1295
6,3,183,5086162.797,13.502,3,7,0.0125,2,2,1,0.00428,627.9716,1296
6,3,16,3563948.0,19.255,2,7,0.0125,2,2,1,0.00428,620.7768,1297
10,3,69,23949588.0,120.713,1,53,129.479,3,2,4,0.0525,615.9306,1298
10,3,91,582471.0,1.795,2,30,16.4654,3,2,2,0.02264,610.0341,1299
16,5,111,1503466.203,3.617,4,94,104.7676,4,4,4,0.0788,1047.4954,1300
16,5,92,699637.0,2.527,0,94,104.7676,4,4,4,0.0788,1024.5357,1301
16,5,78,3463290.0,13.082,0,75,111.5105,4,4,4,0.06606,1003.8529,1302
2,2,58,3170498.0,16.677,5,1,320.0,1,2,4,0.03809,629.1442,1303
6,3,155,4175954.0,11.756,8,17,43.5354,2,2,3,0.01659,628.1313,1304
6,3,204,0.0,0.0,0,17,43.5354,2,2,3,0.01659,623.3214,1305
2,2,77,2279447.0,6.028,4,1,162.0,1,2,4,0.01928,620.965,1306
6,3,46,1694573.0,12.764,3,7,51.2179,2,2,3,0.01038,612.2143,1307
12,5,358,254186.0,0.895,0,25,227.007,3,4,4,0.04414,1053.8403,1308
12,5,71,0.0,0.0,0,25,227.007,3,4,4,0.04414,1009.9327,1309
