Grupo,Cat_Ench,Cat_Precip,Frecuencia,Volumen,Precipitac,Ingreso,Rezago,Población,Capacidad,Densidad,Conectivid,Severida50,Severida90,Severida75,id
8,2,4,8,1.13594,1037.9059,0.47,3,8879,15186584.0,10.88633,4.0,0.00513,0.00124,0.0027,486
7,2,3,11,6.57045,638.8375,0.66,3,2220,46779803.0,375.04006,7.0,0.00791,0.00283,0.00474,487
4,1,4,1,14.0,1061.63158,0.53,3,8958,2900280.0,2.32548,2.0,0.00167,0.003,0.0025,488
10,3,2,22,11.27545,624.8625,0.0,0,9,9448555.0,32.77496,3.0,0.01632,0.00541,0.0095,489
14,4,2,86,13.76148,615.57143,0.71,3,4849,180146111.0,799.81641,3.0,0.06226,0.01507,0.03277,490
14,4,2,86,13.76148,608.22917,0.68,3,1959,39213862.0,355.37024,,0.06226,0.01507,0.03277,491
8,2,4,5,0.0125,1036.38954,0.69,3,8015,,,,0.00285,0.00057,0.00143,492
14,4,2,460,50.22519,601.23333,0.67,3,3341,41114927.0,228.79853,8.0,0.33337,0.07624,0.17266,493
8,2,4,13,40.53365,1029.81579,0.73,3,4216,,,,0.01338,0.01039,0.01152,494
14,4,2,460,50.22519,583.17647,0.66,3,5135,5016071.0,17.10158,4.0,0.33337,0.07624,0.17266,495
13,4,1,460,50.22519,562.04412,0.64,3,3741,10758102.1,38.88885,9.0,0.33337,0.07624,0.17266,496
8,2,4,11,190.91932,1020.78125,0.64,3,3172,2399650.0,21.57362,2.0,0.02986,0.04234,0.03766,497
11,3,3,28,8.55134,651.73864,0.38,3,2126,15293077.0,110.97265,,0.02027,0.00568,0.01115,498
11,3,3,28,8.55134,647.45312,0.66,3,3101,1896660.0,10.35066,,0.02027,0.00568,0.01115,499
8,2,4,7,206.7875,1018.9143,0.97,3,5681,66924130.0,21.09039,9.0,0.0289,0.04516,0.03906,500
10,3,2,31,38.95202,635.28788,0.0,0,0,42033809.3,87.45108,8.0,0.02603,0.01262,0.01765,501
8,2,4,7,0.0125,1026.59394,0.63,3,8672,12947021.3,5.10724,10.0,0.00428,0.00086,0.00214,502
10,3,2,31,38.95202,625.4375,0.75,3,1661,,,,0.02603,0.01262,0.01765,503
8,2,4,8,1.13594,1055.60938,0.54,3,554,1209470.0,12.29876,1.0,0.00513,0.00124,0.0027,504
14,4,2,270,27.81167,618.73611,0.81,3,1642,73433200.0,628.68942,,0.19518,0.04433,0.1009,505
4,1,4,2,34.5,992.12712,0.7,3,4411,9543740.0,9.84837,9.0,0.00482,0.00753,0.00652,506
14,4,2,86,13.76148,610.84722,0.68,3,1852,87650098.4,723.81478,,0.06226,0.01507,0.03277,507
14,4,2,86,13.76148,598.79167,0.7,3,3670,211187575.0,869.00974,5.0,0.06226,0.01507,0.03277,508
14,4,2,460,50.22519,594.79167,0.64,3,5076,16775380.0,78.04113,6.0,0.33337,0.07624,0.17266,509
4,1,4,3,0.0125,1093.86715,0.55,3,12818,1292830.0,0.39082,1.0,0.00143,0.00029,0.00071,510
14,4,2,460,50.22519,587.13542,0.69,3,4651,4773494.0,23.92502,5.0,0.33337,0.07624,0.17266,511
14,4,2,460,50.22519,573.71667,0.69,3,2650,3099467.0,15.38323,7.0,0.33337,0.07624,0.17266,512
3,1,3,4,0.0125,669.24038,0.51,3,4312,,,,0.00214,0.00043,0.00107,513
13,4,1,460,50.22519,567.44231,0.65,3,3922,2279120.0,10.17578,,0.33337,0.07624,0.17266,514
3,1,3,2,0.0125,670.53947,0.54,3,5407,,,,0.00071,0.00014,0.00036,515
11,3,3,28,8.55134,655.15385,0.42,3,668,,,4.0,0.02027,0.00568,0.01115,516
7,2,3,16,154.69141,667.81419,0.56,3,10216,9065840.0,16.34851,5.0,0.02911,0.03529,0.03297,517
11,3,3,28,8.55134,649.52778,0.58,3,2362,,,,0.02027,0.00568,0.01115,518
11,3,3,45,30.38639,642.38158,0.0,3,30,35010127.3,118.25156,2.0,0.035,0.01279,0.02112,519
11,3,3,35,332.1825,665.67308,0.55,3,4627,,,2.0,0.0638,0.07603,0.07144,520
10,3,2,31,38.95202,636.22222,0.73,3,2119,,,,0.02603,0.01262,0.01765,521
11,3,3,59,208.64258,666.07258,0.55,3,5161,,,,0.06621,0.05298,0.05794,522
14,4,2,270,27.81167,627.525,0.84,3,1047,,,4.0,0.19518,0.04433,0.1009,523
11,3,3,35,332.1825,663.64773,0.56,3,4752,381705.0,1.95049,,0.0638,0.07603,0.07144,524
14,4,2,270,27.81167,630.625,0.8,3,1156,32610.8007,0.53227,2.0,0.19518,0.04433,0.1009,525
11,3,3,35,332.1825,661.5625,0.53,3,4730,149706.398,0.65329,,0.0638,0.07603,0.07144,526
2,1,2,2,93.0,623.8125,0.76,3,1826,89214164.0,1254.03185,1.0,0.01178,0.02007,0.01696,527
11,3,3,35,332.1825,661.6625,0.0,0,12546,2811764.0,5.46385,1.0,0.0638,0.07603,0.07144,528
14,4,2,270,27.81167,618.1,0.86,3,758,,,,0.19518,0.04433,0.1009,529
14,4,2,270,27.81167,612.33333,0.81,3,1271,515150.0,5.84004,1.0,0.19518,0.04433,0.1009,530
15,4,3,146,250.50086,656.5,0.62,3,4629,2680997.29,11.79731,2.0,0.13324,0.07436,0.09644,531
14,4,2,270,27.81167,605.97222,0.83,3,2008,382900.0,2.86471,4.0,0.19518,0.04433,0.1009,532
15,4,3,146,250.50086,653.94231,0.62,3,4675,2621621.0,13.95185,5.0,0.13324,0.07436,0.09644,533
14,4,2,460,50.22519,581.84167,0.68,3,4440,48875776.6,196.09442,9.0,0.33337,0.07624,0.17266,534
15,4,3,146,250.50086,653.80263,0.61,3,5587,,,,0.13324,0.07436,0.09644,535
5,2,1,19,57.55197,570.27083,0.59,3,178,17836287.9,64.37931,11.0,0.01969,0.0149,0.01669,536
7,2,3,16,12.63438,652.45312,0.54,3,6504,2563110.0,11.04562,,0.0122,0.00484,0.0076,537
5,2,1,8,6.50938,506.32692,0.64,3,3609,,,,0.00577,0.00239,0.00366,538
15,4,3,146,250.50086,651.375,0.65,3,3090,,,,0.13324,0.07436,0.09644,539
9,3,1,32,397.33945,498.5,0.59,3,4249,3947030.0,22.80062,1.0,0.06941,0.08956,0.08201,540
3,1,3,3,48.00417,646.425,0.5,3,7579,3730640.0,14.20714,,0.00714,0.01057,0.00928,541
1,1,1,1,24.0,486.32812,0.61,3,4361,57995892.0,52.67284,,0.00286,0.00514,0.00428,542
3,1,3,2,0.0125,641.05833,0.5,3,5381,1730170.0,8.37206,,0.00071,0.00014,0.00036,543
9,3,1,61,48.83258,485.02885,0.61,3,5647,,,5.0,0.04861,0.01902,0.03012,544
6,2,2,11,32.05341,636.65278,0.54,3,4360,55329440.0,280.86089,3.0,0.01095,0.00829,0.00929,545
5,2,1,14,0.475,507.04688,0.63,3,3165,5308677.0,32.22179,2.0,0.00933,0.00195,0.00472,546
15,4,3,75,380.64833,643.17188,0.78,3,3229,65249893.7,400.91483,6.0,0.0981,0.09212,0.09436,547
5,2,1,12,26.00833,487.43182,0.56,3,4831,14894673.0,77.2387,,0.01094,0.00714,0.00857,548
15,4,3,75,380.64833,640.01786,0.79,3,2726,1261420.0,14.51609,1.0,0.0981,0.09212,0.09436,549
5,2,1,19,71.61184,509.89706,0.62,3,5927,4771376.8,22.05221,1.0,0.02136,0.01791,0.01921,550
14,4,2,75,380.64833,638.125,0.8,3,2801,1411980.0,16.27427,,0.0981,0.09212,0.09436,551
9,3,1,28,30.11473,496.33553,0.61,3,8197,191374503.0,567.03722,9.0,0.02284,0.0103,0.015,552
14,4,2,75,380.64833,633.375,0.8,3,2255,695934.0,5.94088,1.0,0.0981,0.09212,0.09436,553
11,3,3,53,8.83514,657.1,0.59,3,2642,13622530.0,60.47352,,0.03814,0.00931,0.02012,554
6,2,2,12,46.75625,632.64773,0.72,3,3901,2008740.0,14.68574,,0.01341,0.01159,0.01227,555
11,3,3,53,8.83514,651.25,0.7,3,1558,537720.0,5.98726,,0.03814,0.00931,0.02012,556
6,2,2,11,32.05341,631.14583,0.62,3,1721,7669570.0,63.55796,,0.01095,0.00829,0.00929,557
11,3,3,45,30.38639,644.66667,0.76,3,1525,10503400.0,113.47294,,0.035,0.01279,0.02112,558
6,2,2,11,32.05341,629.79762,0.5,3,6347,78018704.0,252.92157,,0.01095,0.00829,0.00929,559
14,4,2,270,27.81167,631.125,0.86,3,207,1552270.41,12.45693,,0.19518,0.04433,0.1009,560
6,2,2,6,52.00833,620.0,0.43,3,5142,,,,0.00976,0.01186,0.01107,561
2,1,2,2,93.0,625.84722,0.76,3,3112,83720961.0,750.69313,1.0,0.01178,0.02007,0.01696,562
11,3,3,29,14.44741,649.71196,0.76,3,10011,7239770.0,17.9602,3.0,0.02169,0.00709,0.01256,563
2,1,2,2,93.0,617.875,0.76,3,1125,4137749.0,98.67119,,0.01178,0.02007,0.01696,564
3,1,3,4,33.75937,646.1087,0.66,3,3074,2231100.0,5.91474,3.0,0.00616,0.00766,0.0071,565
14,4,2,270,27.81167,614.6875,0.85,3,986,647214.0,9.03834,,0.19518,0.04433,0.1009,566
3,1,3,3,12.00833,641.35,0.57,3,6268,65857940.0,202.45212,,0.00285,0.00286,0.00286,567
14,4,2,270,27.81167,611.5,0.87,3,529,812911.0,15.738,,0.19518,0.04433,0.1009,568
6,2,2,10,473.60125,634.64394,0.91,3,5660,60169010.0,111.78309,6.0,0.0628,0.10277,0.08778,569
14,4,2,270,27.81167,605.53125,0.82,3,1040,1170360.0,16.31413,,0.19518,0.04433,0.1009,570
6,2,2,18,43.84097,635.96711,0.64,3,5642,49066808.6,185.36663,3.0,0.01734,0.01182,0.01389,571
14,4,2,270,27.81167,598.90625,0.79,3,1164,2147160.0,30.36233,,0.19518,0.04433,0.1009,572
6,2,2,12,7.25938,620.62069,0.6,3,4853,26342209.0,49.95702,8.0,0.00871,0.00312,0.00522,573
14,4,2,270,27.81167,593.16667,0.79,3,825,47453500.0,732.02992,2.0,0.19518,0.04433,0.1009,574
11,3,3,29,14.44741,645.04688,0.64,3,3836,18111140.0,83.89156,,0.02169,0.00709,0.01256,575
10,3,2,27,65.26389,582.40278,0.7,3,2046,13507110.0,88.44378,,0.02631,0.01769,0.02092,576
15,4,3,100,187.26438,640.58929,0.66,3,4353,10986090.0,45.10286,,0.09291,0.05425,0.06874,577
13,4,1,268,107.28703,556.29167,0.71,3,3068,9942481.5,57.65374,1.0,0.20321,0.06108,0.11438,578
14,4,2,100,187.26438,635.41964,0.6,2,4552,118965240.0,524.51357,,0.09291,0.05425,0.06874,579
13,4,1,268,107.28703,549.42188,0.72,3,2938,896514.89,5.13179,,0.20321,0.06108,0.11438,580
14,4,2,100,187.26438,631.35714,0.64,3,4112,33343650.0,155.28651,,0.09291,0.05425,0.06874,581
5,2,1,19,71.61184,517.70625,0.61,3,3615,309378.0,0.95396,4.0,0.02136,0.01791,0.01921,582
6,2,2,9,105.33889,635.01471,0.65,3,5381,14824564.9,58.14465,12.0,0.01825,0.02371,0.02166,583
11,3,3,27,6.49028,659.51786,0.79,3,2441,17398540.0,89.5193,3.0,0.01932,0.0051,0.01043,584
11,3,3,27,6.49028,653.78125,0.7,3,3108,14475170.0,91.61689,1.0,0.01932,0.0051,0.01043,585
2,1,2,4,75.00938,627.36111,0.81,3,2873,13555500.0,128.22933,,0.01107,0.0165,0.01446,586
11,3,3,45,30.38639,643.42969,0.77,3,2009,17902590.0,82.05825,5.0,0.035,0.01279,0.02112,587
2,1,2,4,75.00938,624.0,0.72,3,2357,86328620.0,593.50661,4.0,0.01107,0.0165,0.01446,588
14,4,2,270,27.81167,632.36364,0.81,3,2442,124540070.0,794.15066,1.0,0.19518,0.04433,0.1009,589
6,2,2,5,5.035,622.3125,0.86,3,860,85195595.0,340.71817,,0.00345,0.00165,0.00232,590
14,4,2,270,27.81167,622.09375,0.85,3,1265,525659.0,6.64307,4.0,0.19518,0.04433,0.1009,591
14,4,2,270,27.81167,617.58333,0.83,3,793,,,,0.19518,0.04433,0.1009,592
2,1,2,2,0.0125,615.5,0.69,3,2910,5141120.0,23.83496,,0.00071,0.00014,0.00036,593
14,4,2,270,27.81167,611.20312,0.87,3,1368,2011382.0,16.78275,,0.19518,0.04433,0.1009,594
2,1,2,2,0.0125,614.29167,0.65,3,3660,,,,0.00071,0.00014,0.00036,595
14,4,2,270,27.81167,602.98438,0.8,3,1798,9046321.1,58.73868,1.0,0.19518,0.04433,0.1009,596
10,3,2,40,94.30688,604.825,0.73,3,3010,4784981.9,19.99897,3.0,0.03904,0.02577,0.03075,597
14,4,2,270,27.81167,601.4375,0.86,3,356,895624.0,19.07137,,0.19518,0.04433,0.1009,598
6,2,2,14,98.86696,601.98958,0.68,3,4622,,,,0.02104,0.02304,0.02229,599
14,4,2,270,27.81167,594.40625,0.77,3,1422,26511560.0,325.9072,,0.19518,0.04433,0.1009,600
10,3,2,40,94.30688,604.45833,0.78,3,1676,6112937.0,31.46035,1.0,0.03904,0.02577,0.03075,601
14,4,2,270,27.81167,595.2,0.82,3,1274,2426957.0,26.7312,,0.19518,0.04433,0.1009,602
2,1,2,1,96.0,606.375,0.8,3,789,,,,0.01143,0.02057,0.01714,603
10,3,2,50,5.07225,587.08333,0.73,3,448,100884900.0,1115.58957,,0.03555,0.00807,0.01838,604
2,1,2,1,96.0,605.375,0.82,3,841,3062006.1,59.61072,,0.01143,0.02057,0.01714,605
10,3,2,50,5.07225,585.61806,0.71,3,2089,168945772.0,833.15976,9.0,0.03555,0.00807,0.01838,606
10,3,2,40,94.30688,602.54167,0.82,3,2630,520297.201,2.44013,2.0,0.03904,0.02577,0.03075,607
10,3,2,50,5.07225,580.625,0.69,3,2725,17864420.0,140.32111,2.0,0.03555,0.00807,0.01838,608
2,1,2,4,4.50625,591.68333,0.55,3,5898,792549.0,3.94312,,0.00267,0.00139,0.00187,609
10,3,2,50,5.07225,577.70833,0.67,3,2468,90427181.7,601.14475,3.0,0.03555,0.00807,0.01838,610
2,1,2,4,4.50625,586.46667,0.53,3,5526,3560846.6,15.98243,3.0,0.00267,0.00139,0.00187,611
10,3,2,50,5.07225,577.45455,0.68,3,2386,3444405.0,25.10173,1.0,0.03555,0.00807,0.01838,612
14,4,2,133,271.24581,572.52976,0.53,3,7928,6265860.0,18.97361,6.0,0.12644,0.07695,0.09551,613
13,4,1,268,107.28703,561.78409,0.71,3,2873,4197423.0,24.14205,,0.20321,0.06108,0.11438,614
10,3,2,50,5.07225,573.36111,0.7,3,2203,5021949.0,39.73012,2.0,0.03555,0.00807,0.01838,615
10,3,2,60,17.39542,605.85625,0.88,3,3399,50053013.5,151.92747,7.0,0.04415,0.01214,0.02415,616
9,3,1,50,5.07225,568.38393,0.7,3,3353,86206715.0,417.52407,7.0,0.03555,0.00807,0.01838,617
10,3,2,60,17.39542,605.30769,0.87,3,3170,5305010.0,13.65608,,0.04415,0.01214,0.02415,618
13,4,1,268,107.28703,550.95833,0.71,3,3034,62879536.8,285.80424,2.0,0.20321,0.06108,0.11438,619
10,3,2,60,17.39542,602.57353,0.88,3,2430,6944010.0,25.5445,3.0,0.04415,0.01214,0.02415,620
9,3,1,50,5.07225,562.42708,0.7,3,4006,1144393.0,5.47421,1.0,0.03555,0.00807,0.01838,621
10,3,2,40,94.30688,600.44712,0.0,3,33,380151.0,0.91619,,0.03904,0.02577,0.03075,622
5,2,1,16,16.07187,541.38068,0.84,3,2765,87089646.0,218.14822,4.0,0.01261,0.00558,0.00822,623
10,3,2,61,22.56676,599.25,0.65,3,2429,8270570.0,31.66667,3.0,0.04548,0.01339,0.02543,624
9,3,1,50,5.07225,557.0,0.7,3,3603,766636.0,4.26198,,0.03555,0.00807,0.01838,625
10,3,2,61,22.56676,597.89286,0.63,3,1967,8771900.0,38.35311,,0.04548,0.01339,0.02543,626
13,4,1,72,20.97882,549.95833,0.67,3,2489,914661.0,5.2417,,0.05314,0.01462,0.02906,627
10,3,2,61,22.56676,595.80882,0.72,3,2063,49426492.0,190.0811,2.0,0.04548,0.01339,0.02543,628
13,4,1,93,58.50718,533.71154,0.64,3,4066,35060290.0,174.39979,,0.07258,0.02566,0.04326,629
10,3,2,61,22.56676,593.79167,0.68,3,2533,57310553.0,444.24073,3.0,0.04548,0.01339,0.02543,630
5,2,1,8,75.38438,531.41964,0.63,3,4207,69591742.0,321.98934,7.0,0.01397,0.01715,0.01596,631
2,1,2,1,0.0125,591.29966,0.38,3,1182,171098536.0,136.08248,,0.0,0.0,0.0,632
13,4,1,72,20.97882,541.525,0.63,3,2768,489822.0,2.72862,2.0,0.05314,0.01462,0.02906,633
6,2,2,12,36.04167,584.85227,0.5,3,5441,,,,0.01214,0.00929,0.01036,634
3,1,3,3,4.00833,660.45,0.66,3,4254,49521200.0,325.30586,,0.0019,0.00114,0.00143,635
10,3,2,68,61.27353,580.04167,0.56,3,4211,6691790.0,40.13255,,0.05508,0.02269,0.03483,636
3,1,3,3,1.00833,655.71591,0.73,3,2751,42435495.0,258.97316,1.0,0.00155,0.0005,0.00089,637
6,2,2,13,0.51923,579.13333,0.62,3,4677,7751182.0,32.99868,,0.00862,0.00182,0.00437,638
7,2,3,20,2.20938,643.78125,0.7,3,3474,24172196.0,134.91393,2.0,0.01381,0.00318,0.00717,639
14,4,2,133,271.24581,572.375,0.55,3,8230,16963480.0,43.85636,5.0,0.12644,0.07695,0.09551,640
14,4,2,270,27.81167,623.1875,0.83,3,1420,13112.5996,0.14727,1.0,0.19518,0.04433,0.1009,641
13,4,1,143,87.52476,565.54605,0.56,3,5397,188295322.0,687.95575,5.0,0.1117,0.03901,0.06627,642
14,4,2,270,27.81167,614.8125,0.84,3,1313,531297.0,7.42179,,0.19518,0.04433,0.1009,643
13,4,1,143,87.52476,560.20536,0.53,3,5753,20257956.0,85.95052,2.0,0.1117,0.03901,0.06627,644
14,4,2,270,27.81167,610.4375,0.83,3,1354,11124.0996,0.1139,4.0,0.19518,0.04433,0.1009,645
6,2,2,5,5.035,624.32143,0.76,3,2030,2013260.0,22.95043,,0.00345,0.00165,0.00232,646
14,4,2,270,27.81167,602.625,0.82,3,2109,1177280.0,9.0845,1.0,0.19518,0.04433,0.1009,647
6,2,2,5,5.035,624.96354,0.81,3,808,10046282.0,26.46591,4.0,0.00345,0.00165,0.00232,648
14,4,2,270,27.81167,593.05,0.83,3,1424,,,,0.19518,0.04433,0.1009,649
6,2,2,5,5.035,621.96875,0.77,3,1563,,,,0.00345,0.00165,0.00232,650
7,2,3,16,128.00469,656.40909,0.69,3,2190,,,3.0,0.02594,0.02957,0.02821,651
6,2,2,5,5.035,620.125,0.75,3,2055,3560520.0,40.00638,,0.00345,0.00165,0.00232,652
7,2,3,21,21.71905,645.02344,0.64,3,4645,89992754.0,432.48787,3.0,0.01685,0.0075,0.01101,653
6,2,2,5,5.035,620.71875,0.77,3,1939,,,,0.00345,0.00165,0.00232,654
7,2,3,21,21.71905,640.20417,0.62,3,7106,126075521.0,315.1536,6.0,0.01685,0.0075,0.01101,655
6,2,2,8,0.82188,617.69167,0.8,3,2788,155861592.0,631.27683,5.0,0.00509,0.00117,0.00264,656
14,4,2,270,27.81167,628.33333,0.64,3,697,12855300.0,165.13599,,0.19518,0.04433,0.1009,657
14,4,2,270,27.81167,613.53,0.0,0,0,,,,0.19518,0.04433,0.1009,658
10,3,2,60,17.39542,611.29688,0.92,3,1848,983939.0,4.25167,1.0,0.04415,0.01214,0.02415,659
14,4,2,270,27.81167,624.30357,0.76,3,5541,52100600.0,327.36308,,0.19518,0.04433,0.1009,660
10,3,2,60,17.39542,609.69375,0.9,3,1748,2471302.0,8.6252,3.0,0.04415,0.01214,0.02415,661
14,4,2,270,27.81167,597.17857,0.82,3,1691,3222510.0,42.99664,,0.19518,0.04433,0.1009,662
10,3,2,60,17.39542,605.16912,0.93,3,1499,15884285.5,50.98291,3.0,0.04415,0.01214,0.02415,663
10,3,2,61,22.56676,596.95455,0.66,3,2752,5825110.0,31.0851,,0.04548,0.01339,0.02543,664
6,2,2,12,36.04167,586.17188,0.5,3,5587,168017.0,1.11462,,0.01214,0.00929,0.01036,665
10,3,2,55,11.17455,581.33333,0.6,3,4485,2678450.0,9.7422,1.0,0.03985,0.0101,0.02125,666
14,4,2,133,271.24581,573.36184,0.58,3,7672,4578280.0,13.33987,1.0,0.12644,0.07695,0.09551,667
9,3,1,32,1057.78242,566.28676,0.59,3,4312,155421126.0,513.46366,7.0,0.14804,0.23109,0.19994,668
9,3,1,32,397.33945,492.23214,0.61,3,4647,568673.0,2.54748,,0.06941,0.08956,0.08201,669
13,4,1,143,87.52476,561.36765,0.57,3,6423,4898807.19,18.25002,1.0,0.1117,0.03901,0.06627,670
13,4,1,143,87.52476,555.6375,0.5,3,4268,302479.0,1.85033,1.0,0.1117,0.03901,0.06627,671
6,2,2,5,5.035,621.45312,0.8,3,2435,,,2.0,0.00345,0.00165,0.00232,672
6,2,2,17,7.58338,624.77344,0.0,0,0,76891330.0,273.03459,,0.01231,0.0039,0.00706,673
6,2,2,8,0.82188,619.07237,0.77,3,2836,170916220.0,644.31816,1.0,0.00509,0.00117,0.00264,674
10,3,2,60,17.39542,613.96591,0.82,3,2473,794336.0,3.72219,,0.04415,0.01214,0.02415,675
2,1,2,2,31.5,617.57812,0.85,3,3245,32076300.0,136.23138,,0.00446,0.00689,0.00598,676
10,3,2,60,17.39542,609.425,0.91,3,2017,21207200.0,83.14089,,0.04415,0.01214,0.02415,677
10,3,2,49,26.4625,602.99306,0.83,3,1806,13836670.8,51.75145,2.0,0.03739,0.01252,0.02184,678
14,4,2,78,3.45465,595.15,0.58,3,6124,,,,0.05533,0.01172,0.02808,679
14,4,2,78,3.45465,591.59091,0.61,3,4825,,,,0.05533,0.01172,0.02808,680
2,1,2,1,0.0125,588.90278,0.58,3,4370,45300400.0,303.78618,,0.0,0.0,0.0,681
2,1,2,3,0.0125,586.25,0.43,3,5891,72079670.0,415.66662,2.0,0.00143,0.00029,0.00071,682
10,3,2,55,11.17455,580.9125,0.6,3,6380,4658410.0,14.92042,,0.03985,0.0101,0.02125,683
14,4,2,133,271.24581,573.80469,0.57,3,6513,22270002.4,86.39914,,0.12644,0.07695,0.09551,684
13,4,1,143,87.52476,568.125,0.59,3,5334,151149031.0,484.22644,3.0,0.1117,0.03901,0.06627,685
13,4,1,143,87.52476,562.7375,0.57,3,3397,7473496.0,44.81797,,0.1117,0.03901,0.06627,686
13,4,1,143,87.52476,557.80556,0.54,3,4143,8220830.0,47.49351,2.0,0.1117,0.03901,0.06627,687
13,4,1,143,87.52476,553.05,0.51,3,4389,,,3.0,0.1117,0.03901,0.06627,688
6,2,2,17,7.58338,627.77941,0.76,3,3415,116220987.0,386.59185,,0.01231,0.0039,0.00706,689
10,3,2,46,14.43614,627.85714,0.66,3,99,51034067.0,253.26095,2.0,0.03381,0.00951,0.01862,690
10,3,2,49,26.4625,607.69318,0.78,3,2431,6283950.0,19.28002,,0.03739,0.01252,0.02184,691
14,4,2,78,3.45465,596.43182,0.57,3,7870,35670986.6,100.94409,3.0,0.05533,0.01172,0.02808,692
14,4,2,78,3.45465,590.33333,0.57,3,6830,2983886.0,10.04664,,0.05533,0.01172,0.02808,693
10,3,2,25,9.971,581.71354,0.61,3,11124,89933396.0,245.87016,,0.0183,0.00556,0.01034,694
6,2,2,10,13.70875,574.375,0.71,3,2332,14870535.0,72.38125,5.0,0.00805,0.00422,0.00566,695
9,3,1,25,6.67,567.76562,0.68,3,2673,62999240.0,550.10873,,0.01791,0.00485,0.00975,696
9,3,1,25,6.67,562.89062,0.62,3,5158,,,1.0,0.01791,0.00485,0.00975,697
9,3,1,25,6.67,558.13971,0.61,3,6493,1052290.0,3.84814,,0.01791,0.00485,0.00975,698
9,3,1,40,27.65844,553.7,0.6,3,6431,,,,0.03111,0.01149,0.01885,699
9,3,1,40,27.65844,548.72321,0.57,3,4704,1399617.0,7.57021,3.0,0.03111,0.01149,0.01885,700
10,3,2,22,2.3392,629.5625,0.64,3,5747,50187618.9,225.91277,2.0,0.01526,0.00349,0.0079,701
10,3,2,22,2.3392,633.30208,0.66,3,4126,31841400.0,148.81409,,0.01526,0.00349,0.0079,702
2,1,2,4,26.85625,628.36719,0.62,3,3165,10108170.0,47.93833,3.0,0.00534,0.00618,0.00586,703
6,2,2,11,1242.19091,625.27976,0.55,3,4322,7019200.0,19.68215,,0.15501,0.26761,0.22538,704
14,4,2,98,9.47656,613.59559,0.8,3,3885,19314900.0,72.57774,2.0,0.07031,0.01587,0.03628,705
10,3,2,49,26.4625,609.8,0.81,3,2091,16198700.0,109.65828,,0.03739,0.01252,0.02184,706
2,1,2,3,42.00417,604.73864,0.73,3,1668,39911669.0,206.88197,2.0,0.00643,0.00928,0.00821,707
2,1,2,3,42.00417,602.80556,0.7,3,3121,33497113.0,176.75037,,0.00643,0.00928,0.00821,708
6,2,2,17,0.9375,589.64062,0.44,3,1270,31276470.0,216.68119,,0.01152,0.00248,0.00587,709
6,2,2,17,0.9375,587.0,0.62,3,3158,21554770.0,171.29025,2.0,0.01152,0.00248,0.00587,710
6,2,2,17,0.9375,582.41667,0.63,3,2862,12868600.0,93.52541,,0.01152,0.00248,0.00587,711
6,2,2,10,13.70875,575.4375,0.76,3,1136,68010600.6,461.77766,7.0,0.00805,0.00422,0.00566,712
9,3,1,25,6.67,560.00833,0.66,3,5734,9422717.0,37.4278,,0.01791,0.00485,0.00975,713
9,3,1,40,27.65844,552.53676,0.59,3,4683,2356471.0,10.68139,1.0,0.03111,0.01149,0.01885,714
9,3,1,40,27.65844,543.90909,0.57,3,5636,1031170.0,4.95154,1.0,0.03111,0.01149,0.01885,715
6,2,2,11,4.32614,635.51667,0.66,3,3779,71881050.0,333.92043,,0.00765,0.00235,0.00434,716
10,3,2,38,21.17632,626.97283,0.8,3,3975,11901500.0,32.74779,,0.02891,0.00981,0.01697,717
14,4,2,98,9.47656,622.60833,0.81,3,4341,,,,0.07031,0.01587,0.03628,718
14,4,2,98,9.47656,623.48077,0.8,3,3081,3350830.0,15.93522,6.0,0.07031,0.01587,0.03628,719
14,4,2,98,9.47656,620.63462,0.79,3,3559,4895200.0,23.42205,,0.07031,0.01587,0.03628,720
14,4,2,98,9.47656,619.61364,0.8,3,2453,3730948.5,21.80437,3.0,0.07031,0.01587,0.03628,721
10,3,2,25,6.4715,608.075,0.77,3,2625,37118480.0,238.64688,3.0,0.01789,0.00481,0.00971,722
2,1,2,3,42.00417,598.5,0.66,3,609,56107200.0,140.8768,,0.00643,0.00928,0.00821,723
6,2,2,17,0.9375,584.6375,0.63,3,3638,28156520.0,149.89086,1.0,0.01152,0.00248,0.00587,724
10,3,2,33,28.58333,590.40179,0.66,3,27,76693585.0,120.58368,,0.02623,0.01069,0.01651,725
10,3,2,24,227.44167,579.96354,0.79,3,5998,173329431.0,507.78663,6.0,0.04348,0.05202,0.04882,726
9,3,1,34,69.42904,568.28906,0.65,3,4928,19833224.4,79.97944,5.0,0.0318,0.01958,0.02416,727
9,3,1,34,69.42904,558.95395,0.63,3,7534,15347380.0,50.76721,3.0,0.0318,0.01958,0.02416,728
9,3,1,40,27.65844,550.13636,0.59,3,4710,1011047.0,5.00151,1.0,0.03111,0.01149,0.01885,729
9,3,1,32,16.38945,544.95833,0.61,3,3765,,,,0.02406,0.00793,0.01398,730
9,3,1,32,16.38945,543.82812,0.51,3,3574,,,,0.02406,0.00793,0.01398,731
9,3,1,59,85.41949,538.70833,0.61,3,3688,,,,0.05154,0.02658,0.03594,732
6,2,2,11,4.32614,637.6875,0.71,3,3123,78223864.7,314.57815,,0.00765,0.00235,0.00434,733
11,3,3,46,33.21957,643.03704,0.63,3,4755,153805036.0,406.11128,3.0,0.03605,0.01354,0.02198,734
