Grupo,Cat_Ench,Cat_Precip,Frecuencia,Volumen,Precipitac,Ingreso,Rezago,Población,Capacidad,Densidad,Conectivid,Severida50,Severida90,Severida75,id
5,2,1,9,6.67778,505.30556,0.47,3,4888,,,,0.0065,0.00257,0.00404,1241
6,2,2,9,1.67639,581.625,0.66,3,1741,,,,0.0059,0.0015,0.00315,1242
6,2,2,9,1.67639,578.19444,0.64,3,2712,,,,0.0059,0.0015,0.00315,1243
6,2,2,9,1.67639,580.625,0.74,3,1649,54197900.0,544.07237,,0.0059,0.0015,0.00315,1244
5,2,1,5,0.0125,564.49107,0.57,3,4010,11964772.0,52.44023,7.0,0.00285,0.00057,0.00143,1245
6,2,2,14,29.38125,590.36012,0.75,3,7530,779571.0,1.01979,5.0,0.01277,0.00815,0.00988,1246
10,3,2,23,11.8788,598.125,0.82,3,2099,,,,0.0171,0.00568,0.00996,1247
2,1,2,3,74.66667,589.44231,0.79,3,2157,3414720.0,17.32427,,0.01031,0.01628,0.01404,1248
6,2,2,9,49.78611,594.48611,0.83,3,2004,3556260.0,34.49347,2.0,0.01163,0.01181,0.01174,1249
2,1,2,3,74.66667,589.45,0.7,3,2205,,,,0.01031,0.01628,0.01404,1250
2,1,2,3,74.66667,590.8,0.71,3,2401,,,,0.01031,0.01628,0.01404,1251
9,3,1,35,311.02107,505.26562,0.67,3,4195,,,,0.06128,0.0715,0.06766,1252
5,2,1,10,52.305,534.5,0.56,3,759,,,,0.01264,0.01249,0.01255,1253
9,3,1,49,39.21352,536.25,0.55,3,820,,,,0.0389,0.01525,0.02412,1254
9,3,1,49,39.21352,534.125,0.56,3,1113,11105900.0,413.1212,,0.0389,0.01525,0.02412,1255
1,1,1,1,800.0,543.875,0.48,3,509,,,,0.09524,0.17143,0.14286,1256
9,3,1,29,167.17888,542.6875,0.52,3,1096,2298530.0,61.01791,,0.03987,0.03982,0.03984,1257
9,3,1,25,17.386,535.16667,0.5,3,1386,,,,0.01919,0.00715,0.01166,1258
9,3,1,25,17.386,536.60417,0.58,3,2592,,,,0.01919,0.00715,0.01166,1259
9,3,1,29,167.17888,554.84683,0.42,2,3615,355832446.0,303.57189,4.0,0.03987,0.03982,0.03984,1260
9,3,1,49,39.21352,536.56974,0.0,0,0,73758796.3,48.52079,6.0,0.0389,0.01525,0.02412,1261
13,4,1,293,138.22769,546.3125,0.65,3,5408,30224800.0,110.0191,,0.22473,0.07127,0.12882,1262
13,4,1,293,138.22769,546.52,0.67,3,11528,28888561.0,77.05151,1.0,0.22473,0.07127,0.12882,1263
5,2,1,6,1.88542,540.07895,0.53,3,5767,,,,0.00379,0.00111,0.00212,1264
1,1,1,4,12.00938,550.28571,0.63,3,3686,,,,0.00357,0.003,0.00321,1265
1,1,1,4,0.0125,542.3875,0.57,3,4151,629961.0,4.06288,,0.00214,0.00043,0.00107,1266
2,1,2,2,180.00625,585.0625,0.76,3,2181,,,,0.02214,0.03871,0.0325,1267
5,2,1,16,37.84375,490.65625,0.46,3,1542,10458000.0,177.54892,,0.0152,0.01025,0.01211,1268
5,2,1,16,37.84375,490.94643,0.43,3,1632,8774730.0,20.95412,,0.0152,0.01025,0.01211,1269
5,2,1,9,6.67778,499.80645,0.44,3,4965,,,,0.0065,0.00257,0.00404,1270
1,1,1,2,0.08125,509.39145,0.43,3,3343,,,,0.00072,0.00016,0.00037,1271
1,1,1,3,0.0125,486.39167,0.39,3,5525,,,,0.00143,0.00029,0.00071,1272
1,1,1,3,0.0125,488.1875,0.42,3,5447,,,,0.00143,0.00029,0.00071,1273
9,3,1,23,85.29293,555.11842,0.59,3,5892,,,,0.02584,0.02141,0.02307,1274
10,3,2,33,51.81591,591.47917,0.65,3,7093,7411915.4,18.88073,2.0,0.02899,0.01567,0.02066,1275
10,3,2,33,51.81591,592.0625,0.69,3,3517,2494100.0,9.05497,1.0,0.02899,0.01567,0.02066,1276
9,3,1,25,40.736,498.64423,0.56,3,5283,,,,0.02197,0.01215,0.01583,1277
9,3,1,25,40.736,501.625,0.6,3,5091,2841080.0,16.0157,,0.02197,0.01215,0.01583,1278
6,2,2,11,25.22273,599.18548,0.79,3,3910,,,,0.01013,0.00683,0.00807,1279
2,1,2,2,0.0125,588.41346,0.68,3,1353,,,,0.00071,0.00014,0.00036,1280
1,1,1,2,15.75,517.49219,0.61,3,3296,713475.0,2.60758,,0.00259,0.00351,0.00317,1281
9,3,1,26,7.96106,513.84375,0.68,3,3780,1115290.0,7.62878,1.0,0.01878,0.00527,0.01034,1282
5,2,1,9,6.01111,562.07812,0.61,3,2896,3924080.0,33.34808,,0.00642,0.00243,0.00392,1283
5,2,1,16,37.84375,489.71429,0.44,3,2209,1217950.0,8.83678,,0.0152,0.01025,0.01211,1284
5,2,1,16,37.84375,488.58654,0.46,3,2978,,,,0.0152,0.01025,0.01211,1285
9,3,1,50,43.82825,546.5,0.58,3,915,1523690.0,65.13647,,0.04017,0.01638,0.0253,1286
9,3,1,50,43.82825,550.16667,0.6,3,5452,3681320.0,13.43164,,0.04017,0.01638,0.0253,1287
5,2,1,6,0.0125,502.39286,0.51,3,3626,302999.0,2.28971,,0.00357,0.00071,0.00178,1288
5,2,1,6,0.0125,497.775,0.5,3,3656,,,,0.00357,0.00071,0.00178,1289
1,1,1,1,0.0125,504.6875,0.82,3,1498,17569100.0,478.84654,1.0,0.0,0.0,0.0,1290
9,3,1,31,622.16492,504.18952,0.64,3,5309,56470490.0,124.638,9.0,0.09546,0.1376,0.1218,1291
5,2,1,10,52.305,531.21875,0.54,3,1297,,,,0.01264,0.01249,0.01255,1292
5,2,1,10,52.305,531.6875,0.45,3,3166,,,,0.01264,0.01249,0.01255,1293
9,3,1,29,167.17888,543.46341,0.47,3,6200,,,,0.03987,0.03982,0.03984,1294
9,3,1,29,167.17888,544.82812,0.5,3,5248,61866684.8,205.31989,3.0,0.03987,0.03982,0.03984,1295
6,2,2,7,6.86786,587.51852,0.57,3,5865,1372220.0,3.51273,3.0,0.0051,0.00232,0.00336,1296
6,2,2,7,6.86786,593.28571,0.72,3,2435,,,,0.0051,0.00232,0.00336,1297
6,2,2,20,77.92937,592.64423,0.79,3,2875,472999.0,1.9021,,0.02283,0.01941,0.02069,1298
5,2,1,7,12.86429,511.71094,0.6,3,3923,,,,0.00581,0.00361,0.00443,1299
5,2,1,7,12.86429,513.54167,0.49,3,5364,,,,0.00581,0.00361,0.00443,1300
3,1,3,1,1.0,648.04464,0.69,3,3293,27797331.4,125.96303,1.0,0.00012,0.00021,0.00018,1301
11,3,3,30,4.51583,651.15,0.67,3,3531,17819400.0,198.04727,,0.02122,0.0051,0.01115,1302
1,1,1,2,0.0125,495.30357,0.45,3,2923,,,,0.00071,0.00014,0.00036,1303
1,1,1,2,0.0125,492.80556,0.5,3,5096,,,,0.00071,0.00014,0.00036,1304
5,2,1,10,13.81,483.99621,0.37,2,2947,,,,0.00806,0.00424,0.00567,1305
5,2,1,6,0.0125,491.81071,0.38,3,6236,,,,0.00357,0.00071,0.00178,1306
5,2,1,6,16.67708,489.27841,0.37,2,4536,,,,0.00555,0.00428,0.00476,1307
6,2,2,18,48.67569,582.99167,0.69,3,3018,7254289.0,37.99782,,0.01792,0.01285,0.01475,1308
2,1,2,4,44.25312,626.84091,0.78,3,2069,94770545.0,612.33826,6.0,0.00741,0.00991,0.00897,1309
10,3,2,22,5.7767,631.48333,0.72,3,3695,56636509.0,243.43133,9.0,0.01566,0.00423,0.00852,1310
9,3,1,50,43.82825,556.875,0.51,3,3745,,,,0.04017,0.01638,0.0253,1311
9,3,1,50,43.82825,559.8,0.67,3,1773,,,,0.04017,0.01638,0.0253,1312
5,2,1,10,52.305,538.84722,0.61,3,3577,133640400.0,398.86095,6.0,0.01264,0.01249,0.01255,1313
5,2,1,10,52.305,538.47917,0.69,3,3993,13642800.0,89.28212,,0.01264,0.01249,0.01255,1314
9,3,1,44,14.23778,523.35417,0.52,2,4626,,,,0.03236,0.00918,0.01788,1315
9,3,1,44,14.23778,519.84375,0.38,3,5760,,,,0.03236,0.00918,0.01788,1316
9,3,1,44,14.23778,517.75,0.45,3,4876,,,,0.03236,0.00918,0.01788,1317
9,3,1,44,14.23778,522.625,0.33,2,3530,,,,0.03236,0.00918,0.01788,1318
2,1,2,4,6.00938,575.42308,0.67,3,3993,8194050.0,54.1801,,0.00285,0.00171,0.00214,1319
10,3,2,39,106.71026,576.5,0.71,3,1738,8108704.0,64.89914,,0.03981,0.02828,0.03261,1320
9,3,1,32,17.91641,507.9375,0.55,3,2813,,,,0.02424,0.00826,0.01425,1321
9,3,1,32,17.91641,504.0,0.63,3,4127,2603840.0,15.86889,2.0,0.02424,0.00826,0.01425,1322
5,2,1,5,4.8075,509.98438,0.47,3,3400,2637942.0,17.79361,5.0,0.00342,0.0016,0.00228,1323
5,2,1,5,4.8075,505.52885,0.47,3,4190,127870.0,0.83167,2.0,0.00342,0.0016,0.00228,1324
13,4,1,71,97.95898,513.08654,0.72,3,1834,13607100.0,76.60727,6.0,0.06159,0.03097,0.04245,1325
5,2,1,10,52.305,519.54167,0.72,3,2955,18551860.0,46.71535,4.0,0.01264,0.01249,0.01255,1326
5,2,1,10,52.305,528.9375,0.49,3,1695,,,,0.01264,0.01249,0.01255,1327
9,3,1,49,39.21352,528.06897,0.35,3,4024,28708045.0,62.48319,1.0,0.0389,0.01525,0.02412,1328
9,3,1,49,39.21352,531.08553,0.58,3,2342,40045748.0,124.96547,8.0,0.0389,0.01525,0.02412,1329
6,2,2,7,6.86786,593.15625,0.68,3,3013,285692.0,2.21704,,0.0051,0.00232,0.00336,1330
6,2,2,7,6.86786,592.64286,0.67,3,3156,,,,0.0051,0.00232,0.00336,1331
9,3,1,44,14.23778,531.95833,0.47,3,1569,,,,0.03236,0.00918,0.01788,1332
9,3,1,35,311.02107,505.53125,0.66,3,2030,50993500.0,991.46636,,0.06128,0.0715,0.06766,1333
9,3,1,35,311.02107,505.25,0.65,3,2130,,,,0.06128,0.0715,0.06766,1334
9,3,1,35,311.02107,505.16667,0.63,3,2044,68519180.0,655.6517,1.0,0.06128,0.0715,0.06766,1335
9,3,1,35,311.02107,504.7,0.74,3,1733,,,,0.06128,0.0715,0.06766,1336
1,1,1,1,800.0,542.4375,0.49,3,532,8297180.0,560.44552,,0.09524,0.17143,0.14286,1337
1,1,1,1,800.0,540.5,0.54,3,352,13931800.0,863.09644,,0.09524,0.17143,0.14286,1338
9,3,1,29,167.17888,540.0,0.58,3,574,,,,0.03987,0.03982,0.03984,1339
9,3,1,29,167.17888,538.375,0.51,3,772,,,,0.03987,0.03982,0.03984,1340
9,3,1,29,167.17888,538.83333,0.52,3,573,,,,0.03987,0.03982,0.03984,1341
6,2,2,7,6.86786,595.9375,0.61,3,1937,,,,0.0051,0.00232,0.00336,1342
6,2,2,20,77.92937,597.625,0.69,3,5180,,,,0.02283,0.01941,0.02069,1343
5,2,1,9,6.01111,565.25,0.68,3,3799,,,,0.00642,0.00243,0.00392,1344
5,2,1,9,6.01111,562.35417,0.62,3,3739,,,,0.00642,0.00243,0.00392,1345
6,2,2,20,77.92937,591.58929,0.73,3,3652,,,,0.02283,0.01941,0.02069,1346
10,3,2,39,106.71026,586.97917,0.53,3,3815,,,,0.03981,0.02828,0.03261,1347
12,3,4,47,45.55665,849.95703,0.92,3,2603,13740886.0,32.60779,8.0,0.03823,0.01632,0.02454,1348
4,1,4,3,0.0125,990.30833,0.61,3,6457,2016151.89,7.75342,5.0,0.00143,0.00029,0.00071,1349
12,3,4,47,45.55665,903.26961,0.95,3,4979,21083510.0,24.62199,,0.03823,0.01632,0.02454,1350
12,3,4,47,45.55665,870.85833,0.85,3,1906,34546260.0,130.85077,4.0,0.03823,0.01632,0.02454,1351
4,1,4,3,0.0125,1013.36111,0.58,3,7797,1047110.0,3.74624,,0.00143,0.00029,0.00071,1352
4,1,4,2,0.0125,977.82143,0.67,3,4769,2602896.0,11.54472,7.0,0.00071,0.00014,0.00036,1353
8,2,4,10,0.0125,954.5,0.61,3,3905,2490953.0,18.0284,,0.00642,0.00128,0.00321,1354
12,3,4,47,45.55665,942.83333,0.8,3,4199,21560880.0,47.5445,,0.03823,0.01632,0.02454,1355
12,3,4,47,45.55665,900.25,0.89,3,1305,4181020.0,19.52974,,0.03823,0.01632,0.02454,1356
8,2,4,11,19.91705,906.475,0.73,3,2306,20046660.0,116.92617,,0.0095,0.00569,0.00712,1357
8,2,4,11,19.91705,881.3125,0.8,3,3144,19316209.0,58.69986,4.0,0.0095,0.00569,0.00712,1358
4,1,4,4,0.0125,1006.07143,0.65,3,5042,3842000.0,16.91209,3.0,0.00214,0.00043,0.00107,1359
4,1,4,2,42.00625,976.31944,0.72,3,6008,11018469.2,26.09959,4.0,0.00571,0.00914,0.00786,1360
4,1,4,1,0.0125,1044.26786,0.67,3,3996,2933398.0,15.78715,4.0,0.0,0.0,0.0,1361
4,1,4,2,27.00625,1030.53125,0.69,3,4586,15823806.0,49.23325,,0.00393,0.00593,0.00518,1362
4,1,4,2,42.00625,1005.77679,0.75,3,2812,13968521.0,65.02941,2.0,0.00571,0.00914,0.00786,1363
4,1,4,3,0.0125,980.7,0.79,3,3645,16712330.0,48.64028,,0.00143,0.00029,0.00071,1364
4,1,4,3,0.0125,939.95536,0.73,3,5735,18146201.0,41.07274,1.0,0.00143,0.00029,0.00071,1365
4,1,4,3,266.675,890.79327,0.79,3,4644,2682939.0,6.37466,1.0,0.03317,0.05743,0.04833,1366
4,1,4,1,0.0125,1061.91667,0.62,3,2116,290043.601,2.72556,3.0,0.0,0.0,0.0,1367
4,1,4,2,27.00625,1041.26923,0.73,3,6435,3604578.0,7.16526,4.0,0.00393,0.00593,0.00518,1368
4,1,4,2,0.0125,988.83594,0.7,3,5301,2045840.0,7.33727,,0.00071,0.00014,0.00036,1369
8,2,4,17,5.63897,1036.86364,0.67,3,9505,9572072.0,10.77375,3.0,0.01208,0.00349,0.00671,1370
8,2,4,6,6.01042,993.39516,0.68,3,4037,10141099.0,23.07993,3.0,0.00428,0.002,0.00285,1371
8,2,4,7,0.0125,1083.50758,0.56,3,10310,,,,0.00428,0.00086,0.00214,1372
4,1,4,1,0.0125,1113.63672,0.63,3,8484,,,,0.0,0.0,0.0,1373
4,1,4,3,0.0125,1105.86719,0.56,3,8229,,,,0.00143,0.00029,0.00071,1374
4,1,4,1,0.0125,1131.11058,0.56,3,5749,,,,0.0,0.0,0.0,1375
8,2,4,17,5.63897,1083.75,0.54,3,6779,127280.0,0.13843,1.0,0.01208,0.00349,0.00671,1376
8,2,4,17,5.63897,1123.33974,0.44,2,4718,,,,0.01208,0.00349,0.00671,1377
8,2,4,10,112.80625,929.11842,0.7,3,3924,1152340.0,4.03404,3.0,0.01985,0.02545,0.02335,1378
4,1,4,2,0.0125,1045.4375,0.53,3,8275,,,,0.00071,0.00014,0.00036,1379
4,1,4,2,0.0125,1026.97635,0.53,3,8173,,,4.0,0.00071,0.00014,0.00036,1380
4,1,4,2,0.0125,1055.13889,0.55,3,4004,170184.699,1.27949,,0.00071,0.00014,0.00036,1381
8,2,4,7,0.0125,1079.70089,0.59,3,6090,806961.0,1.61101,1.0,0.00428,0.00086,0.00214,1382
4,1,4,3,0.0125,1096.82639,0.62,3,4384,,,,0.00143,0.00029,0.00071,1383
4,1,4,1,0.0125,1133.88235,0.51,2,8040,,,,0.0,0.0,0.0,1384
4,1,4,1,0.0125,1145.33333,0.55,3,5076,,,,0.0,0.0,0.0,1385
8,2,4,17,5.63897,1102.1875,0.38,2,1470,22049.5996,0.08993,,0.01208,0.00349,0.00671,1386
1,1,1,2,60.0,499.19038,0.59,3,8910,116722.0,0.10744,1.0,0.00785,0.013,0.01107,1387
1,1,1,2,157.5,511.27358,0.6,3,2975,16245540.0,18.76764,2.0,0.01946,0.03389,0.02848,1388
1,1,1,2,0.0125,504.80147,0.59,3,6499,8030929.7,9.48066,2.0,0.00071,0.00014,0.00036,1389
1,1,1,3,31.3375,516.2567,0.55,3,5002,3989230.0,4.56359,,0.00516,0.007,0.00631,1390
1,1,1,2,60.0,493.875,0.49,2,300,,,,0.00785,0.013,0.01107,1391
2,1,2,2,0.0125,591.68304,0.53,3,4340,92742.6015,0.07071,3.0,0.00071,0.00014,0.00036,1392
1,1,1,1,480.0,512.68555,0.47,3,2773,6717966.0,6.42181,1.0,0.05714,0.10285,0.08571,1393
1,1,1,1,480.0,522.375,0.39,3,117,,,,0.05714,0.10285,0.08571,1394
2,1,2,2,0.0125,616.01844,0.52,3,4183,,,,0.00071,0.00014,0.00036,1395
2,1,2,2,0.0125,593.1875,0.42,3,355,,,,0.00071,0.00014,0.00036,1396
3,1,3,1,2250.0,653.0625,0.0,2,154,,,,0.26786,0.48214,0.40178,1397
1,1,1,2,0.0125,546.73214,0.52,3,1507,3458560.0,7.15183,,0.00071,0.00014,0.00036,1398
1,1,1,1,0.0125,535.20066,0.46,3,1342,5133468.0,9.65835,3.0,0.0,0.0,0.0,1399
1,1,1,2,0.0125,563.5625,0.0,1,79,,,,0.00071,0.00014,0.00036,1400
3,1,3,1,2250.0,656.77257,0.5,3,4597,1051865.0,0.9622,2.0,0.26786,0.48214,0.40178,1401
3,1,3,1,2250.0,676.55808,0.5,2,7652,218650.898,0.13966,4.0,0.26786,0.48214,0.40178,1402
3,1,3,1,2250.0,670.08871,0.52,2,1607,,,,0.26786,0.48214,0.40178,1403
1,1,1,1,120.0,546.30882,0.5,3,1710,,,,0.01428,0.02571,0.02143,1404
8,2,4,14,51.46429,818.89062,0.0,3,1775,,,,0.0154,0.01288,0.01382,1405
8,2,4,14,51.46429,806.90179,0.0,3,2565,64987182.0,270.53858,7.0,0.0154,0.01288,0.01382,1406
4,1,4,4,13.13125,839.77206,0.0,3,3604,2079089.0,6.56483,,0.0037,0.00324,0.00341,1407
8,2,4,14,80.50536,828.89205,0.0,3,5634,29778840.0,103.31105,,0.01885,0.0191,0.01901,1408
8,2,4,14,51.46429,810.32955,0.0,3,3894,16949981.0,106.90778,3.0,0.0154,0.01288,0.01382,1409
8,2,4,11,5.82955,798.34167,0.0,3,5788,53314238.0,254.37458,6.0,0.00783,0.00267,0.00461,1410
8,2,4,8,0.06719,839.01786,0.0,3,2844,,,,0.005,0.00101,0.00251,1411
8,2,4,8,0.06719,838.3,0.0,3,4239,11620517.0,59.99616,7.0,0.005,0.00101,0.00251,1412
8,2,4,11,62.73182,815.98913,0.58,3,4258,9450497.0,29.74802,4.0,0.0146,0.01487,0.01477,1413
4,1,4,1,27.0,797.07,0.83,3,10874,149162060.0,190.02317,7.0,0.00321,0.00578,0.00482,1414
4,1,4,2,0.0125,843.84375,0.66,3,4571,,,,0.00071,0.00014,0.00036,1415
4,1,4,1,0.0125,850.8125,0.62,3,3008,,,,0.0,0.0,0.0,1416
4,1,4,4,1.50937,819.83929,0.65,3,8431,663582.0,2.46882,2.0,0.00232,0.00075,0.00134,1417
8,2,4,7,157.43214,920.86111,0.81,2,302,18657400.0,97.42123,,0.02302,0.03459,0.03025,1418
8,2,4,16,108.71484,907.64583,0.64,3,2944,12907800.0,72.80851,,0.02364,0.02543,0.02476,1419
4,1,4,2,0.0125,923.09375,0.68,3,3676,16083999.0,67.09706,3.0,0.00071,0.00014,0.00036,1420
4,1,4,1,18.0,887.4375,0.61,3,4733,54542.1992,0.42186,,0.00214,0.00385,0.00321,1421
8,2,4,8,0.0125,856.75,0.52,3,3291,,,,0.00499,0.001,0.0025,1422
8,2,4,8,0.0125,849.075,0.54,3,3167,501024.0,7.53742,,0.00499,0.001,0.0025,1423
4,1,4,4,27.00937,804.02027,0.6,3,5967,67855358.0,121.95128,16.0,0.00535,0.00621,0.00589,1424
4,1,4,1,0.0125,885.8,0.52,3,5038,2893388.2,17.63353,1.0,0.0,0.0,0.0,1425
8,2,4,7,0.0125,880.67045,0.69,3,3372,75353.2031,0.42678,,0.00428,0.00086,0.00214,1426
8,2,4,6,3.01042,822.73611,0.58,3,10511,13945270.0,68.81264,,0.00392,0.00136,0.00232,1427
4,1,4,3,14.00833,830.4875,0.64,3,4135,7436250.0,60.52833,,0.00309,0.00328,0.00321,1428
8,2,4,7,0.0125,815.375,0.64,3,4770,,,,0.00428,0.00086,0.00214,1429
8,2,4,7,0.0125,811.60417,0.61,3,2998,,,,0.00428,0.00086,0.00214,1430
12,3,4,42,51.09946,797.57143,0.74,3,2980,3360180.0,19.31035,,0.03533,0.0168,0.02374,1431
12,3,4,42,51.09946,788.52083,0.76,3,2289,1369220.9,9.10785,,0.03533,0.0168,0.02374,1432
8,2,4,7,0.0125,886.4,0.64,3,4970,,,,0.00428,0.00086,0.00214,1433
4,1,4,2,25.00625,873.07292,0.72,3,2845,3738780.0,22.25131,1.0,0.00369,0.0055,0.00482,1434
8,2,4,10,5.6075,854.14583,0.88,3,2180,2534286.0,15.75173,1.0,0.00709,0.00248,0.00421,1435
8,2,4,7,1.725,841.18421,0.63,3,9360,11658800.0,37.74809,4.0,0.00448,0.00122,0.00245,1436
8,2,4,7,1.725,833.20625,0.66,3,6934,132004.0,0.42632,,0.00448,0.00122,0.00245,1437
8,2,4,7,0.0125,820.78125,0.6,3,3985,,,,0.00428,0.00086,0.00214,1438
12,3,4,25,16.928,802.3875,0.76,3,2005,6294380.0,53.16381,,0.01913,0.00705,0.01158,1439
12,3,4,25,16.928,795.65625,0.75,3,2676,1251040.0,8.67839,1.0,0.01913,0.00705,0.01158,1440
12,3,4,25,16.928,791.4375,0.76,3,1894,7611753.0,97.39585,1.0,0.01913,0.00705,0.01158,1441
8,2,4,7,25.57679,784.94643,0.91,3,1627,6791720.0,102.14872,1.0,0.00732,0.00633,0.0067,1442
8,2,4,10,5.6075,857.15625,0.93,3,2991,8128718.0,29.4658,,0.00709,0.00248,0.00421,1443
8,2,4,10,5.6075,858.88816,0.93,3,2637,2910741.0,12.47604,2.0,0.00709,0.00248,0.00421,1444
4,1,4,4,0.0125,805.65476,0.81,3,3828,,,,0.00214,0.00043,0.00107,1445
4,1,4,4,0.0125,815.28571,0.77,3,1922,21511.0996,0.32862,,0.00214,0.00043,0.00107,1446
12,3,4,39,35.20032,810.4375,0.77,3,969,139083.0,5.89325,,0.03129,0.01296,0.01984,1447
12,3,4,39,35.20032,806.02778,0.76,3,2256,2333386.0,18.10393,1.0,0.03129,0.01296,0.01984,1448
12,3,4,39,35.20032,802.25,0.8,3,673,,,,0.03129,0.01296,0.01984,1449
12,3,4,39,35.20032,798.64286,0.64,3,3406,30917510.0,231.365,3.0,0.03129,0.01296,0.01984,1450
12,3,4,39,35.20032,798.625,0.76,3,1502,,,,0.03129,0.01296,0.01984,1451
12,3,4,39,35.20032,796.4375,0.77,3,849,,,,0.03129,0.01296,0.01984,1452
12,3,4,39,35.20032,789.6875,0.78,3,773,658993.0,29.52866,1.0,0.03129,0.01296,0.01984,1453
12,3,4,39,35.20032,790.125,0.79,3,1904,,,,0.03129,0.01296,0.01984,1454
12,3,4,39,35.20032,785.08333,0.85,3,1054,,,,0.03129,0.01296,0.01984,1455
12,3,4,39,35.20032,792.1875,0.75,3,845,,,,0.03129,0.01296,0.01984,1456
12,3,4,33,26.39879,781.1,0.84,3,898,58484132.0,985.48465,4.0,0.02597,0.01022,0.01612,1457
12,3,4,33,26.39879,778.27083,0.76,3,1408,39591729.0,316.82747,1.0,0.02597,0.01022,0.01612,1458
8,2,4,5,0.0125,935.54412,0.61,3,5690,1181757.0,5.17471,,0.00285,0.00057,0.00143,1459
4,1,4,3,0.0125,872.52083,0.77,3,2312,,,,0.00143,0.00029,0.00071,1460
4,1,4,1,0.0125,861.72917,0.65,3,2599,,,,0.0,0.0,0.0,1461
4,1,4,4,0.0125,826.3,0.93,3,2984,63430.3984,0.19754,3.0,0.00214,0.00043,0.00107,1462
12,3,4,33,26.39879,795.43304,0.8,3,2254,39477640.0,76.14754,3.0,0.02597,0.01022,0.01612,1463
4,1,4,3,20.00833,805.42857,0.92,3,1034,1585707.0,12.45147,1.0,0.00381,0.00457,0.00428,1464
8,2,4,15,43.81,796.93382,0.91,3,1750,7522421.2,28.32777,3.0,0.0152,0.01138,0.01281,1465
8,2,4,15,43.81,788.16667,0.85,3,3285,5377930.0,11.37342,,0.0152,0.01138,0.01281,1466
8,2,4,21,13.97202,778.865,0.9,3,2568,66186885.0,181.99477,6.0,0.01593,0.00584,0.00963,1467
8,2,4,16,101.39922,768.22596,0.88,3,1716,28793972.0,63.0997,6.0,0.02277,0.02387,0.02345,1468
8,2,4,9,30.06389,756.47656,0.93,3,2654,11019467.6,21.21271,8.0,0.00928,0.00758,0.00822,1469
4,1,4,2,1.00625,748.45455,0.88,3,2732,62198361.2,132.01586,9.0,0.00083,0.00036,0.00053,1470
4,1,4,3,20.00833,795.275,0.87,3,2560,8421040.0,31.65862,2.0,0.00381,0.00457,0.00428,1471
8,2,4,10,43.3525,786.3,0.88,3,2103,29640316.0,78.2409,4.0,0.01158,0.01057,0.01095,1472
4,1,4,3,0.0125,772.12195,0.89,3,3097,136459896.0,197.96934,5.0,0.00143,0.00029,0.00071,1473
8,2,4,16,101.39922,761.78,0.9,3,2673,33938130.0,71.91123,3.0,0.02277,0.02387,0.02345,1474
8,2,4,9,30.06389,748.26,0.93,3,2508,53314660.0,124.28086,3.0,0.00928,0.00758,0.00822,1475
4,1,4,2,0.0125,873.23438,0.68,3,6026,15227808.0,37.72393,,0.00071,0.00014,0.00036,1476
4,1,4,3,58.86667,780.00321,0.86,3,3552,31454270.0,49.90829,6.0,0.00843,0.0129,0.01122,1477
8,2,4,13,9.35288,768.4213,0.94,3,1159,82964857.0,273.15569,12.0,0.00967,0.00371,0.00595,1478
12,3,4,68,61.0864,764.90625,0.89,3,1370,58209170.0,114.83319,1.0,0.05506,0.02265,0.0348,1479
8,2,4,8,11.07031,750.0375,0.92,3,2019,129418471.0,219.74965,5.0,0.00631,0.00337,0.00447,1480
4,1,4,1,0.0125,979.06618,0.96,3,5113,6230595.3,4.58079,6.0,0.0,0.0,0.0,1481
8,2,4,8,0.57344,797.95833,0.79,3,3068,,,,0.00506,0.00112,0.0026,1482
12,3,4,68,61.0864,767.88306,0.78,3,3184,48599380.0,106.92308,3.0,0.05506,0.02265,0.0348,1483
12,3,4,68,61.0864,756.28947,0.79,3,248,43693976.7,139.8078,11.0,0.05506,0.02265,0.0348,1484
8,2,4,8,0.57344,812.97826,0.8,3,1652,1385470.0,4.80748,,0.00506,0.00112,0.0026,1485
12,3,4,31,201.94194,785.63333,0.73,3,4162,14639360.0,52.82771,1.0,0.04544,0.04755,0.04676,1486
8,2,4,8,8.13438,781.28333,0.79,3,4047,100857720.0,223.0663,4.0,0.00596,0.00274,0.00395,1487
4,1,4,1,0.0125,762.22143,0.85,3,4498,125521536.0,231.4775,8.0,0.0,0.0,0.0,1488
16,4,4,403,127.62022,795.10815,0.92,3,3368,5276993.0,3.80363,2.0,0.30192,0.08469,0.16615,1489
16,4,4,403,127.62022,769.55195,0.97,3,2870,,,,0.30192,0.08469,0.16615,1490
16,4,4,403,127.62022,840.77289,0.9,3,2332,8296595.0,7.64869,7.0,0.30192,0.08469,0.16615,1491
16,4,4,403,127.62022,790.68924,0.95,3,3232,,,,0.30192,0.08469,0.16615,1492
16,4,4,403,127.62022,834.08582,0.93,3,2015,4067870.0,3.81914,,0.30192,0.08469,0.16615,1493
4,1,4,2,22.50625,1116.44688,0.6,3,6529,,,,0.00339,0.00496,0.00437,1494
4,1,4,2,15.00625,1094.47321,0.59,3,5744,,,,0.0025,0.00336,0.00303,1495
4,1,4,4,0.0125,848.2,0.66,3,5422,32178000.0,173.98497,,0.00214,0.00043,0.00107,1496
