Frecsuma,VolMax,Volprom,Impercepti,Insuficien,Obstrucci,Hundimient,Falta de i,Falta Bomb,Ruptura,id
43,750.0,61.93755814,18,11,12,0,0,0,2,1001
28,72.0,8.551339286,19,3,5,1,0,0,0,1002
1,800.0,800.0,0,1,0,0,0,0,0,1003
2,750.0,465.0,0,2,0,0,0,0,0,1004
15,1250.0,142.1075,9,5,1,0,0,0,0,1005
1,0.0125,0.0125,1,0,0,0,0,0,0,1006
1,0.0125,0.0125,1,0,0,0,0,0,0,1007
29,1800.0,167.1788793,15,14,0,0,0,0,0,1008
3,120.0,74.66666667,0,1,2,0,0,0,0,1009
7,36.0,10.57678571,3,1,3,0,0,0,0,1010
9,240.0,56.45,4,4,1,0,0,0,0,1011
43,320.0,21.47209302,24,5,14,0,0,0,0,1012
1,24.0,24.0,0,1,0,0,0,0,0,1013
108,300.0,19.71162037,54,27,25,2,0,0,0,1014
1,24.0,24.0,0,0,1,0,0,0,0,1015
4,24.0,6.009375,3,1,0,0,0,0,0,1016
33,480.0,28.58333333,20,7,6,0,0,0,0,1017
46,640.0,33.21956522,18,12,16,0,0,0,0,1018
38,240.0,21.17631579,16,6,15,1,0,0,0,1019
1,5.0,5.0,0,0,1,0,0,0,0,1020
98,200.0,9.476556122,59,14,25,0,0,0,0,1021
62,72.0,5.287903226,48,9,5,0,0,0,0,1022
15,640.0,84.785,3,9,3,0,0,0,0,1023
2,4.5,2.25625,1,0,1,0,0,0,0,1024
46,210.0,14.4361413,25,4,16,0,1,0,0,1025
31,80.0,4.412903226,24,4,3,0,0,0,0,1026
3,960.0,320.0083333,2,0,1,0,0,0,0,1027
22,36.0,2.339204545,17,2,3,0,0,0,0,1028
32,96.0,16.38945313,17,10,5,0,0,0,0,1029
14,1000.0,98.86696429,10,4,0,0,0,0,0,1030
29,150.0,14.44741379,14,10,4,1,0,0,0,1031
3,0.0125,0.0125,3,0,0,0,0,0,0,1032
47,240.0,26.82234043,24,13,9,0,0,1,0,1033
4,300.0,75.009375,3,0,1,0,0,0,0,1034
3,12.0,4.008333333,2,1,0,0,0,0,0,1035
145,3500.0,251.9387931,39,94,11,0,1,0,0,1036
32,14400.0,1057.782422,3,23,5,1,0,0,0,1037
14,480.0,34.29732143,13,0,1,0,0,0,0,1038
17,96.0,11.89191176,13,2,1,1,0,0,0,1039
6,300.0,52.00833333,4,2,0,0,0,0,0,1040
12,4.5,0.386458333,11,0,1,0,0,0,0,1041
5,216.0,46.0825,1,2,1,1,0,0,0,1042
18,160.0,34.02708333,7,6,5,0,0,0,0,1043
3,96.0,44.66666667,0,2,1,0,0,0,0,1044
1,36.0,36.0,0,1,0,0,0,0,0,1045
1,0.0125,0.0125,1,0,0,0,0,0,0,1046
55,240.0,11.17454545,40,9,6,0,0,0,0,1047
4,18.0,4.509375,3,1,0,0,0,0,0,1048
3,48.0,32.00416667,1,1,1,0,0,0,0,1049
53,576.0,17.17382075,37,6,9,1,0,0,0,1050
4,72.0,18.009375,3,1,0,0,0,0,0,1051
1,0.0125,0.0125,1,0,0,0,0,0,0,1052
1,0.0125,0.0125,1,0,0,0,0,0,0,1053
5,12.0,2.41,4,0,1,0,0,0,0,1054
4,135.0,33.759375,3,1,0,0,0,0,0,1055
11,30.0,4.326136364,7,0,4,0,0,0,0,1056
18,180.0,43.84097222,10,6,2,0,0,0,0,1057
2,36.0,18.00625,1,1,0,0,0,0,0,1058
35,350.0,23.13714286,24,7,2,1,1,0,0,1059
11,13500.0,1242.190909,8,2,0,0,0,1,0,1060
3,12.0,4.008333333,2,1,0,0,0,0,0,1061
3,180.0,60.00833333,2,1,0,0,0,0,0,1062
1,13.5,13.5,0,0,1,0,0,0,0,1063
1,0.0125,0.0125,1,0,0,0,0,0,0,1064
4,60.0,15.25625,2,2,0,0,0,0,0,1065
2,0.0125,0.0125,2,0,0,0,0,0,0,1066
34,840.0,69.42904412,19,12,3,0,0,0,0,1067
4,105.0,26.85625,2,0,1,1,0,0,0,1068
11,15.0,1.782954545,9,0,2,0,0,0,0,1069
2,15.0,7.50625,1,0,1,0,0,0,0,1070
3,200.0,66.675,2,0,1,0,0,0,0,1071
6,105.0,31.50416667,2,1,2,0,0,0,1,1072
1,400.0,400.0,0,1,0,0,0,0,0,1073
1,0.0125,0.0125,1,0,0,0,0,0,0,1074
3,0.0125,0.0125,3,0,0,0,0,0,0,1075
4,12.0,4.50625,2,2,0,0,0,0,0,1076
2,0.0125,0.0125,2,0,0,0,0,0,0,1077
1,6.0,6.0,0,1,0,0,0,0,0,1078
17,80.0,19.65367647,10,6,1,0,0,0,0,1079
2,72.0,36.00625,1,1,0,0,0,0,0,1080
3,0.0125,0.0125,3,0,0,0,0,0,0,1081
1,2.1,2.1,0,1,0,0,0,0,0,1082
3,0.0125,0.0125,3,0,0,0,0,0,0,1083
1,35.0,35.0,0,0,1,0,0,0,0,1084
3,0.0125,0.0125,3,0,0,0,0,0,0,1085
3,0.0125,0.0125,3,0,0,0,0,0,0,1086
2,1000.0,500.00625,1,1,0,0,0,0,0,1087
3,210.0,70.00833333,2,1,0,0,0,0,0,1088
8,1440.0,192.7796875,3,1,4,0,0,0,0,1089
2,0.0125,0.0125,2,0,0,0,0,0,0,1090
12,2250.0,299.2552083,5,7,0,0,0,0,0,1091
133,360.0,18.46578947,76,30,24,3,0,0,0,1092
97,960.0,43.06469072,46,32,15,1,0,3,0,1093
143,5120.0,87.52475524,85,28,27,1,1,1,0,1094
171,20000.0,148.8445906,95,57,14,1,1,3,0,1095
40,1000.0,94.306875,30,9,1,0,0,0,0,1096
2,60.0,31.5,0,0,2,0,0,0,0,1097
59,1200.0,208.6425847,9,44,6,0,0,0,0,1098
1,0.0125,0.0125,1,0,0,0,0,0,0,1099
5,10.0,2.01,4,1,0,0,0,0,0,1100
1,0.0125,0.0125,1,0,0,0,0,0,0,1101
28,225.0,23.11741071,15,10,2,1,0,0,0,1102
3,72.0,24.00833333,2,1,0,0,0,0,0,1103
8,81.0,10.1359375,7,1,0,0,0,0,0,1104
11,192.0,32.05340909,7,3,1,0,0,0,0,1105
2,0.0125,0.0125,2,0,0,0,0,0,0,1106
6,37.5,7.925,4,1,1,0,0,0,0,1107
58,360.0,31.81508621,42,9,7,0,0,0,0,1108
23,120.0,21.05217391,16,5,2,0,0,0,0,1109
1,0.0125,0.0125,1,0,0,0,0,0,0,1110
1,0.0125,0.0125,1,0,0,0,0,0,0,1111
2,120.0,60.00625,1,1,0,0,0,0,0,1112
10,0.0125,0.0125,10,0,0,0,0,0,0,1113
1,96.0,96.0,0,1,0,0,0,0,0,1114
3,36.0,12.00833333,2,1,0,0,0,0,0,1115
11,24.0,6.302272727,6,2,3,0,0,0,0,1116
17,45000.0,2851.211176,4,8,5,0,0,0,0,1117
2,0.0125,0.0125,2,0,0,0,0,0,0,1118
3,0.0125,0.0125,3,0,0,0,0,0,0,1119
1,0.0125,0.0125,1,0,0,0,0,0,0,1120
15,180.0,15.67666667,12,2,1,0,0,0,0,1121
12,400.0,36.04166667,8,2,2,0,0,0,0,1122
25,240.0,9.971,22,2,1,0,0,0,0,1123
84,108.0,8.663392857,61,12,11,0,0,0,0,1124
12,64.0,7.259375,9,2,1,0,0,0,0,1125
9,36.0,10.5625,5,3,1,0,0,0,0,1126
10,120.0,13.70875,7,2,1,0,0,0,0,1127
5,15.0,5.035,2,1,1,0,1,0,0,1128
2,0.0125,0.0125,2,0,0,0,0,0,0,1129
27,240.0,31.83472222,11,5,10,0,1,0,0,1130
6,7.5,1.508333333,4,0,2,0,0,0,0,1131
35,2880.0,332.1825,8,24,3,0,0,0,0,1132
133,9600.0,271.2458083,71,37,25,0,0,0,0,1133
11,216.0,48.55227273,6,4,1,0,0,0,0,1134
11,72.0,14.69090909,8,3,0,0,0,0,0,1135
100,4500.0,187.264375,34,62,4,0,0,0,0,1136
17,48.0,7.583382353,7,3,4,2,1,0,0,1137
8,4.5,0.821875,6,0,2,0,0,0,0,1138
75,12600.0,380.6483333,24,38,13,0,0,0,0,1139
38,450.0,29.29703947,23,11,4,0,0,0,0,1140
1,0.0125,0.0125,1,0,0,0,0,0,0,1141
1,0.0125,0.0125,1,0,0,0,0,0,0,1142
10,12.0,1.21125,9,1,0,0,0,0,0,1143
25,105.0,6.67,20,3,2,0,0,0,0,1144
22,3600.0,194.7801136,11,3,3,1,2,0,2,1145
18,11.25,0.886111111,16,2,0,0,0,0,0,1146
40,270.0,27.6584375,27,9,4,0,0,0,0,1147
3,8.0,2.970833333,1,1,1,0,0,0,0,1148
61,375.0,22.5667623,33,11,12,4,1,0,0,1149
78,192.0,3.454647436,68,2,8,0,0,0,0,1150
4,0.0125,0.0125,4,0,0,0,0,0,0,1151
9,360.0,105.3388889,4,5,0,0,0,0,0,1152
130,1920.0,57.77346154,54,68,6,1,1,0,0,1153
32,450.0,48.94023438,15,11,6,0,0,0,0,1154
10,1800.0,473.60125,1,9,0,0,0,0,0,1155
13,6.6,0.519230769,12,0,1,0,0,0,0,1156
25,60.0,6.4715,15,2,7,1,0,0,0,1157
2,0.0125,0.0125,2,0,0,0,0,0,0,1158
90,315.0,39.99152778,42,37,11,0,0,0,0,1159
58,1000.0,85.65086207,28,23,7,0,0,0,0,1160
26,1800.0,303.5961538,8,14,4,0,0,0,0,1161
135,1406.25,40.70388889,62,32,35,5,1,0,0,1162
38,210.0,16.48980263,25,6,7,0,0,0,0,1163
68,560.0,61.27352941,31,30,6,1,0,0,0,1164
76,264.0,13.28190789,53,9,11,2,1,0,0,1165
27,200.0,43.17083333,9,16,2,0,0,0,0,1166
68,480.0,30.15036765,42,15,9,2,0,0,0,1167
19,112.0,16.20394737,15,3,1,0,0,0,0,1168
17,134.0,21.98970588,11,2,4,0,0,0,0,1169
67,3840.0,113.7121269,37,23,7,0,0,0,0,1170
24,1800.0,227.4416667,8,12,4,0,0,0,0,1171
18,45.0,3.177083333,15,0,3,0,0,0,0,1172
6,13.5,2.260416667,5,0,1,0,0,0,0,1173
1,0.0125,0.0125,1,0,0,0,0,0,0,1174
29,200.0,37.04137931,16,9,4,0,0,0,0,1175
2,0.0125,0.0125,2,0,0,0,0,0,0,1176
11,24.0,3.9625,7,1,3,0,0,0,0,1177
2,192.0,114.0,0,2,0,0,0,0,0,1178
16,400.0,154.6914063,5,11,0,0,0,0,0,1179
4,0.0125,0.0125,4,0,0,0,0,0,0,1180
3,108.0,48.00416667,1,2,0,0,0,0,0,1181
4,320.0,81.31875,2,2,0,0,0,0,0,1182
1,18.0,18.0,0,1,0,0,0,0,0,1183
7,160.0,53.57678571,3,4,0,0,0,0,0,1184
1,30.0,30.0,0,0,0,0,1,0,0,1185
4,205.0,58.378125,1,2,1,0,0,0,0,1186
2,60.0,30.00625,1,1,0,0,0,0,0,1187
1,12.8,12.8,0,1,0,0,0,0,0,1188
1,0.0125,0.0125,1,0,0,0,0,0,0,1189
2,120.0,85.0,0,2,0,0,0,0,0,1190
10,245.0,54.50625,5,4,1,0,0,0,0,1191
1,120.0,120.0,0,1,0,0,0,0,0,1192
2,56.0,28.00625,1,1,0,0,0,0,0,1193
1,27.0,27.0,0,0,1,0,0,0,0,1194
3,0.0125,0.0125,3,0,0,0,0,0,0,1195
1,0.0125,0.0125,1,0,0,0,0,0,0,1196
2,0.0125,0.0125,2,0,0,0,0,0,0,1197
3,120.0,42.50416667,1,1,0,0,1,0,0,1198
4,90.0,22.509375,3,1,0,0,0,0,0,1199
2,80.0,44.5,0,1,1,0,0,0,0,1200
1,300.0,300.0,0,0,1,0,0,0,0,1201
21,31.5,3.038690476,17,2,1,1,0,0,0,1202
1,360.0,360.0,0,1,0,0,0,0,0,1203
38,400.0,46.93256579,15,19,3,1,0,0,0,1204
1,128.0,128.0,0,1,0,0,0,0,0,1205
1,0.0125,0.0125,1,0,0,0,0,0,0,1206
