Población,Precipitación,"Edad infra","Índice ingreso","Falla infra","Presión mediática","Falta infra","Escasez",Hundimiento,"Enfermedades gastro","Sin drenaje","Sin agua",Encharcamientos,id
2975,739,10,0.621532152,0.0625,0.125,0.0625,0.0625,0,6.84465,0.5634,2.1097,5.1375609919,7184
300,749,10,0.463781822,0.0625,0.0625,0.125,0.0625,0,0.66495,4.1096,78.3784,1.0208691523,7188
711,752,10,0.527201688,0.0625,0.0625,0.25,0.0625,0,1.4616,5.625,87.4214,2.2641064648,7187
6499,754,10,0.616386247,0.125,0.25,0.125,0.0625,0,14.98279,0.3844,4.3618,6.455187169,7185
4340,842,10,0.559798924,0.125,0.125,0.125,0.0625,0,282.56775,2.7027,5.2205,1.8936983618,7189
117,785,10,0.135741273,0.0625,0.0625,0.0625,0.0625,0,22.22093,0,14.7059,1.1589713914,7194
1397,798,10,0.466130051,0.0625,0.0625,0.0625,0.0625,0,303.17891,2.2599,2.5281,5.119731686,7193
3135,798,10,0.439718718,0.0625,0.0625,0.125,0.0625,0,32.70046,4.8,7.8772,4.1891383581,7192
2773,778,10,0.430551866,0.0625,0.0625,0.0625,0.0625,0,28.37639,0.9317,5.5901,2.459742365,7191
4034,784,10,0.467532677,0.125,0.125,0.0625,0.0625,0,3.90013,3.148,2.8302,0.7177229996,7190
5302,878,10,0.51747659,0.0625,0.125,0.25,0.0625,0,35.70713,1.4469,11.8167,3.731399974,7195
154,905,10,0.144242249,0.0625,0.0625,0.0625,0.0625,0,0.97702,0,62.1622,12.3326468796,7200
4747,902,10,0.534587102,0.0625,0.125,0.25,0.0625,0,30.97819,0.4344,11.9338,4.6120012773,7196
77,876,10,0.568286346,0.03125,0.0625,0.0625,0.0625,0,0.14067,0,26.6667,1.5410317779,7201
689,920,10,0.300124567,0.0625,0.0625,0.25,0.0625,0,4.41171,0,0,0.7143379762,7198
355,877,10,0.426272199,0.0625,0.0625,0.0625,0.0625,0,2.10954,0,7.1429,0.2227128087,7199
4183,896,10,0.52226287,0.0625,0.125,0.25,0.0625,0,28.13653,0.504,9.2555,4.8018139908,7197
79,831,10,0.108337029,0.0625,0.0625,0.0625,0.0625,0,1.46617,0,100,19.0985121295,7206
2691,829,10,0.401526285,0.0625,0.0625,0.0625,0.0625,0,53.55468,0.4622,4.9383,0.3300797209,7205
2664,834,10,0.423060116,0.25,0.0625,0.0625,0.0625,0,54.17555,0.8955,2.381,1.2371981925,7204
1342,812,10,0.392464543,0.0625,0.0625,0.0625,0.0625,0,34.83512,1.3158,3.6066,2.817432757,7203
1507,819,10,0.495909085,0.25,0.125,0.125,0.0625,0,32.56811,0,14.9171,6.1744582146,7202
1607,876,10,0.450460867,0.0625,0.0625,0.5,0.0625,0,12.01564,0,80,0.6675510921,7209
7652,901,10,0.469030937,0.0625,0.25,1,0.0625,0,53.74399,0.6047,24.4909,1.0290085842,7208
4597,887,10,0.519609963,0.0625,0.125,0.5,0.0625,0,32.30174,1.3109,23.149,1.5965100013,7207
4354,842,10,0.437630491,0.0625,0.125,0.125,0.0625,0,61.28362,3.1915,2.4178,2.0799792612,7212
3131,820,10,0.498408271,0.0625,0.0625,0.0625,0.0625,0,46.53495,2.5579,2.0681,1.6917184277,7210
3108,837,10,0.425478292,0.0625,0.0625,0.125,0.0625,0,46.95361,5.4449,7.3138,3.6554382937,7211
1970,854,10,0.336305636,0.0625,0.0625,0.5,0.0625,0,15.45953,24.7444,39.3878,6.5604092579,7213
1706,870,10,0.32009864,0.0625,0.0625,0.0625,0.0625,0,12.95281,4.1002,2.9478,2.6058639095,7214
1780,743,10,0.536621774,0.125,0.0625,0.0625,0.0625,0,4.09257,1.1574,1.6241,0.820238157,7215
1710,745,10,0.537023444,0.125,0.0625,0.0625,0.0625,0,3.84345,0,1.4742,0.9082029048,7216
4214,919,10,0.529318197,0.25,0.0625,0.125,0.0625,0,1.36683,0,0,1.6971548756,7337
0,952,10,0,0.25,0.0625,0.0625,0.0625,0,0,0,0,1.5569981721,7379
2830,950,10,0.613592059,0.25,0.0625,0.0625,0.0625,0,0.62073,0,0,3.0062707234,7397
3253,943,10,0.551178795,0.25,0.0625,0.0625,0.0625,0,0.55713,1.2712,3.3898,1.6128215467,7398
904,942,10,0.79997007,0.25,0.0625,0.0625,0.0625,0,0.33261,0,1.3699,1.5868852632,7333
2637,882,10,0.864220045,0.5,0.0625,0.0625,0.0625,0,0.59958,0,0,0.4998865266,7274
1147,827,10,0.815633025,0.5,0.0625,0.0625,0.0625,0,1.06517,0,0,7.0539886797,7284
1502,836,10,0.78702166,1,0.0625,0.0625,0.0625,0,1.39732,0,0,1.479866787,7281
1894,822,10,0.782455586,0.5,0.0625,0.0625,0.0625,0,1.76505,0,0,0.8666004394,7270
2563,849,10,0.820133498,0.25,0.0625,0.0625,0.0625,0,0.57124,0,0,2.0896571666,7414
2005,832,10,0.760959579,0.5,0.125,0.0625,0.0625,0,0.4697,0,0,2.220801157,7268
8046,889,10,0.646744717,0.25,0.125,0.0625,0.0625,0,2.722,0,0,0.6960116672,7245
10511,837,10,0.61052548,0.5,0.125,0.125,0.0625,0,2.31142,0,0.5272,9.4266759506,7255
737,838,10,0.755529197,1,0.0625,0.0625,0.0625,0,0.1701,0,0,0.1630023668,7238
494,835,10,0.836161777,1,0.0625,0.0625,0.0625,0,0.10789,0,0,1.4243351407,7239
644,833,10,0.773910327,1,0.0625,0.0625,0.0625,0,0.14733,0,0,1.125,7234
4571,842,10,0.692534529,0.5,0.125,0.0625,0.0625,0,0.9769,0,0,2.3806552866,7228
9556,835,10,0.672600874,0.25,0.125,0.0625,0.0625,0,2.14558,0,0.1667,1.6976316114,7390
4291,832,10,0.615909632,0.5,0.0625,0.0625,0.0625,0,0.96779,0,0.8919,1.0310882809,7389
8319,1006,10,0.521409264,0.25,0.125,0.125,0.0625,0,17.7665,0,0.9148,7.4825918864,7357
1105,827,10,0.736671126,0.5,0.0625,0.0625,0.0625,0,0.2525,0,0,0.8674587959,7236
742,830,10,0.729456581,0.5,0.0625,0.0625,0.0625,0,0.17426,0,0,13.7763149474,7232
3167,850,10,0.509569812,0.25,0.0625,0.0625,0.0625,0,2.73294,0,0.3922,2.2395930537,7250
2944,896,10,0.708037052,0.25,0.125,0.0625,0.0625,0,1.00609,0,0,1.8582430321,7242
6163,898,10,0.616870687,0.25,0.0625,0.0625,0.0625,0,1.99328,0,0,0.6874356393,7244
6934,861,10,0.673382051,0.5,0.25,0.0625,0.0625,0,1.58552,0,0,0.1497987766,7265
969,843,10,0.84033661,0.25,0.0625,0.0625,0.0625,0,0.92293,0,0,2.4519416715,7277
1461,829,10,0.776828521,0.5,0.0625,0.0625,0.0625,0,1.35161,0,0,7.9286366163,7283
1054,821,10,0.805387156,1,0.0625,0.0625,0.0625,0,1.00779,0,0,1.649285815,7287
5687,905,10,0.666046558,0.25,0.125,0.0625,0.0625,0,4.47729,0.3497,0.419,0.6233273946,7346
5001,893,10,0.703530467,0.5,0.0625,0.125,0.0625,0,28.06211,0,0,3.5647014643,7365
7452,980,10,0.607974852,0.25,0.125,0.0625,0.0625,0,12.92914,0,1.298,0.6690763045,7351
1034,856,10,0.890861481,1,0.0625,0.0625,0.0625,0,0.42923,0,0,5.5632345336,7296
2560,849,10,0.827872988,1,0.0625,0.0625,0.0625,0,0.40709,0,0,3.3801741218,7303
248,825,10,0.629321744,1,0.5,0.0625,0.0625,0,0.03833,0,0,6.65609583,7319
3184,838,10,0.706234787,1,0.25,0.0625,0.0625,0,0.516,0,0,6.0825603817,7318
61,1023,10,0.139435369,0.0625,0.0625,0.0625,0.0625,0,0.14092,0,0,2.3664747467,7415
3291,855,10,0.50629848,0.25,0.0625,0.0625,0.0625,0,0.99586,0,0,0.325247624,7249
3552,844,10,0.864689533,1,0.0625,0.0625,0.0625,0,0.5417,0,0,4.1326054436,7310
1159,830,10,0.764599752,1,0.0625,0.0625,0.0625,0,0.16936,0,0,8.6850523999,7311
9360,864,10,0.659753567,1,0.0625,0.0625,0.0625,0,2.13242,0.1652,0,0.3869949182,7264
3285,835,10,0.770344695,1,0.0625,0.0625,0.0625,0,1.50059,0,0,4.1697027587,7298
4207,874,10,0.513322028,0.25,0.0625,0.0625,0.0625,0,2.74835,0,0.3643,0.7812456902,7338
4239,828,10,0.66182979,0.5,0.0625,0.125,0.0625,0,0.27269,0,0,2.6694636263,7224
8419,1000,10,0.581863562,0.25,0.0625,0.5,0.0625,0,13.43162,0.1917,11.8636,4.0185119709,7356
4512,876,10,0.725751548,0.25,0.0625,0.0625,0.0625,0,3.92907,0,0,0.0021848617,7373
2501,872,10,0.641870285,0.25,0.0625,0.0625,0.0625,0,0.98751,0.438,1.312,1.7412740688,7395
3068,863,10,0.819692109,1,0.0625,0.0625,0.0625,0,0.47397,0,0,9.1165852723,7317
3406,831,10,0.66788862,0.5,0.0625,0.0625,0.0625,0,0.80409,0,0,5.7516170567,7280
1652,875,10,0.787590288,1,0.0625,0.0625,0.0625,0,0.25738,0,0,4.6454205932,7320
4970,897,10,0.677676119,0.5,0.125,0.0625,0.0625,0,1.08562,0,0,0.1258468657,7261
2541,870,10,0.548714273,0.25,0.0625,0.0625,0.0625,0,2.21795,0,0,4.5406340824,7372
6677,930,10,0.666164987,0.125,0.125,0.0625,0.0625,0,15.38563,0,0,0.613210867,7353
4995,954,10,0.713960169,0.25,0.125,0.0625,0.0625,0,10.70418,0,0,0.7683291095,7352
2599,929,10,0.776566903,0.25,0.0625,0.125,0.0625,0,0.60544,0,0,1.3550477589,7387
2998,926,10,0.560646512,0.25,0.0625,0.0625,0.0625,0,1.01557,0,5.9295,2.7509654208,7380
2303,913,10,0.958722617,0.25,0.0625,0.0625,0.0625,0,1.13254,0,0,0.7560930765,7410
2701,829,10,0.719569233,1,0.0625,0.0625,0.0625,0,0.6184,0,0,0.83608993,7267
4770,837,10,0.675470623,0.5,0.125,0.0625,0.0625,0,1.05213,0,0,6.5814659353,7257
3008,851,10,0.674044138,0.5,0.0625,0.0625,0.0625,0,0.90087,0,0,0.3961042662,7229
4586,951,10,0.626670737,0.25,0.0625,0.0625,0.0625,0,9.74329,0,0.4299,0.5403692802,7384
849,833,10,0.797845498,1,0.0625,0.0625,0.0625,0,0.77376,0,0,5.0582360154,7282
4960,904,10,0.648440154,0.25,0.0625,0.0625,0.0625,0,2.97476,0,0,1.1838804159,7349
3676,913,10,0.647435001,0.25,0.0625,0.0625,0.0625,0,1.30834,0,0,1.2600186633,7243
7849,1004,10,0.606818278,0.25,0.25,0.125,0.0625,0,12.27536,0.1603,1.4392,0.9716267352,7330
302,906,10,0.815451313,0.25,0.0625,0.0625,0.0625,0,0.10898,13.4831,16.6667,1.62446183,7241
4135,849,10,0.649007468,0.5,0.0625,0.0625,0.0625,0,0.91952,0,0,16.1870063815,7256
2991,881,10,0.883549237,0.25,0.0625,0.0625,0.0625,0,6.24995,0,0,0.5524428032,7273
3887,824,10,0.631343148,0.5,0.0625,0.0625,0.0625,0,0.87084,0,0,3.1430559823,7363
4261,857,10,0.531972002,0.5,0.0625,0.0625,0.0625,0,3.92256,0,0,2.4581743117,7377
1370,829,10,0.626777605,1,0.125,0.0625,0.0625,0,0.22586,0,0,7.6647728265,7312
4697,852,10,0.576061441,0.25,0.0625,0.0625,0.0625,0,1.10927,0,0,0.2133621527,7339
3857,866,10,0.711170087,0.25,0.0625,0.0625,0.0625,0,0.86682,0,0,0.5925027045,7370
2103,845,10,0.864686946,1,0.0625,0.125,0.0625,0,0.31205,0,7.363,3.0626412233,7305
13351,877,10,0.781873268,1,0.125,0.0625,0.0625,0,1.99303,0,0.4788,1.4357391563,7316
2599,894,10,0.675495099,0.25,0.0625,0.0625,0.0625,0,1.56873,0,0,11.3955513665,7293
1750,846,10,0.894814389,1,0.0625,0.0625,0.0625,0,0.72273,0,0,4.957904317,7297
3097,825,10,0.781783748,1,0.0625,0.0625,0.0625,0,0.50003,0.5605,0.8999,3.7621194168,7306
1922,848,10,0.764169397,0.25,0.0625,0.0625,0.0625,0,1.80695,0,0,15.4014587872,7276
3985,843,10,0.643912443,1,0.125,0.0625,0.0625,0,0.90816,0,0,1.7439449617,7266
2845,889,10,0.7112897,0.25,0.0625,0.0625,0.0625,0,2.54269,0,0,0.2518663917,7262
3391,845,10,0.605643893,0.5,0.0625,0.0625,0.0625,0,2.94896,0,0,2.4420010737,7378
542,831,10,0.794955446,1,0.0625,0.0625,0.0625,0,0.12041,0,0,17.8243810534,7235
2247,824,10,0.859691565,0.5,0.0625,0.0625,0.0625,0,0.51031,0,0,0.5522055048,7251
4258,815,10,0.641372777,0.5,0.125,0.0625,0.0625,0,0.27391,0,0,0.1956678257,7226
2888,1025,10,0.536963851,0.0625,0.0625,0.0625,0.0625,0,5.63715,1.2712,4.3724,6.4604786719,7358
5744,995,10,0.622147904,0.25,0.125,0.0625,0.0625,0,12.73174,0,0.4689,1.2906747444,7332
3673,843,10,0.582802449,0.25,0.0625,0.0625,0.0625,0,0.80076,0,0,2.1676224286,7340
5788,802,10,0.643753833,1,0.0625,0.25,0.0625,0,0.37233,0,0.1976,1.514283205,7222
5312,920,10,0.631930364,0.25,0.125,0.0625,0.0625,0,4.15487,0,0.3855,0.6841028768,7347
1775,815,10,0.794816135,1,0.0625,0.0625,0.0625,0,0.11418,0,0,1.0490500458,7217
4498,814,10,0.718573189,1,0.125,0.0625,0.0625,0,0.97775,0,0,3.1924019713,7393
2289,817,10,0.7796716,1,0.0625,0.0625,0.0625,0,0.47831,0,0,15.8619871213,7260
1716,814,10,0.81123582,1,0.25,0.0625,0.0625,0,0.27829,0,0,2.8653569247,7300
2732,796,10,0.815849748,1,0.0625,0.0625,0.0625,0,0.4408,0,0,2.0051852502,7302
2019,816,10,0.786448482,0.5,0.0625,0.0625,0.0625,0,0.3351,0,0,1.3602962212,7313
4498,838,10,0.783080745,1,0.125,0.125,0.0625,0,0.65439,0,0.3408,2.8632863583,7323
2870,851,10,0.824915995,1,0.0625,0.125,0.0625,0,0.45474,0,0,37.0344931284,7325
2015,883,10,0.920963789,1,0.0625,0.0625,0.0625,0,0.30644,0,1.6529,39.7575720868,7328
2332,884,10,0.858500395,1,0.0625,0.125,0.0625,0,0.32931,0,0,40.6784099113,7326
3732,967,10,0.548505584,0.25,0.0625,0.0625,0.0625,0,7.7686,0,0,1.9768251469,7383
7029,980,10,0.56179469,0.25,0.0625,0.0625,0.0625,0,14.95968,0,0.2215,3.2193230829,7354
10926,903,10,0.808891183,0.25,0.125,0.0625,0.0625,0,1.70136,0,0,0.628638098,7368
4162,854,10,0.730714053,1,0.125,0.125,0.0625,0,0.60556,0,1.4542,5.6164959744,7321
4047,854,10,0.712252516,1,0.125,0.0625,0.0625,0,0.56754,0,0,10.29516453,7322
1408,819,10,0.779584593,1,0.0625,0.0625,0.0625,0,1.26663,0,0,16.0087601606,7290
2565,806,10,0.82483209,1,0.0625,0.125,0.0625,0,0.165,0.3968,0.6579,0.8278702598,7218
7665,976,10,0.699841685,0.125,0.0625,0.5,0.0625,0,11.84277,0.2707,8.2073,0.48998295,7329
2652,815,10,0.71045919,1,0.0625,0.0625,0.0625,0,0.61414,0.375,0,2.4572283883,7392
2676,823,10,0.762962431,1,0.125,0.0625,0.0625,0,0.62104,0,0.4843,2.7143086211,7269
2980,821,10,0.780168707,1,0.0625,0.0625,0.0625,0,0.6627,0,0,15.6210210774,7259
4657,813,10,0.70019462,0.5,0.125,0.125,0.0625,0,1.04042,0,0,7.0127253014,7360
10874,810,10,0.817434098,1,0.125,1,0.0625,1,2.33526,0.1147,1.1993,1.8408379269,7227
666,837,10,0.744080731,0.5,0.0625,0.0625,0.0625,0,0.1625,0,0,17.4670528062,7231
528,836,10,0.804745502,1,0.0625,0.0625,0.0625,0,0.11545,0,0,1.7621444743,7233
5214,845,10,0.561000261,1,0.0625,0.0625,0.0625,0,4.27561,0,0,1.6830045921,7335
2324,861,10,0.761609262,0.25,0.0625,0.0625,0.0625,0,0.52856,0,0,2.6723643589,7371
4317,873,10,0.622166091,0.25,0.0625,0.0625,0.0625,0,1.43802,0,0,0.2675864211,7248
2505,866,10,0.530319813,0.25,0.0625,0.0625,0.0625,0,0.56023,0,0,0.8668481165,7336
3766,878,10,0.600575665,0.25,0.0625,0.125,0.0625,0,1.29168,0,0,0.0919394022,7247
1904,826,10,0.785257663,1,0.0625,0.0625,0.0625,0,1.81208,0,0,2.5841171996,7286
773,824,10,0.825265856,0.5,0.0625,0.0625,0.0625,0,0.70647,0,0,7.8047991696,7285
2508,803,10,0.784200478,1,0.0625,0.0625,0.0625,0,0.40829,0,0,5.5400718347,7308
3368,864,10,0.910879301,1,0.125,0.125,0.0625,0,0.50918,0,0,43.7056008246,7324
3288,867,10,0.718323037,0.25,0.0625,0.0625,0.0625,0,2.81214,0,0,0.0014145697,7375
2180,877,10,0.868927469,0.5,0.0625,0.0625,0.0625,0,0.48597,0,0,0.4991574903,7263
2250,940,10,0.893226462,0.25,0.0625,0.0625,0.0625,0,1.4595,0,0,2.3420439271,7412
1642,946,10,0.934265598,0.25,0.125,0.25,0.0625,0,0.34816,0,0,2.6303742434,7341
2784,948,10,0.697489089,0.25,0.0625,0.0625,0.0625,0,0.57845,0,0,2.0971766398,7408
6529,1036,10,0.602635528,0.0625,0.25,0.5,0.0625,0,1.42772,0.5155,14.4423,0.7489612009,7331
4201,819,10,0.604243629,0.5,0.0625,0.0625,0.0625,0,0.87755,0,0,1.5765310563,7361
3894,810,10,0.659473966,1,0.0625,0.0625,0.0625,0,0.2505,0,0.382,1.1266618368,7221
5393,898,10,0.516533759,0.25,0.0625,0.0625,0.0625,0,3.45039,0,0.3042,1.4808501778,7411
5690,932,10,0.623279883,0.25,0.125,0.0625,0.0625,0,30.08627,0,0,5.3213182133,7291
1627,818,10,0.85427993,1,0.0625,0.0625,0.0625,0,1.52397,0,0,0.6950820258,7271
1847,838,10,0.780546588,0.5,0.0625,0.0625,0.0625,0,0.42374,0,0,2.0275787728,7391
673,837,10,0.785972347,0.5,0.0625,0.0625,0.0625,0,0.63735,0,0,7.0380137127,7279
5743,910,10,0.558747919,0.25,0.0625,0.0625,0.0625,0,3.82933,0,0.3791,4.2191571806,7345
2688,848,10,0.709345446,0.25,0.0625,0.0625,0.0625,0,0.90646,0,0.4769,0.9760636618,7386
3566,938,10,0.516678287,0.25,0.0625,0.0625,0.0625,0,0.7354,0,0,1.1266568827,7407
1531,824,10,0.772466903,0.5,0.0625,0.0625,0.0625,0,0.09849,0,0,3.1529266292,7225
6184,880,10,0.606341184,0.25,0.0625,0.0625,0.0625,0,5.3606,0,0.6729,0.7532277973,7342
3232,863,10,0.864080203,1,0.0625,0.125,0.0625,0,0.42906,0,0,43.4200774437,7327
6026,907,10,0.681268289,0.5,0.125,0.25,0.0625,0,33.13185,0,0,8.5460233007,7309
5279,910,10,0.660249343,0.25,0.0625,0.0625,0.0625,0,3.24948,0.2425,0,2.0682789189,7348
5422,838,10,0.694717239,0.5,0.0625,0.0625,0.0625,0,1.78322,0,0,0.3072498096,7334
3014,1044,10,0.603659238,0.0625,0.0625,1,0.0625,0,4.36514,1.7241,65.9574,0.3347499886,7355
2678,921,10,0.942736295,0.25,0.0625,0.125,0.0625,0,15.3574,0,0,0.6574571016,7315
5213,879,10,0.663821194,0.5,0.0625,0.125,0.0625,0,2.00146,0,0,3.202756605,7366
2673,816,10,0.69010035,1,0.5,0.0625,0.0625,0,0.45242,0,0,4.9585625135,7307
2654,806,10,0.868616065,1,0.125,0.0625,0.0625,0,0.40635,0,0,0.9172559492,7301
474,859,10,0.807217825,0.5,0.0625,0.0625,0.0625,0,0.17869,0,2.2556,5.7986387438,7304
5227,875,10,0.72412698,0.5,0.125,0.0625,0.0625,0,2.09675,0,0,2.9159343839,7396
5583,891,10,0.679555377,0.5,0.0625,0.125,0.0625,0,2.22895,0,0,3.3462231483,7364
5342,865,10,0.711691597,0.25,0.0625,0.125,0.0625,0,4.44348,0,0.3484,1.193270449,7406
5792,888,10,0.78052507,0.25,0.0625,0.125,0.0625,0,3.60448,0,0,1.6221909402,7405
4367,883,10,0.754064497,0.25,0.0625,0.0625,0.0625,0,2.71079,0.3565,0.8014,1.4231001502,7402
2312,901,10,0.765474641,0.25,0.0625,0.0625,0.0625,0,1.45342,0,0,7.8356709107,7292
3113,893,10,0.722514948,0.25,0.0625,0.0625,0.0625,0,0.65934,0,0,1.7964801665,7401
3684,910,10,0.588713246,0.25,0.0625,0.0625,0.0625,0,2.79731,0,0,0.9170307812,7382
4172,920,10,0.621805806,0.25,0.0625,0.0625,0.0625,0,0.8525,0,0,2.0969412321,7400
3364,940,10,0.900657072,0.125,0.0625,0.0625,0.0625,0,2.80119,0,0,0.5231990832,7369
5113,956,10,0.933827874,0.25,0.0625,0.25,0.0625,0,0.72952,0,0.3831,0.5889427785,7314
7999,915,10,0.732110134,0.5,0.125,0.0625,0.0625,0,15.64034,0,0,0.3164484643,7367
52,929,10,0.71571002,0.0625,0.0625,0.0625,0.0625,0,0.0359,0,0,1.3010328801,7404
2702,923,10,0.663693807,0.125,0.0625,0.0625,0.0625,0,2.15744,0,0.463,0.6118148943,7350
5291,922,10,0.692766846,0.25,0.0625,0.0625,0.0625,0,1.16927,0,0,1.0386291112,7388
3397,921,10,0.58892893,0.25,0.0625,0.0625,0.0625,0,0.69948,0,0,2.6612934758,7399
4771,903,10,0.655463697,0.25,0.125,0.0625,0.0625,0,1.06563,0,0.33,0.136077811,7272
3993,912,10,0.585816044,0.25,0.0625,0.0625,0.0625,0,19.3892,0,0,2.7585693794,7381
2984,867,10,0.881555475,0.25,0.0625,0.125,0.0625,0,2.6181,0,0,6.3685967594,7294
3828,846,10,0.780786394,0.25,0.125,0.0625,0.0625,0,3.47036,0,0,1.7440908804,7275
2568,824,10,0.715382303,1,0.0625,0.0625,0.0625,0,0.40605,0,0,4.3440461427,7299
2254,837,10,0.766375753,0.25,0.0625,0.0625,0.0625,0,2.10209,0.5576,0,3.6140440754,7295
845,826,10,0.797033939,1,0.0625,0.0625,0.0625,0,0.7583,0,0,3.8685005742,7288
898,820,10,0.757810887,1,0.0625,0.0625,0.0625,0,0.82664,0,0,1.9353905299,7289
6923,875,10,0.663787684,0.5,0.0625,0.125,0.0625,0,6.22196,0,0.1724,4.6838963529,7344
2256,841,10,0.824369727,0.25,0.0625,0.0625,0.0625,0,2.06326,0.3802,0,5.4304365709,7278
1758,861,10,0.790206668,0.25,0.0625,0.25,0.0625,0,1.62726,0,22.0273,1.3263626238,7403
3529,850,10,0.64177533,0.5,0.0625,0.0625,0.0625,0,0.81842,0,0,2.8654143393,7394
2390,846,10,0.698255896,0.5,0.0625,0.0625,0.0625,0,0.55111,0,0,1.8194795687,7413
2998,832,10,0.651649071,0.5,0.0625,0.0625,0.0625,0,0.66505,0,0,12.8143515154,7258
5967,822,10,0.662072083,0.5,0.125,0.0625,0.0625,0,1.28271,0,0.2089,2.0421899389,7252
3372,887,10,0.720721102,0.25,0.0625,0.0625,0.0625,0,3.1449,0,0,9.4487528128,7254
2642,890,10,0.549724345,0.25,0.0625,0.5,0.0625,0,1.83587,0,44.6429,4.0723584171,7343
7285,998,10,0.670535881,0.0625,0.0625,0.5,0.0625,0,11.12029,0.4975,13.6238,1.6894665207,7359
2789,944,10,0.640495604,0.25,0.0625,0.0625,0.0625,0,0.59474,0,0,1.7676017901,7409
5038,885,10,0.537906861,0.25,0.125,0.0625,0.0625,0,3.29216,0,0,8.8287032053,7253
4733,882,10,0.640475703,0.25,0.0625,0.0625,0.0625,0,1.53612,0,0,1.3273184921,7246
4701,859,10,0.556316415,0.25,0.0625,0.0625,0.0625,0,4.3086,0,0,0.879479356,7374
4163,861,10,0.691740791,0.25,0.0625,0.0625,0.0625,0,3.66631,0,0,1.873685578,7376
461,832,10,0.743250172,1,0.0625,0.0625,0.0625,0,0.10517,0,0,2.5765950939,7240
8431,833,10,0.646210742,0.5,0.25,0.125,0.0625,0,1.92813,0,0.1527,0.3876787357,7237
2844,832,10,0.706639474,0.5,0.125,0.0625,0.0625,0,0.18295,0,0,1.3021206029,7223
2952,833,10,0.646367943,0.5,0.0625,0.0625,0.0625,0,0.67061,0,0,2.2755254593,7362
5634,821,10,0.626946483,0.5,0.125,0.25,0.0625,0,0.36243,0,0.3834,1.7087947125,7220
3604,828,10,0.693169274,1,0.125,0.0625,0.0625,0,0.23184,0,0,0.4543201213,7219
6415,873,10,0.835234382,0.25,0.0625,0.25,0.0625,0,1.9539,0,0,0.1903418737,7385
4751,848,10,0.683475438,1,0.125,0.0625,0.0625,0,1.0249,0,0.326,12.3335734841,7230
2105,721,25,0.734812966,0.125,0.0625,0.0625,0.0625,1,2.93951,0,0,0.0084468004,7474
3527,703,25,0.594746022,0.25,0.125,0.0625,0.0625,1,4.54983,0,0.5794,0.0040329007,7499
2170,706,25,0.438038914,0.125,0.0625,0.25,0.0625,1,2.37289,0.9862,34.1948,0.7497783664,7500
5312,707,25,0.678454679,0.25,0.0625,0.125,0.0625,1,4.46103,0,2.3121,9.8410232747,7416
1589,688,25,0.62926869,0.25,0.0625,0.0625,0.0625,1,3.07467,0.9756,0.7317,6.1935721865,7446
5871,698,25,0.56684619,0.25,0.25,0.0625,0.0625,0,5.07797,0,0.2892,3.0802845419,7453
2777,700,25,0.616569934,0.5,0.125,0.0625,0.0625,1,3.60261,0,0,0.0121669501,7422
4052,703,25,0.634291835,0.5,0.125,0.0625,0.0625,1,5.25605,0,0.398,4.1818726311,7466
1705,686,25,0.629828391,0.25,0.0625,0.0625,0.0625,1,3.26841,0,0,1.7943965351,7445
45,684,25,0.177827941,0.0625,0.0625,0.0625,0.0625,1,0.23777,0,44.4444,0.0478401587,7461
5027,711,25,0.647856359,0.5,0.125,0.0625,0.0625,1,9.29853,0,0,1.566016608,7456
7574,704,25,0.602629976,0.25,0.125,0.0625,0.0625,0,13.76546,0.39,0.4457,1.3417215761,7469
5793,726,25,0.571939386,0.25,0.0625,0.0625,0.0625,0,12.48283,0,2.0101,0.3474084684,7504
4119,714,25,0.715583457,0.5,0.125,0.0625,0.0625,1,3.10584,0,0,6.1855404062,7419
129,679,25,0.44074576,0.125,0.0625,0.0625,0.0625,0,0.83432,0,0,0.1226777064,7463
5516,710,25,0.655577762,0.25,0.25,0.0625,0.0625,0,10.14296,0,0,1.625005333,7503
3795,723,25,0.705678595,0.25,0.125,0.0625,0.0625,1,7.07823,0,0,9.8611798109,7439
322,686,25,0.389027259,0.0625,0.0625,0.0625,0.0625,1,0.61413,0,10.2564,0.0076329738,7465
2103,723,25,0.763823806,0.25,0.0625,0.0625,0.0625,1,2.93626,0,0,0.0089662079,7473
3013,717,25,0.627686087,0.5,0.125,0.0625,0.0625,1,5.75692,0,0,5.65481494,7485
3128,687,25,0.628494714,0.5,0.0625,0.0625,0.0625,1,21.71409,0,0.3861,1.5744901573,7436
1932,716,25,0.813531656,0.125,0.0625,0.0625,0.0625,1,2.52118,0,0,0.1807966772,7472
2672,719,25,0.564086754,0.5,0.0625,0.0625,0.0625,1,4.93536,0,0,4.496388955,7437
1718,691,25,0.661786267,0.25,0.0625,0.0625,0.0625,1,3.46851,0,0,3.6044736867,7447
1500,693,25,0.689807674,0.5,0.0625,0.0625,0.0625,1,2.97335,0,0,1.3730364433,7449
2710,698,25,0.749628506,0.25,0.0625,0.0625,0.0625,1,2.51185,0,0,4.495451827,7479
2278,705,25,0.710296201,0.5,0.0625,0.0625,0.0625,1,3.02711,0,0.4777,2.7444482042,7483
451,726,25,0.664883546,0.0625,0.0625,0.0625,0.0625,1,0.83477,0,0,4.5696390218,7475
3583,721,25,0.628397727,0.5,0.25,0.0625,0.0625,1,6.61905,0,0,10.0424407892,7438
