Población,Precipitación,"Edad infra","Índice ingreso","Falla infra","Presión mediática","Falta infra","Escasez",Hundimiento,"Enfermedades gastro","Sin drenaje","Sin agua",Encharcamientos,id
4399,750,50,0.684578024,1,0.25,0.0625,0.0625,1,4.12475,0,0,1.193270449,6455
0,745,50,0,1,0.0625,0.0625,0.0625,1,0,0,0,8.5460233007,6337
2873,745,50,0.755010522,0.5,0.0625,0.0625,0.0625,0,0.28279,0,0,6.5814659353,6287
860,744,50,0.743091015,0.5,0.0625,0.0625,0.0625,0,0.08884,0,0,15.6210210774,6289
2836,744,50,0.754352472,1,0.25,0.0625,0.0625,1,0.28501,0,0,3.4780008774,6338
5747,746,50,0.657270442,0.5,0.0625,0.0625,0.0625,1,0.42259,0,0.2596,1.5868852632,6367
4126,746,50,0.70316253,1,0.25,0.0625,0.0625,1,0.30601,0,0,3.527123017,6368
99,746,50,0.727482537,0.5,0.0625,0.0625,0.0625,1,0.00715,0,0,2.8632863583,6354
1136,756,50,0.712285671,0.5,0.0625,0.0625,0.0625,0,0.49844,0,0,0.5210468331,6379
5242,756,50,0.723119546,1,0.25,0.125,0.0625,1,2.35971,0,0,1.7303937017,6507
2255,736,50,0.819340892,0.25,0.0625,0.0625,0.0625,1,0.34379,0,0,1.2600186633,6270
5660,738,50,0.856342332,0.5,0.125,0.125,0.0625,1,0.83953,0,0,3.1089279879,6278
3901,736,50,0.718598719,0.25,0.0625,0.0625,0.0625,1,0.56871,0,0,0.6874356393,6271
1721,736,50,0.682767799,0.5,0.125,0.0625,0.0625,0,0.16213,0,0,0.6960116672,6272
2453,748,50,0.78227492,1,0.0625,0.0625,0.0625,1,0.50884,0,0,12.5458208579,6388
3975,747,50,0.748365174,1,0.125,0.125,0.0625,1,0.74103,0,0,4.0723584171,6384
4800,747,50,0.675705209,1,0.125,0.125,0.0625,1,0.67139,0,0,6.4604786719,6403
2091,748,50,0.771139558,1,0.0625,0.0625,0.0625,1,0.43029,0,0,6.5802216233,6372
4171,751,50,0.741225046,1,0.0625,0.0625,0.0625,1,3.9506,0,0,2.0969412321,6449
2794,757,50,0.642271494,0.5,0.0625,0.0625,0.0625,0,0.3901,0,0,0.0702263325,6517
2067,756,50,0.727300842,0.5,0.0625,0.0625,0.0625,0,0.28809,2.9412,0.7353,0.1669152143,6518
2848,757,50,0.721304427,0.5,0.0625,0.0625,0.0625,1,1.75263,0,0,1.0380918261,6516
3205,743,50,0.820935165,0.5,0.0625,0.0625,0.0625,1,1.69002,0.4678,0,0.9170307812,6429
4075,743,50,0.779219149,0.5,0.125,0.0625,0.0625,1,2.09373,0,0,1.9768251469,6430
1058,747,50,0.72686009,0.5,0.0625,0.0625,0.0625,1,0.45613,0,0,2.8654143393,6442
4564,750,50,0.812150564,0.5,0.0625,0.0625,0.0625,0,2.40756,0,0,2.4420010737,6425
4520,747,50,0.712977398,0.5,0.0625,0.0625,0.0625,0,2.36989,0,2.5755,2.7509654208,6427
4227,750,50,0.686851426,0.5,0.125,0.0625,0.0625,0,2.46465,0,0,4.5406340824,6421
6513,754,50,0.582932272,1,0.125,0.0625,0.0625,1,1.2694,0,0,9.1165852723,6348
4485,752,50,0.655403951,1,0.25,0.0625,0.0625,1,0.89396,0,0,2.0051852502,6331
2430,744,50,0.867881312,1,0.0625,0.0625,0.0625,1,0.46337,0,0,5.7516170567,6305
1499,746,50,0.869337329,1,0.0625,0.0625,0.0625,1,0.27669,0,0,4.1697027587,6327
5898,747,50,0.562097612,0.5,0.0625,0.0625,0.0625,1,5.55169,0.2613,0.2608,0.136077811,6299
1781,745,50,0.746861795,0.25,0.0625,0.0625,0.0625,1,1.69821,0,0,1.6670894373,6505
6124,753,50,0.657592373,1,0.0625,0.0625,0.0625,1,1.20892,0,0,1.3602962212,6343
2910,737,50,0.722935814,0.5,0.25,0.0625,0.0625,0,2.4043,0,0.3659,0.4991574903,6291
4853,737,50,0.650912846,0.5,0.125,0.0625,0.0625,0,3.85123,0,0.5348,0.5522055048,6280
5381,744,50,0.681028308,0.5,0.125,0.125,0.0625,1,0.78082,0,0,9.4266759506,6285
3582,744,50,0.696323771,0.5,0.0625,0.0625,0.0625,1,0.36116,0,0,16.1870063815,6286
2726,737,50,0.790535902,0.25,0.0625,0.0625,0.0625,1,0.40633,0,0,1.62446183,6268
3229,738,50,0.787222618,0.25,0.0625,0.0625,0.0625,1,0.49569,0,0,2.5765950939,6267
2093,734,50,0.783156028,0.25,0.0625,0.0625,0.0625,1,0.72021,0,0,0.1542811378,6530
5872,733,50,0.711618815,0.25,0.0625,0.25,0.0625,1,2.09099,0.9774,4.6426,0.4348952553,6529
2240,743,50,0.443646388,0.125,0.0625,0.5,0.0625,0,0.42392,0,41.9643,0.1033895542,6552
3358,727,50,0.60822826,0.25,0.0625,0.0625,0.0625,1,0.91709,0,0,1.3021206029,6252
2977,730,50,0.531970037,0.25,0.0625,0.0625,0.0625,1,0.77859,0,0,1.5130210566,6538
2063,748,50,0.724184247,0.5,0.0625,0.0625,0.0625,1,0.36404,0,0,7.0539886797,6309
5533,745,50,0.611964019,0.5,0.125,0.0625,0.0625,1,1.06366,0.3432,0.4118,3.9970588154,6486
8230,749,50,0.606857073,0.5,0.25,0.25,0.0625,1,1.58086,0,0.2192,16.0087601606,6315
2114,751,50,0.66068496,1,0.0625,0.0625,0.0625,1,0.39516,0,0,5.3719733726,6527
7672,751,50,0.636144272,1,0.125,0.125,0.0625,1,1.5352,0,0.1517,5.7986387438,6332
6268,742,50,0.616268422,0.5,0.25,0.125,0.0625,1,0.92262,0,0,2.2395930537,6277
2734,750,50,0.719522336,1,0.5,0.0625,0.0625,1,0.5791,0.3745,0.3741,37.0344931284,6357
1806,748,50,0.838513293,1,0.0625,0.0625,0.0625,1,0.35814,0,0,7.6647728265,6342
5069,734,50,0.653348146,1,0.125,0.0625,0.0625,1,1.28681,0,0,1.4063561995,6579
4789,731,50,0.670801434,1,0.125,0.125,0.0625,1,1.24706,0,0.2534,9.8288570178,6581
2563,721,50,0.674079193,0.5,0.125,0.0625,0.0625,1,0.66554,0,0,0.9434338746,6648
2322,721,50,0.653400251,0.5,0.0625,0.0625,0.0625,1,0.59975,0,0,0.8285214248,6646
4962,732,50,0.614930992,1,0.0625,0.125,0.0625,1,1.24286,0.2573,0.5988,0.4443793493,6607
1760,733,50,0.724392625,1,0.0625,0.0625,0.0625,1,0.82589,0,0,0.0565297177,6628
3097,731,50,0.672446937,1,0.0625,0.0625,0.0625,1,1.67783,0,0,3.9475403487,6608
2347,727,50,0.658288397,1,0.0625,0.0625,0.0625,1,0.60524,0,0,1.566016608,6613
3584,730,50,0.773921625,0.5,0.0625,0.0625,0.0625,0,1.8967,0,0,0.0076329738,6630
2166,725,50,0.793619784,0.5,0.125,0.0625,0.0625,1,0.59466,0,0,0,6632
3788,723,50,0.647408048,1,0.0625,0.0625,0.0625,0,0.99669,0,0,2.2193894225,6597
3131,723,50,0.656844654,1,0.0625,0.0625,0.0625,1,0.81675,0,0,2.25,6618
2021,722,50,0.647275271,0.5,0.0625,0.0625,0.0625,1,0.52626,0,0,0.6117144445,6659
4318,717,50,0.64728845,1,0.125,0.0625,0.0625,1,4.17325,0,0,5.3601023631,6558
6536,717,50,0.668830505,1,0.125,0.0625,0.0625,1,6.6874,0.1629,0.4881,13.625,6661
3552,719,50,0.703114308,1,0.0625,0.125,0.0625,1,3.74468,0,0,4.5116327156,6664
1524,716,50,0.734679705,1,0.0625,0.0625,0.0625,1,1.54479,0,0,3.7039452315,6662
2185,720,50,0.653156675,1,0.0625,0.0625,0.0625,0,0.27798,0,0,4.1994164992,6569
4337,713,50,0.725209802,1,0.125,0.0625,0.0625,1,0.59381,0,0.416,11.625,6584
4024,713,50,0.700610321,1,0.125,0.0625,0.0625,1,0.5268,0,0,6.2693494592,6585
4592,715,50,0.692917855,1,0.25,0.0625,0.0625,0,0.60494,0,0,9.8611798109,6583
7115,717,50,0.673176001,1,0.25,0.0625,0.0625,0,0.92987,0,0.3749,10.0424407892,6582
4487,706,50,0.699965498,1,0.125,0.0625,0.0625,1,0.61715,0,0,11.625,6605
948,704,50,0.739191011,1,0.0625,0.0625,0.0625,1,0.12304,0,0,2.6864015245,6644
5753,707,50,0.675351538,1,0.25,0.25,0.0625,1,0.77591,0.1995,0.5316,6.9146807486,6587
3933,722,50,0.614403814,0.5,0.0625,0.0625,0.0625,1,1.03825,0,0,2.2863173169,6619
5151,715,50,0.631986144,1,0.125,0.0625,0.0625,1,5.35313,0,0,4.6715443793,6557
2735,725,50,0.660498518,1,0.0625,0.0625,0.0625,1,0.71604,0,0,0.6468194387,6616
7219,730,50,0.668055253,1,0.125,0.0625,0.0625,1,1.84364,0,0.163,3.0802845419,6609
4299,726,50,0.785761867,0.5,0.0625,0.0625,0.0625,1,1.14078,0,0,0.4621082428,6615
2048,728,50,0.70333938,0.5,0.0625,0.0625,0.0625,1,0.55492,0,0,4.2912326672,6611
865,723,50,0.654609233,0.5,0.0625,0.0625,0.0625,1,0.22751,0,0,0.20374408,6660
3501,723,50,0.63243168,0.5,0.0625,0.0625,0.0625,1,0.92948,0,0,0.6874173276,6658
4228,734,50,0.690858477,1,0.0625,0.0625,0.0625,1,1.08383,0,0,0.0115010112,6657
5166,710,50,0.69276287,1,0.125,0.0625,0.0625,1,0.70269,0,0,7.7449098004,6572
4768,713,50,0.718027745,1,0.25,0.0625,0.0625,1,4.88498,0,0,13.625,6561
5447,712,50,0.701125954,1,0.0625,0.0625,0.0625,1,5.70258,0,0.1929,7.8975686838,6562
280,724,50,0,1,0.0625,0.0625,0.0625,1,0.02425,0,0,0.2639643283,6567
1838,721,50,0.641254794,0.5,0.125,0.0625,0.0625,0,0.49377,0,0.6397,0.0970430676,6598
3829,721,50,0.721272227,1,0.0625,0.0625,0.0625,1,10.56657,0,0,6.1855404062,6559
4540,715,50,0.668790964,1,0.125,0.0625,0.0625,1,4.48492,0,0,10.0080608899,6560
2176,737,50,0.756694024,1,0.0625,0.0625,0.0625,1,1.1516,0,0,1.1722579788,6626
2188,739,50,0.69680846,1,0.0625,0.0625,0.0625,1,1.09216,1.0811,0.5415,0.0478401587,6625
1413,737,50,0.754904792,1,0.0625,0.0625,0.0625,0,0.78448,0,0,0.0234951573,6636
4987,735,50,0.663662713,1,0.125,0.0625,0.0625,1,2.65607,0,0.5389,0.2812138393,6627
2486,723,50,0.641723485,1,0.25,0.0625,0.0625,1,0.66377,0,0,2.25,6620
3189,721,50,0.602028952,0.5,0.25,0.0625,0.0625,1,0.85994,0,0.3584,0.6212014619,6622
3084,722,50,0.64800615,1,0.0625,0.0625,0.0625,1,0.77761,0,0,0.7450333379,6621
3844,735,50,0.672393521,1,0.125,0.0625,0.0625,1,0.99265,0,0.2688,2.5507195429,6578
2002,715,50,0.699482364,1,0.125,0.0625,0.0625,1,0.27003,0,0,11.4571871338,6571
4156,724,50,0.664774127,1,0.0625,0.0625,0.0625,1,1.16,0,0,1.2161332986,6617
6622,710,50,0.733314823,1,0.125,0.125,0.0625,1,0.86566,0,0,5.1876173367,6586
3345,711,50,0.714892816,1,0.125,0.0625,0.0625,1,0.4486,0,0,6.7960343854,6602
3010,727,50,0.761882212,0.5,0.0625,0.0625,0.0625,1,0.82405,0,0,0,6631
6499,736,50,0.640212237,1,0.125,0.125,0.0625,1,1.63306,0,0,2.6335164158,6577
4475,720,50,0.677158325,1,0.0625,0.0625,0.0625,1,4.77818,0,0,13.1395769833,6556
4587,717,50,0.659179862,1,0.25,0.0625,0.0625,0,0.60315,0.2566,0,8.0612500011,6600
3996,719,50,0.647780874,1,0.125,0.0625,0.0625,0,0.49658,0,0,2.1259648663,6599
4180,721,50,0.592733977,0.5,0.125,0.0625,0.0625,1,1.14454,0,0,0.0084468004,6653
2536,726,50,0.758582744,0.5,0.0625,0.0625,0.0625,1,0.68956,0,0,0.1186870627,6639
3320,728,50,0.767051602,0.5,0.0625,0.125,0.0625,0,3.25834,0,0,0.2600422801,6638
3045,729,50,0.758385484,0.5,0.0625,0.25,0.0625,0,1.6109,0,0,4.1818726311,6637
3080,731,50,0.677679051,0.5,0.0625,0.0625,0.0625,0,1.65564,0,0,0.0089662079,6652
4723,732,50,0.62533024,0.5,0.125,0.0625,0.0625,0,2.53016,0,0,0.1226777064,6629
3497,734,50,0.638603052,0.5,0.0625,0.0625,0.0625,0,1.80738,0,0,0,6651
3696,736,50,0.650462732,0.5,0.125,0.125,0.0625,0,1.9535,0,0.3593,0.1807966772,6650
7049,734,50,0.637641318,1,0.125,0.25,0.0625,1,1.84614,0.2326,0.9265,1.04046355,6606
4441,731,50,0.549564016,0.5,0.0625,0.0625,0.0625,1,2.30521,0,0.6205,0.0438544105,6649
1100,733,50,0.850231044,1,0.0625,0.0625,0.0625,1,0.29124,0,0,1.5744901573,6580
3002,731,50,0.635717463,1,0.0625,0.0625,0.0625,1,0.76724,0,0.4005,3.6044736867,6591
2526,721,50,0.599851236,1,0.0625,0.0625,0.0625,0,0.32627,0,0,5.3879908273,6568
3703,726,50,0.760129392,1,0.25,0.125,0.0625,1,0.99548,0,0,4.5696390218,6654
3934,723,50,0.700535386,1,0.125,0.125,0.0625,1,1.02201,0,0,0.0004476329,6655
1508,736,50,0.746219902,1,0.0625,0.0625,0.0625,1,0.42282,0,0,3.8284712545,6656
2587,730,50,0.703681751,1,0.0625,0.0625,0.0625,0,0.68229,0,0,2.2535748294,6592
2225,740,50,0.811379571,1,0.0625,0.0625,0.0625,1,1.13647,0,0,0.1271423552,6624
1918,742,50,0.826963986,1,0.0625,0.125,0.0625,0,0.24934,0,0,1.5469208831,6634
2427,738,50,0.737376612,1,0.0625,0.0625,0.0625,0,1.39148,0,0,1.547042429,6635
2085,727,50,0.688936343,1,0.125,0.0625,0.0625,0,0.56015,0.5703,0,1.4209999941,6595
5946,728,50,0.696031794,1,0.25,0.125,0.0625,1,3.21732,0,0.3272,1.4200161816,6610
2534,728,50,0.666381971,1,0.0625,0.125,0.0625,1,0.69235,0,0,1.3730364433,6594
2634,740,50,0.730175016,1,0.125,0.0625,0.0625,1,0.69077,0,0,1.7495155008,6576
2104,726,50,0.622776649,0.5,0.0625,0.0625,0.0625,1,0.59102,0,0,5.0009443851,6614
2591,727,50,0.61974233,1,0.0625,0.125,0.0625,1,0.70227,0,0,5.8388210947,6612
2879,729,50,0.664754591,1,0.0625,0.125,0.0625,1,0.76122,0,0,1.3119780009,6593
17,725,50,0,0.5,0.0625,0.0625,0.0625,0,0.0046,0,0,2.2245690783,6596
0,729,50,0,1,0.0625,0.0625,0.0625,1,0,0,0,5.0829715936,6566
5795,719,50,0.698084341,1,0.125,0.0625,0.0625,0,0.64091,0.1947,0.4534,4.9414044441,6570
4817,729,50,0.648748332,1,0.25,0.125,0.0625,1,0.89298,0.3197,0.3195,7.0468183886,6565
7109,738,50,0.665008281,1,0.125,0.125,0.0625,1,1.76507,0.1597,0.9595,1.7943965351,6590
2678,740,50,0.716688015,1,0.0625,0.0625,0.0625,1,0.71738,0,0.5305,3.2845926044,6589
2543,704,50,0.748782779,0.5,0.0625,0.0625,0.0625,1,0.34105,0.6015,0.4511,1.7375671777,6645
1996,704,50,0.756316271,0.5,0.0625,0.0625,0.0625,1,0.26507,0.9328,0,1.6095871254,6647
4152,721,50,0.635064984,1,0.25,0.0625,0.0625,1,10.98529,0,0,9.8410232747,6555
2006,720,50,0.62279417,1,0.0625,0.0625,0.0625,1,0.288,0,0,6.7712760115,6663
4171,739,50,0.771966342,1,0.125,0.125,0.0625,1,1.11043,0,0,5.3092080557,6575
1837,739,50,0.76146949,1,0.0625,0.0625,0.0625,0,1.81807,0,0,0.2459924903,6643
1830,744,50,0.840655773,1,0.0625,0.0625,0.0625,1,0.24238,0,0,1.5194757619,6633
2656,742,50,0.808611544,1,0.0625,0.0625,0.0625,1,0.36128,0,0,1.0950756654,6623
1989,741,50,0.66832183,1,0.0625,0.0625,0.0625,1,1.04568,0,0,3.4270801426,6588
6450,743,50,0.739671822,1,0.25,0.25,0.0625,1,1.62654,0,0,5.8450398891,6574
1476,741,50,0.708298026,1,0.0625,0.125,0.0625,0,0.20044,0,0,0.3224903271,6642
1709,743,50,0.694421582,1,0.0625,0.125,0.0625,0,0.23425,0,0,0.246331466,6641
2442,745,50,0.820155173,1,0.0625,0.125,0.0625,0,0.29979,0,0,1.3417215761,6640
4427,709,50,0.69511548,1,0.0625,0.0625,0.0625,1,0.59926,0,0,0.0357371582,6603
3630,707,50,0.622244575,0.5,0.125,0.125,0.0625,1,0.49976,0,0,8.5461989596,6604
5194,710,50,0.665108619,0.5,0.25,0.0625,0.0625,0,5.47229,0,0,13.625,6563
5216,712,50,0.725589386,1,0.125,0.0625,0.0625,1,0.69737,0,0,6.729740847,6564
6783,706,50,0.739280812,1,0.125,0.0625,0.0625,1,0.90663,0,0,7.042831134,6573
5257,713,50,0.714775988,1,0.125,0.0625,0.0625,1,0.70826,0,0.2143,11.6114368275,6601
2435,720,50,0.749394441,0.25,0.0625,0.0625,0.0625,1,0.48395,0,0,4.545566893,7052
4965,692,50,0.428963234,0.25,0.0625,0.0625,1,0,0.67922,0.3562,0,0.6818476206,7018
4692,684,50,0.622648249,0.5,0.125,0.0625,0.0625,0,0.19281,0,0,0.316521938,6786
1922,699,50,0.773143543,0.5,0.0625,0.0625,0.0625,0,0.45553,0,0,1.2677243586,6780
4541,734,50,0.876533642,0.5,0.0625,0.0625,0.0625,1,0.93175,0,0,1.2110468833,6811
5904,703,50,0.656354691,1,0.25,0.125,0.0625,0,0.787,0,0,5.1960683058,6665
51,710,50,0,0.25,0.0625,0.0625,0.0625,1,0.00454,0,0,0.7756512144,6823
7744,746,50,0.688557239,1,0.25,0.125,0.0625,0,1.02658,0.1339,0.223,2.8072286879,6703
2522,750,50,0.766767382,1,0.0625,0.0625,0.0625,0,0.35487,0,0,5.560404378,6717
5247,732,50,0.642483378,0.5,0.0625,0.0625,0.0625,1,6.00742,0,0.5043,1.2474930409,6937
549,695,50,0.684780403,0.5,0.0625,0.0625,0.0625,1,0.052,0,0,1.5,7111
5248,693,50,0.49682756,0.5,0.125,0.125,0.0625,1,0.46303,0,2.1505,1.836449835,7050
3641,724,50,0.551094475,0.5,0.125,0.125,0.0625,0,0.49567,0,0,0.7917700871,6838
3207,702,50,0.650673677,0.5,0.0625,0.0625,0.0625,1,0.28694,0.8032,0,0.360955193,6670
3124,699,50,0.644267207,0.5,0.0625,0.0625,0.0625,0,0.28266,0,0,3.0962515065,6676
6432,702,50,0.60188809,0.5,0.125,0.125,0.0625,1,0.49754,0.3313,0.4645,2.0271972522,6681
933,699,50,0.513405314,0.5,0.0625,0.0625,0.0625,1,0.08415,0,0,0.25,6998
0,717,50,0,0.5,1,0.0625,0.0625,1,0.00085,0,0,1.690515834,6839
551,695,50,0.682121941,0.5,0.0625,0.0625,0.0625,1,0.0518,0,0,1.5,7112
509,699,50,0.543178844,0.5,0.0625,0.0625,0.0625,1,0.04735,0,0,0.3194745328,6999
820,695,50,0.679872405,0.5,0.0625,0.0625,0.0625,1,0.07603,0,0,4.453871907,6995
759,695,50,0.66471443,0.5,0.0625,0.0625,0.0625,1,0.06822,0,0,0.499352497,6994
3166,694,50,0.445549167,0.5,0.0625,0.0625,0.0625,0,0.22988,0,2.4182,0.4184951507,7048
8045,705,50,0.634255455,0.5,0.25,0.0625,0.0625,1,0.73821,0,0.297,1.4241992983,6699
5816,708,50,0.644226595,0.5,0.25,0.0625,0.0625,1,0.65482,0,0,0.8610131457,6708
6023,706,50,0.739590188,0.5,0.125,0.125,0.0625,1,0.6792,0,0,0.6185705552,6709
1542,744,50,0.868356079,1,0.0625,0.0625,0.0625,1,0.20605,0,0,2.897009381,6739
932,742,50,0.838248005,1,0.0625,0.0625,0.0625,0,0.12418,0,0,3.6410612442,6842
1274,743,50,0.838214105,1,0.0625,0.0625,0.0625,1,0.16689,0,0,3.2718615964,6731
1184,741,50,0.834577841,1,0.0625,0.0625,0.0625,1,0.1594,0,0,6.0344540888,6732
1130,740,50,0.752609491,1,0.0625,0.0625,0.0625,0,1.08483,0,0,3.6917341409,6843
2581,738,50,0.765530916,1,0.25,0.0625,0.0625,0,2.50264,0,0,3.1066901355,6719
3674,736,50,0.778799331,1,0.0625,0.0625,0.0625,1,5.83624,0,0,4.693061176,6742
3531,738,50,0.704956147,1,0.0625,0.0625,0.0625,0,0.47271,0,0,0.6981745342,7057
4491,658,50,0.67194107,0.25,0.0625,0.0625,0.0625,0,0.00338,0,0,3.4674836168,6736
5309,663,50,0.680824271,0.25,0.125,0.0625,0.0625,0,0.00399,0,0,0.6140238291,7041
2841,661,50,0.563393546,0.25,0.0625,0.0625,0.0625,0,0.65638,0,0,5.4979632102,6927
3526,660,50,0.658401775,0.25,0.0625,0.0625,0.0625,0,0.00265,0,0.4082,2.2635183203,6757
4851,663,50,0.519747895,0.5,0.125,0.0625,0.0625,0,0.00365,0,0,14.818321953,6756
0,662,50,0,0.5,0.0625,0.0625,1,0,0,0,0,1.2158911605,6772
2328,659,50,0.595404588,0.25,0.0625,0.0625,0.0625,0,0.53903,0,0,5.5,6928
4481,667,50,0.591001642,0.5,0.125,0.0625,0.0625,0,0.00337,0,0,4.00596001,6716
6728,671,50,0.573500292,0.5,0.25,0.0625,0.0625,0,0.00506,0,0,4.0655593266,6715
4273,684,50,0.629682649,0.5,0.125,0.0625,0.0625,0,1.48606,0.3707,0,6.3035734253,6832
1933,685,50,0.617714621,0.5,0.0625,0.0625,0.0625,0,0.69201,0,0,0.3763108991,6831
4092,678,50,0.640972049,0.5,0.125,0.0625,0.0625,0,1.46735,0,0,5.282380012,6690
3123,660,50,0.614350717,0.25,0.0625,0.0625,0.0625,0,0.72435,0,0,2.3692711447,6926
4195,665,50,0.722054905,0.25,0.0625,0.0625,0.0625,0,0.00315,0,0,0.75,6993
7828,726,50,0.595595095,1,0.125,0.125,0.0625,0,0.91194,0.2103,1.2618,0.8666131174,6744
7093,710,50,0.670739064,0.5,0.125,0.0625,0.0625,0,0.78327,0.2732,0.2729,1.999885906,7024
5139,700,50,0.696323917,0.5,0.0625,0.0625,0.0625,1,0.43961,0,0.4026,2.3317358403,6929
6313,702,50,0.699366843,0.5,0.125,0.0625,0.0625,1,0.51883,0,0,3.4029593185,6748
7923,700,50,0.778634268,0.5,0.0625,0.0625,0.0625,1,0.64525,0,0,0.0020369243,7042
5408,692,50,0.691678523,0.5,0.0625,0.0625,0.0625,1,0.51312,0,0,2.371197397,7009
0,688,50,0,0.5,0.0625,0.0625,0.0625,1,0,0,0,4.4267491241,7008
3654,677,50,0.658124528,0.5,0.0625,0.0625,0.0625,0,0.00275,0,0,3.5181019321,6727
2723,682,50,0.691524296,0.5,0.0625,0.0625,0.0625,0,0.11247,0,0,0,7006
6933,670,50,0.619443437,0.5,0.25,0.0625,0.0625,0,0.00521,0,0.2363,0.5886323948,6729
7052,673,50,0.583006877,0.5,0.25,0.125,0.0625,0,0.0053,0,1.2702,3.670654388,6733
1799,692,50,0.585150403,0.5,0.0625,0.0625,0.0625,0,0.16022,0,0,2.470424904,6915
3009,687,50,0.673648166,0.5,0.25,0.0625,0.0625,0,0.29469,0,0.3708,6.385292397,6678
6839,676,50,0.565597951,0.5,0.25,0.0625,0.0625,0,0.27095,0,0.3488,1.6622103442,6754
2708,681,50,0.626161564,0.5,0.0625,0.0625,0.0625,0,0.1146,0,0,4.1154602213,6711
5182,692,50,0.640626678,0.5,0.0625,0.25,0.0625,0,0.4687,1.1905,3.497,0.2108914428,6918
5999,684,50,0.660711259,0.5,0.125,0.0625,0.0625,0,0.24245,0,0.4199,0,7096
3276,685,50,0.663701766,0.5,0.0625,0.0625,0.0625,0,0.13325,0,0,0.5459258891,7004
11611,723,50,0.549031772,1,0.25,0.25,0.0625,0,1.28503,0.1511,0.4906,2.429959046,6724
4701,679,50,0.679815753,0.5,0.0625,0.0625,0.0625,0,0.19129,0,0,3.6653823063,6712
2955,687,50,0.684333604,0.5,0.0625,0.0625,0.0625,0,1.35313,0.6757,0.5618,0.3740732876,7089
10357,672,50,0.62804277,0.5,0.25,0.125,0.0625,0,0.00779,0,0.3351,1.5222105813,6844
5668,684,50,0.598263022,0.5,0.125,0.0625,0.0625,0,0.22477,0,0,0.0332468343,6752
1565,678,50,0.55957065,0.5,0.0625,0.0625,0.0625,0,0.07032,0,0.7481,0,7098
7285,680,50,0.643448462,0.5,0.0625,0.0625,0.0625,0,0.3134,0,0,0,7097
4101,675,50,0.669707649,0.5,0.125,0.0625,0.0625,0,0.00308,0.3148,0,0.8880677462,6728
5712,673,50,0.633708704,0.5,0.25,0.0625,0.0625,0,0.00429,0.2755,0.2069,0.6309319903,6714
3845,678,50,0.654434027,0.5,0.0625,0.0625,0.0625,0,1.41043,0,0,1.3530155384,6713
495,683,50,0.619122144,0.5,0.0625,0.0625,0.0625,0,0.01993,0,0,0,7005
5364,683,50,0.53304131,0.5,0.0625,0.0625,0.0625,0,1.92407,0.6565,0.5848,0,7055
4342,684,50,0.624817164,0.5,0.0625,0.0625,0.0625,0,1.85042,0,0.2814,0.1625562741,6836
3923,686,50,0.663559385,0.5,0.0625,0.0625,0.0625,0,1.42883,0,0,0,7054
4665,695,50,0.709994213,0.5,0.0625,0.0625,0.0625,1,0.4433,0,0.3436,1.3721907646,6750
1103,685,50,0.694553483,0.5,0.0625,0.0625,0.0625,0,0.48382,0,0,3.9883189581,6689
1676,685,50,0.752309,0.5,0.0625,0.0625,0.0625,0,0.73469,0,0,6.875,6688
1868,717,50,0.679749106,1,0.0625,0.0625,0.0625,0,0.20533,0.8264,5.5785,1.0901863036,6932
4849,704,50,0.643297643,0.5,0.125,0.0625,0.0625,1,0.38541,0,0,1.0510547984,6747
3979,706,50,0.749948465,0.5,0.0625,0.125,0.0625,1,0.4509,0,0,2.6647953247,6925
2181,708,50,0.788091648,0.5,0.0625,0.0625,0.0625,0,0.18562,0,0,0.0289943734,7014
1766,708,50,0.800013146,0.5,0.0625,0.0625,0.0625,1,0.15226,0,0,0.0315804672,6924
6400,722,50,0.650371895,1,0.25,0.0625,0.0625,0,0.75726,0,0.5604,2.4365717884,6745
5691,715,50,0.656957886,1,0.5,0.0625,0.0625,0,0.67851,0.6701,0.5957,1.3683973846,6746
1498,665,50,0.870419493,0.25,0.0625,0.0625,0.0625,0,0.00113,0,0,0.0226120873,7040
1733,663,50,0.727246301,0.25,0.0625,0.0625,0.0625,0,0.0013,0,0,0.75,7106
2130,665,50,0.750093979,0.25,0.0625,0.0625,0.0625,0,0.48842,0,0,0.75,7104
2044,663,50,0.681418566,0.25,0.125,0.0625,0.0625,0,0.4692,0,0,0.7477582151,7105
2030,665,50,0.751015538,0.25,0.0625,0.0625,0.0625,0,0.46898,0,0,0.7311252198,7103
5438,674,50,0.595647673,0.5,0.125,0.125,0.0625,0,0.00409,0,0,1.7111968527,6702
1205,690,50,0.857833029,0.5,0.0625,0.0625,0.0625,0,0.11278,0,0,0.2205580146,6920
1361,691,50,0.793155653,0.5,0.0625,0.0625,0.0625,0,0.1327,0,0,6.4757470685,6919
4715,681,50,0.629264019,0.5,0.125,0.125,0.0625,0,1.57812,0,0.2457,4.1220716565,6686
4075,666,50,0.598022696,1,0.125,0.0625,0.0625,0,0.00306,0.2933,0.9775,8.0849652759,6735
4024,690,50,0.463956901,0.5,0.0625,0.125,0.0625,1,1.36688,0,6.2762,4.2274911041,7094
2371,694,50,0.708280401,0.5,0.125,0.0625,0.0625,0,0.23004,0,0,4.3813870443,6672
4498,680,50,0.586827382,0.5,0.25,0.0625,0.0625,0,0.18892,0,0.2688,0.0105015411,6753
4934,684,50,0.660213755,0.5,0.125,0.0625,0.0625,0,2.1651,0,0.273,1.653291885,6835
