exposi_a,exposi_b,exposi_c,exposi_d,resili_a,resili_b,resili_c,resili_d,resili_e,suscep_a,suscep_b,suscep_c,suscep_d,suscep_e,exposi,resili,suscep,vulnera,id
0.0057,0.019917948717949,0.0,0.118447028885772,0.059027768807889,0.344919896860352,0.76615,0.092099648891876,0.569496578356928,0.875,0.972902659303127,0.338,0.013422205419836,0.0764,0.052,0.42,0.455,0.412,16
0.0153,0.007924102564103,0.0,0.002022135603262,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.011,0.434,0.395,0.33,17
0.0092,0.017089230769231,0.0,0.002022135603262,0.065050140720012,0.353591420960123,0.71357,0.092099648891876,0.575418541784642,0.857,0.99697344165284,0.0,0.0,0.0555,0.015,0.415,0.382,0.337,18
0.0215,0.007808205128205,0.0,0.002022135603262,0.063931420540916,0.345601930726582,0.65549,0.092099648891876,0.569496578356928,0.857,0.841812467015206,0.0,0.006488510821285,0.0511,0.013,0.399,0.351,0.325,19
0.014,5.12820513e-07,0.0,0.002022135603262,0.054583234375172,0.341646071851866,0.65787,0.092099648891876,0.60366139504147,0.9045,0.999999999999999,0.0,4.082208618e-06,0.0707,0.005,0.404,0.395,0.347,20
0.049,0.000790256410256,0.0,0.118447028885772,0.089794784016901,0.342766149608111,0.58079,0.092099648891876,0.580866301791077,0.857,0.463906834011599,0.0,0.0,0.293,0.054,0.388,0.323,0.342,21
0.1808,0.007747179487179,0.014222222222222,0.118447028885772,0.123509929140227,0.304895037138011,0.64303,0.092099648891876,0.569496578356928,0.875,0.999952704622717,0.0,0.008022211726687,0.1952,0.105,0.386,0.416,0.446,22
0.0364,0.004962051282051,0.0,0.118447028885772,0.091545508862595,0.215823766619453,0.52149,0.593687576235249,0.569496578356928,0.875,0.867520433229338,0.0,0.0,0.8994,0.053,0.373,0.528,0.499,23
0.0565,0.111208717948718,0.013283950617284,0.118447028885772,0.038376728619964,0.373069204161065,0.78278,0.593687576235249,0.569496578356928,0.857,0.213096551342143,0.0,0.015230238043622,0.0785,0.131,0.483,0.233,0.265,24
0.0102,0.012570256410256,0.0,0.118447028885772,0.013287239016546,0.35730532797845,0.93157,0.593687576235249,0.569496578356928,0.875,0.000773643338308,0.0,0.016753551831047,0.1203,0.049,0.504,0.203,0.17,25
0.0041,0.001448205128205,0.0,0.002022135603262,0.036508228505664,0.468568450697086,0.62849,0.593687576235249,0.552907607264407,0.9045,1.000000000000036,0.0,1.2484214201e-05,0.0494,0.003,0.487,0.391,0.284,26
0.0237,0.007750769230769,0.0,0.002022135603262,0.076623504331581,0.460914110006198,0.6281,0.593687576235249,0.55498261487559,0.9045,0.971234845594541,0.0,6.0748197441e-05,0.0758,0.013,0.488,0.39,0.289,27
0.009,0.002525128205128,0.0,0.002022135603262,0.017869617915954,0.378849597891979,0.65096,0.593687576235249,0.569496578356928,0.857,1.000000000000013,0.0,0.002091217338674,0.0645,0.005,0.457,0.385,0.302,28
0.0171,0.014494358974359,0.0,0.002022135603262,0.038253586548846,0.421639386988738,0.66628,0.593687576235249,0.569496578356928,0.857,1.000000000000032,0.0,0.012026263030282,0.0743,0.015,0.479,0.389,0.296,29
0.0108,0.016655384615385,0.0,0.002022135603262,0.067294808276906,0.389691002940208,0.68977,0.593687576235249,0.569496578356928,0.857,0.999999999999979,0.0,5.368225791e-06,0.0606,0.015,0.474,0.384,0.296,30
0.0462,0.051924615384615,0.0,0.002022135603262,0.036155488698476,0.374200748760926,0.70934,0.593687576235249,0.569496578356928,0.857,0.996795513551859,0.0,0.002885250287186,0.0622,0.049,0.468,0.384,0.325,31
0.0274,4.102564103e-06,0.0,0.002022135603262,0.074239564782948,0.328743278398802,0.58873,0.593687576235249,0.576347246685972,0.857,0.000459119250831,0.0,3.488609273e-06,0.4365,0.009,0.431,0.259,0.234,32
0.0075,0.0,0.0,0.002022135603262,0.034730959972883,0.298345403706667,0.63704,0.593687576235249,0.60366139504147,0.9045,0.991658263668211,0.0,0.0,0.0581,0.003,0.43,0.391,0.324,33
0.0355,0.001733333333333,0.0,0.118447028885772,0.032935422388636,0.26309159396815,0.444,0.593687576235249,0.569496578356928,0.875,0.999999999999989,0.0,4.32600371e-06,0.899,0.05,0.371,0.555,0.517,34
0.0086,0.0,0.0,0.528793899352709,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.172,0.205,0.208,0.475,35
0.0059,0.0,0.0,0.528793899352709,0.134051334347583,0.009838425877703,0.59649,0.593687576235249,0.755012155248105,0.915,0.000521719284538,0.0,0.0,0.1549,0.171,0.347,0.214,0.377,36
0.0181,0.0,0.0,0.528793899352709,0.126660876847524,0.008261920317481,0.54513,0.593687576235249,0.764616701018876,0.915,0.687188419884804,0.0,0.0,0.1724,0.175,0.337,0.355,0.488,37
0.0026,0.0,0.0,0.528793899352709,0.054536592002144,0.00786367190424,0.55762,0.593687576235249,0.772163762058487,0.915,0.000233216631617,0.0,0.0,0.1298,0.17,0.334,0.209,0.382,38
0.0,0.0,0.0,0.528793899352709,0.072115247876777,0.006544896762129,0.54801,0.593687576235249,0.772163762058487,0.915,0.0,0.0,0.0,0.0964,0.169,0.333,0.202,0.377,39
0.0091,0.0,0.0,0.528793899352709,0.02385107745765,0.010682014270317,0.52142,0.593687576235249,0.832778937984413,0.915,0.0,0.0,0.0,0.23,0.172,0.337,0.229,0.396,40
0.0083,0.0,0.0,0.528793899352709,0.022154888107269,0.008342621199879,0.57446,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.1084,0.172,0.334,0.405,0.524,41
0.012,0.0,0.0,0.528793899352709,0.022653840474858,0.010306745661738,0.48065,0.593687576235249,0.832778937984413,0.915,0.622248754827145,0.0,0.0,0.1574,0.173,0.328,0.339,0.481,42
0.0736,0.002263076923077,0.0,0.528793899352709,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.194,0.341,0.399,0.53,43
0.044,0.0,0.0,0.528793899352709,0.116229684446511,0.005596323552836,0.68369,0.593687576235249,0.636327183093808,0.8145,0.029220459118211,1.0,2.3361523235e-05,0.1256,0.183,0.337,0.394,0.521,44
0.088,0.0,0.0,0.528793899352709,0.113736889428421,0.006444985803346,0.6849,0.593687576235249,0.636484130548406,0.915,0.0,1.0,0.0,0.1326,0.197,0.338,0.41,0.542,45
0.0565,0.0,0.0,0.528793899352709,0.117370215852245,0.00489470488672,0.6488,0.593687576235249,0.636421028317603,0.915,0.000277685367472,1.0,1.036659274e-05,0.1363,0.187,0.33,0.41,0.541,46
0.0082,0.0,0.0,0.528793899352709,0.021738235451958,0.004121450138034,0.60819,0.593687576235249,0.680149327370227,0.915,0.0,0.0,0.0,0.8958,0.172,0.321,0.362,0.502,47
0.0256,0.0,0.0,0.528793899352709,0.006371204965513,0.008282591860555,0.58316,0.593687576235249,0.636327183093808,0.915,0.0,0.0,0.0,0.8049,0.177,0.307,0.344,0.503,48
0.0742,0.013572820512821,0.024506172839506,0.173335101478441,0.176105538400902,0.017911654843246,0.63353,0.593687576235249,0.782786121578722,0.915,0.01742096507682,0.0,0.00281965999234,0.1722,0.096,0.367,0.221,0.314,49
0.0081,0.0,0.0,0.528793899352709,0.193246395573038,0.007057675785987,0.56174,0.593687576235249,0.772163762058487,0.915,0.439780632658808,1.0,0.0,0.1448,0.172,0.348,0.5,0.581,50
0.036,0.0,0.0,0.528793899352709,0.140448498821526,0.005628420583505,0.525,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.1289,0.181,0.335,0.409,0.532,51
0.0161,0.0,0.0,0.528793899352709,0.145730980568978,0.005506595878916,0.57389,0.593687576235249,0.772163762058487,0.915,0.000596097003594,1.0,0.0,0.1707,0.174,0.345,0.417,0.526,52
0.0126,0.0,0.0,0.528793899352709,0.081035652079868,0.003693379340232,0.52434,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.1835,0.173,0.328,0.42,0.539,53
0.0,0.0,0.0,0.528793899352709,0.002821197634539,0.00425542244332,0.48127,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.2162,0.169,0.312,0.426,0.552,54
0.009,0.0,0.0,0.173335101478441,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.058,0.362,0.347,0.381,55
0.2338,0.000175897435897,0.0,0.173335101478441,0.119744680326977,0.012270994891864,0.59217,0.593687576235249,0.832778937984413,0.915,0.61432285506192,0.0,0.0,0.2387,0.13,0.361,0.354,0.438,56
0.0,0.0,0.0,0.173335101478441,0.12745924290748,0.01144642927473,0.60837,0.593687576235249,0.832778937984413,0.915,0.0,0.0,0.0,0.2163,0.055,0.365,0.226,0.29,57
0.0232,0.0,0.0,0.173335101478441,0.01588842289471,0.007960820025884,0.34013,0.593687576235249,0.832778937984413,0.915,0.0,0.0,0.0,0.0,0.063,0.299,0.183,0.312,58
0.0068,0.0,0.0,0.173335101478441,0.010357576638,0.010719205351468,0.49144,0.593687576235249,0.832778937984413,0.915,0.0,0.0,0.0,0.2353,0.058,0.33,0.23,0.32,59
0.1452,7.5384615385e-05,0.0,0.173335101478441,0.005873737341773,0.011942616825671,0.0,0.593687576235249,0.778735055644931,0.915,0.0,0.0,0.0,0.65,0.102,0.22,0.313,0.489,60
0.0074,0.0,0.0,0.173335101478441,0.002147137021102,0.014503179911568,0.56872,0.593687576235249,0.832778937984413,0.915,1.0,0.0,0.0,0.3889,0.058,0.346,0.461,0.474,61
0.0439,0.000250256410256,0.000456790123457,0.173335101478441,0.064928092121174,0.015299637920124,0.5777,0.593687576235249,0.798790828642929,0.915,0.0,1.0,5.198618919e-05,0.2804,0.07,0.347,0.439,0.466,62
0.0015,0.000531282051282,0.000962962962963,0.173335101478441,0.071361837668593,0.014343404897433,0.52807,0.593687576235249,0.792359194523095,0.915,0.0,1.0,0.00011032830822,0.1429,0.057,0.336,0.412,0.445,63
0.0123,6.153846154e-06,1.2345679012e-05,0.173335101478441,0.087387481004895,0.014213445166137,0.50315,0.593687576235249,0.832778937984413,0.915,0.006919209177486,1.0,1.311628863e-06,0.1277,0.059,0.341,0.41,0.441,64
0.0657,0.0,0.0,0.173335101478441,0.07714442071276,0.01283659195138,0.47009,0.593687576235249,0.832778937984413,0.915,0.185837674950225,1.0,0.0,0.1456,0.076,0.333,0.449,0.487,65
0.1064,0.000231282051282,0.00041975308642,0.173335101478441,0.003166918703758,0.015848831630107,0.0,0.593687576235249,0.832778937984413,0.915,0.0,1.0,4.8084322598e-05,1.0,0.09,0.233,0.583,0.664,66
0.0084,0.001812307692308,0.0,0.173335101478441,0.146765163338825,0.018951449407906,0.5903,0.593687576235249,0.822264221621622,0.915,0.118605963167081,0.0,0.0,0.3312,0.059,0.364,0.273,0.327,67
0.0121,0.002945128205128,0.0,0.985757120248439,0.210187355095027,0.020118522470396,0.5993,0.593687576235249,0.832209905898756,0.829,0.0,0.0,0.0,0.3413,0.321,0.375,0.234,0.479,68
0.0155,0.002527692307692,0.003382716049383,0.985757120248439,0.070247837501478,0.026012730926262,0.5967,0.593687576235249,0.822816467084942,0.829,0.0,0.0,0.000389352533665,0.8259,0.323,0.361,0.331,0.559,69
0.0462,0.0,0.0,0.528793899352709,0.148603446409005,0.003185206660512,0.56228,0.593687576235249,0.772163762058487,0.915,0.001013119124572,1.0,0.0,0.1727,0.184,0.342,0.418,0.536,70
0.0612,0.0,0.0,0.528793899352709,0.114392736073909,0.003249836504598,0.50213,0.593687576235249,0.772163762058487,0.915,0.000225604692178,0.0,0.0,0.1989,0.189,0.327,0.223,0.411,71
0.0605,0.0,0.0,0.528793899352709,0.167078473328656,0.001940482302494,0.47117,0.593687576235249,0.772163762058487,0.915,0.777021420694132,0.0,0.0,0.1346,0.189,0.326,0.365,0.513,72
0.0085,0.0,0.0,0.528793899352709,0.108617120235852,0.00709132086791,0.44889,0.593687576235249,0.832778937984413,0.915,0.058656397284458,0.0,0.0,0.4706,0.172,0.329,0.289,0.444,73
0.0186,0.0,0.0,0.528793899352709,0.062314502078686,0.005916905056003,0.42579,0.593687576235249,0.832778937984413,0.915,0.0,0.0,0.0,0.1354,0.175,0.32,0.21,0.396,74
0.0125,0.0,0.0,0.993625655373331,0.034816392990643,0.002789708796735,0.55213,0.593687576235249,0.648274133308308,0.8145,0.233094905760886,1.0,0.002581365948557,0.0959,0.322,0.304,0.429,0.669,75
0.0175,0.032186666666667,0.0,0.993625655373331,0.034247115124666,0.002210929043206,0.59432,0.593687576235249,0.700740253303303,0.8145,0.0,0.0,0.01337293960356,0.0739,0.344,0.323,0.18,0.494,76
0.0094,0.022373333333333,0.0,0.0,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.017,0.402,0.233,0.241,77
0.0205,0.029259487179487,0.001,0.0,0.032289562906849,0.516996801880226,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.031275904366568,0.1925,0.026,0.397,0.238,0.255,78
0.0174,0.000538461538462,0.0,0.0,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.006,0.41,0.227,0.224,79
0.0246,0.066325128205128,0.0,0.0,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.05,0.41,0.238,0.263,80
0.0297,0.02154358974359,0.0,0.0,0.021311593160911,0.508838266225901,0.0,0.593687576235249,0.637514501987702,0.952,0.0,0.0,0.011062322732123,0.2056,0.023,0.393,0.234,0.253,81
0.0161,0.012451282051282,0.0,0.0,0.028172348992188,0.482585759615299,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.001461357262844,0.2191,0.013,0.383,0.237,0.255,82
0.0655,0.018030256410256,0.0,0.0,0.013127005320868,0.511808876780448,0.0,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.01498237328245,0.1133,0.032,0.381,0.216,0.255,83
0.0099,0.018178974358974,0.0,0.0,0.026034547193341,0.52546967026823,0.0,0.593687576235249,0.640234322000572,0.952,0.0,0.0,0.013521557940879,0.1166,0.015,0.4,0.216,0.229,84
0.0254,0.0,0.0,0.0,0.005900890130933,0.487992757285965,0.7505,0.593687576235249,0.699814926208351,0.952,0.0,0.0,0.0,0.152,0.008,0.545,0.221,0.124,85
0.0219,0.162956923076923,0.0,0.0,0.042701602011682,0.49793050531408,0.67558,0.593687576235249,0.637514501987702,0.952,0.0,0.0,0.068587724555543,0.1342,0.111,0.525,0.231,0.219,86
0.0113,0.138204615384615,0.0,0.0,0.105507316854145,0.441746812013492,0.83424,0.593687576235249,0.637514501987702,0.9305,0.0,0.0,0.125516503785938,0.2147,0.092,0.541,0.254,0.211,87
0.02,0.0,0.0,0.0,0.022624112137097,0.493043959422676,0.74315,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1064,0.006,0.523,0.212,0.132,88
0.0236,0.00844,0.0,0.0,0.012694629483127,0.486454842123167,0.71297,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.0372,0.013,0.513,0.198,0.134,89
0.0171,0.034237435897436,0.0,0.0,0.020356603864133,0.466953363511567,0.73725,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.0927,0.027,0.511,0.209,0.154,90
0.0149,0.0,0.0,0.0,0.004993436780047,0.471663180614392,0.78183,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1673,0.005,0.52,0.224,0.142,91
0.0211,0.0,0.0,0.0,0.004614209253423,0.465491677388826,0.75835,0.593687576235249,0.660007344344344,0.952,0.0,0.0,0.0,0.1636,0.007,0.53,0.223,0.136,92
0.0125,0.0,0.0,0.0,0.003445558449617,0.46621578842343,0.85608,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.0733,0.004,0.533,0.205,0.119,93
0.0181,0.0,0.0,0.0,0.003306004298946,0.464420577047032,0.87209,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1184,0.006,0.535,0.214,0.125,94
0.0034,0.0,0.0,0.0,0.002722547866844,0.460803923155849,0.85743,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1323,0.001,0.531,0.217,0.126,95
0.0508,1.538461538e-06,0.0,0.0,0.009778832239258,0.452555521149183,0.78394,0.593687576235249,0.693098347769198,0.952,0.0,0.0,2.23284023e-06,0.1463,0.016,0.537,0.22,0.135,96
0.0309,0.012120512820513,0.0,0.0,0.036126936457011,0.458312050248856,0.73468,0.593687576235249,0.665991104329329,0.952,0.0,0.0,0.019718856704238,0.0866,0.018,0.526,0.212,0.139,97
0.0351,0.0,0.0,0.0,0.004230859074721,0.456201519708863,0.83856,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.097,0.011,0.525,0.21,0.133,98
0.059,0.0,0.0,0.0,0.004960547423517,0.455595673681102,0.86399,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1264,0.019,0.53,0.216,0.139,99
0.0021,0.0,0.0,0.0,0.003656164477412,0.45267896879983,0.83919,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.1063,0.001,0.524,0.212,0.128,100
0.0023,0.066281025641026,0.035987654320988,0.0,0.025740543892038,0.631391127011868,0.80993,0.593687576235249,0.575888998094523,0.966,0.0,0.0,0.046907641303798,0.2574,0.055,0.592,0.254,0.148,101
0.0292,0.002212307692308,0.007987654320988,0.0,0.023827916890406,0.603415289455334,0.74281,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.046554528074097,0.0696,0.013,0.567,0.214,0.107,102
0.0189,0.102074358974359,0.000271604938272,0.0,0.032218159033257,0.657752947744574,0.75948,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.052420719752227,0.1196,0.071,0.593,0.225,0.138,103
0.0091,0.0,0.0,0.0,0.02305295417432,0.635695568691061,0.68559,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.000287798943762,0.0398,0.003,0.568,0.198,0.088,104
0.0271,0.0,0.0,0.0,0.033636124945018,0.594642911369121,0.69859,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.004553655030013,0.0539,0.009,0.555,0.202,0.104,105
0.0036,0.0,0.0,0.0,0.017377183928614,0.569423083439309,0.72405,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.011295703087416,0.0574,0.001,0.549,0.204,0.104,106
0.1084,0.0,0.0,0.0,0.01192395857448,0.552994724225756,0.67476,0.593687576235249,0.575888998094523,0.952,0.047636318304355,0.0,0.002586925361534,0.08,0.035,0.532,0.216,0.149,107
0.0263,0.0,0.0,0.0,0.015271638931412,0.537677994868241,0.69513,0.593687576235249,0.575888998094523,0.952,0.130446282104746,0.0,0.007791148843672,0.0523,0.008,0.53,0.229,0.141,108
0.0166,0.016727692307692,0.0,0.0,0.009566757643053,0.478553266868278,0.61877,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.0636,0.016,0.491,0.203,0.156,109
0.1987,0.017551794871795,0.0,0.0,0.008934171602803,0.466529829628816,0.65243,0.593687576235249,0.575888998094523,0.952,0.0,0.0,0.0,0.0305,0.075,0.493,0.197,0.192,110
0.1455,0.014526666666667,0.0,0.0,0.01798339633136,0.436921122838838,0.86865,0.593687576235249,0.637514501987702,0.952,0.0,0.0,0.004216049165218,0.1349,0.056,0.537,0.218,0.162,111
0.3552,0.072409743589744,0.0,0.0,0.07478368349112,0.411846645598577,0.6972,0.593687576235249,0.635265638213213,0.952,0.0,0.0,0.099574273873056,0.0689,0.16,0.498,0.224,0.269,112
0.0093,0.003313333333333,0.0,0.0,0.022053028991242,0.580763413124084,0.61981,0.593687576235249,0.563844982403832,0.952,0.0,0.0,0.002139916226523,0.047,0.005,0.531,0.2,0.117,113
0.0088,0.008162051282051,0.0,0.0,0.023729667274691,0.561052241993065,0.77242,0.593687576235249,0.543965938420564,0.952,0.0,0.0,0.0,0.0529,0.008,0.549,0.201,0.107,114
0.0081,0.010400512820513,0.0,0.0,0.027237190241134,0.420054488850901,0.68225,0.593687576235249,0.641183647139997,0.952,0.0,0.0,0.008445049828982,0.0544,0.009,0.495,0.203,0.148,115
0.0282,0.04786358974359,0.0,0.0,0.016511765749375,0.445207656937455,0.74541,0.593687576235249,0.550444362948663,0.952,0.0,0.0,0.001759663565608,0.0512,0.04,0.498,0.201,0.166,116
0.1892,0.018825128205128,0.0,0.0,0.022086086795576,0.40824109148851,0.73766,0.593687576235249,0.617155062383812,0.952,0.0,0.0,0.006594779945591,0.0501,0.073,0.496,0.202,0.192,117
0.0195,0.00676358974359,0.0,0.0,0.008565385747641,0.402244138350629,0.71546,0.593687576235249,0.656596771081796,0.952,0.0,0.0,0.002790102756105,0.0427,0.011,0.496,0.199,0.146,118
0.0147,0.005961538461538,0.0,0.0,0.023386819911871,0.387053334165152,0.81784,0.593687576235249,0.606540486282711,0.952,0.0,0.0,0.101210062227856,0.0892,0.009,0.501,0.228,0.161,119
0.0183,0.009779487179487,0.0,0.005497527677608,0.020204626490828,0.368417197437343,0.82817,0.593687576235249,0.592453861940512,0.9305,0.0,0.0,0.091299784069492,0.1224,0.014,0.493,0.229,0.171,120
0.0378,0.007171282051282,0.0,0.0,0.02635319809237,0.57142794604168,0.73541,0.593687576235249,0.543965938420564,0.952,0.0,0.0,5.910346019e-06,0.0656,0.017,0.546,0.204,0.118,121
0.0517,0.00013641025641,0.0,0.0,0.022581643241709,0.529175937224169,0.7804,0.593687576235249,0.543965938420564,0.952,0.0,0.0,9.6035356783e-05,0.0697,0.017,0.538,0.204,0.124,122
0.0059,0.0,0.0,0.005497527677608,0.021622514937056,0.492224166739008,0.90066,0.593687576235249,0.543965938420564,0.952,0.0,0.0,0.00924687119953,0.1495,0.004,0.547,0.222,0.121,123
0.0101,0.009942564102564,0.0,0.0,0.041509655261353,0.478154013184489,0.72928,0.593687576235249,0.543965938420564,0.952,0.0,0.0,0.0080835665616,0.0879,0.01,0.509,0.21,0.144,124
0.026,0.004785128205128,0.0,0.005497527677608,0.04161377186325,0.463681168635803,0.74219,0.593687576235249,0.543965938420564,0.952,0.0,0.0,0.004225166078154,0.0725,0.013,0.506,0.206,0.145,125
0.0201,0.016277435897436,0.0,0.0,0.018400081324936,0.419297546592308,0.71887,0.543573579034572,0.543965938420564,0.952,0.0,0.0,0.004497098539024,0.1005,0.017,0.476,0.211,0.173,126
0.245,0.008589743589744,0.0,0.005497527677608,0.017173647820021,0.383779269124058,0.77629,0.543573579034572,0.592453861940512,0.952,0.0,0.0,0.023227148600226,0.0939,0.086,0.483,0.214,0.219,127
0.0388,0.014528205128205,0.0,0.005497527677608,0.015911921765109,0.385173201849026,0.83298,0.543573579034572,0.592453861940512,0.952,0.0,0.0,0.040241985906277,0.0587,0.023,0.495,0.21,0.163,128
0.0323,0.014099487179487,0.0,0.005497527677608,0.01937414567039,0.37043804195144,0.82707,0.543573579034572,0.592453861940512,0.952,0.0,0.0,0.063399417491309,0.0826,0.021,0.488,0.22,0.174,129
0.0052,0.018194871794872,0.0,0.005497527677608,0.010503387973104,0.363785149879212,0.82692,0.543573579034572,0.592453861940512,0.952,0.0,0.0,0.032890910399934,0.0951,0.015,0.485,0.216,0.169,130
0.0423,0.031932820512821,0.0,0.005497527677608,0.008935763484183,0.35251986978633,0.94217,0.543573579034572,0.592453861940512,0.9305,0.0,0.0,0.033666157149497,0.0979,0.036,0.503,0.212,0.168,131
0.0311,0.0,0.0,0.005497527677608,0.047503903338352,0.581623869837498,0.72852,0.543573579034572,0.543965938420564,0.952,0.0,0.0,0.00045494178356,0.0563,0.012,0.546,0.202,0.113,132
0.0769,9.743589744e-06,0.0,0.005497527677608,0.037074442548026,0.514868341561471,0.93366,0.543573579034572,0.543965938420564,0.952,0.0,0.0,0.020728896910936,0.1459,0.026,0.56,0.224,0.129,133
0.0161,0.0,0.0,0.005497527677608,0.031354550573471,0.512270001490518,0.93839,0.543573579034572,0.543965938420564,0.952,0.0,0.0,0.017830022234217,0.1188,0.007,0.559,0.218,0.111,134
